"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"03/05/2014","28","PM2.5","Redwood City","06-081-1001","AQS","7","24","28","14"
"03/06/2014","32","PM2.5","Redwood City","06-081-1001","AQS","6","30","32","21"
"03/07/2014","28","Ozone","Redwood City","06-081-1001","AQS","8","28","26","23"
"03/08/2014","40","PM2.5","Redwood City","06-081-1001","AQS","7","28","40","27"
"03/09/2014","33","PM2.5","Redwood City","06-081-1001","AQS","7","33","33","18"
"03/10/2014","33","Ozone","Redwood City","06-081-1001","AQS","3","33","20","24"
"03/11/2014","38","Ozone","Redwood City","06-081-1001","AQS","6","38","12","27"
"03/12/2014","38","Ozone","Redwood City","06-081-1001","AQS","6","38","10","32"
"03/13/2014","35","NO2","Redwood City","06-081-1001","AQS","9","32","22","35"
"03/14/2014","32","PM2.5","Redwood City","06-081-1001","AQS","7","28","32","27"
"03/15/2014","40","Ozone","Redwood City","06-081-1001","AQS","7","40","29","19"
"03/16/2014","31","PM2.5","Redwood City","06-081-1001","AQS","6","31","31","16"
"03/17/2014","34","Ozone","Redwood City","06-081-1001","AQS","3","34","22","24"
"03/18/2014","35","Ozone","Redwood City","06-081-1001","AQS","7","35","8","25"
"03/19/2014","34","Ozone","Redwood City","06-081-1001","AQS","9","34","20","31"
"03/20/2014","37","PM2.5","Redwood City","06-081-1001","AQS","9","29","37","32"
"03/21/2014","46","PM2.5","Redwood City","06-081-1001","AQS","8","31","46","29"
"03/22/2014","45","PM2.5","Redwood City","06-081-1001","AQS","5","32","45","15"
"03/23/2014","45","PM2.5","Redwood City","06-081-1001","AQS","5","34","45","13"
"03/24/2014","44","PM2.5","Redwood City","06-081-1001","AQS","9","31","44","26"
"03/25/2014","33","NO2","Redwood City","06-081-1001","AQS","6","31","21","33"
"03/26/2014","35","Ozone","Redwood City","06-081-1001","AQS","5","35","17","17"
"03/27/2014","38","Ozone","Redwood City","06-081-1001","AQS","6","38","26","25"
"03/28/2014","31","Ozone","Redwood City","06-081-1001","AQS","5","31","17","17"
"03/29/2014","30","Ozone","Redwood City","06-081-1001","AQS","5","30","18","8"
"03/30/2014","37","Ozone","Redwood City","06-081-1001","AQS","3","37","16","10"
"03/31/2014","36","Ozone","Redwood City","06-081-1001","AQS","6","36","19","19"
"04/01/2014","38","Ozone","Redwood City","06-081-1001","AQS","6","38","17","25"
"04/02/2014","41","Ozone","Redwood City","06-081-1001","AQS","8","41","13","27"
"04/03/2014","22","NO2","Redwood City","06-081-1001","AQS",".",".","17","22"
"04/04/2014","39","Ozone","Redwood City","06-081-1001","AQS","3","39","18","20"
"04/05/2014","37","Ozone","Redwood City","06-081-1001","AQS","5","37","24","15"
"04/06/2014","36","Ozone","Redwood City","06-081-1001","AQS","3","36","25","22"
"04/07/2014","44","Ozone","Redwood City","06-081-1001","AQS","8","44","31","31"
"04/08/2014","46","Ozone","Redwood City","06-081-1001","AQS","8","46","36","23"
"04/09/2014","25","NO2","Redwood City","06-081-1001","AQS","5","22","23","25"
"04/10/2014","28","PM2.5","Redwood City","06-081-1001","AQS","3","24","28","18"
"04/11/2014","34","PM2.5","Redwood City","06-081-1001","AQS","5","30","34","19"
"04/12/2014","39","Ozone","Redwood City","06-081-1001","AQS","3","39","28","11"
"04/13/2014","44","Ozone","Redwood City","06-081-1001","AQS","3","44","37","9"
"04/14/2014","45","PM2.5","Redwood City","06-081-1001","AQS","3","36","45","14"
"04/15/2014","40","PM2.5","Redwood City","06-081-1001","AQS","5","34","40","15"
"04/16/2014","50","PM2.5","Redwood City","06-081-1001","AQS","5","37","50","20"
"04/17/2014","40","PM2.5","Redwood City","06-081-1001","AQS","5","37","40","18"
"04/18/2014","38","Ozone","Redwood City","06-081-1001","AQS","5","38","28","18"
"04/19/2014","42","Ozone","Redwood City","06-081-1001","AQS","3","42","21","11"
"04/20/2014","44","Ozone","Redwood City","06-081-1001","AQS","3","44","26","10"
"04/21/2014","49","PM2.5","Redwood City","06-081-1001","AQS","6","44","49","26"
"04/22/2014","45","Ozone","Redwood City","06-081-1001","AQS","3","45","10","10"
"04/23/2014","40","Ozone","Redwood City","06-081-1001","AQS","5","40","10","25"
"04/24/2014","36","Ozone","Redwood City","06-081-1001","AQS","5","36","23","19"
"04/25/2014","43","Ozone","Redwood City","06-081-1001","AQS","5","43","8","20"
"04/26/2014","41","Ozone","Redwood City","06-081-1001","AQS","3","41","6","7"
"04/27/2014","41","Ozone","Redwood City","06-081-1001","AQS","3","41","20","9"
"04/28/2014","42","Ozone","Redwood City","06-081-1001","AQS","6","42","34","21"
"04/29/2014","54","Ozone","Redwood City","06-081-1001","AQS","7","54","28","30"
"04/30/2014","84","Ozone","Redwood City","06-081-1001","AQS","7","84","29","25"
"05/01/2014","80","Ozone","Redwood City","06-081-1001","AQS","7","80","25","36"
"05/02/2014","31","Ozone","Redwood City","06-081-1001","AQS","6","31","14","30"
"05/03/2014","40","Ozone","Redwood City","06-081-1001","AQS","3","40","11","4"
"05/04/2014","35","Ozone","Redwood City","06-081-1001","AQS","3","35","9","8"
"05/05/2014","40","Ozone","Redwood City","06-081-1001","AQS","3","40","15","12"
"05/06/2014","34","Ozone","Redwood City","06-081-1001","AQS","5","34","22","13"
"05/07/2014","44","Ozone","Redwood City","06-081-1001","AQS","5","44","32","14"
"05/08/2014","39","Ozone","Redwood City","06-081-1001","AQS","5","39","22","15"
"05/09/2014","41","Ozone","Redwood City","06-081-1001","AQS","3","41","18","11"
"05/10/2014","37","Ozone","Redwood City","06-081-1001","AQS","3","37","23","5"
"05/11/2014","37","Ozone","Redwood City","06-081-1001","AQS","5","37","15","12"
"05/12/2014","49","Ozone","Redwood City","06-081-1001","AQS","7","49","21","22"
"05/13/2014","84","Ozone","Redwood City","06-081-1001","AQS","6","84","23","25"
"05/14/2014","84","Ozone","Redwood City","06-081-1001","AQS","7","84","34","38"
"05/15/2014","44","Ozone","Redwood City","06-081-1001","AQS","7","44","27","34"
"05/16/2014","32","Ozone","Redwood City","06-081-1001","AQS","6","32","30","19"
"05/17/2014","36","Ozone","Redwood City","06-081-1001","AQS","5","36","24","8"
"05/18/2014","34","Ozone","Redwood City","06-081-1001","AQS","3","34","11","2"
"05/19/2014","32","Ozone","Redwood City","06-081-1001","AQS","3","32","5","9"
"05/20/2014","33","Ozone","Redwood City","06-081-1001","AQS","5","33","18","8"
"05/21/2014","31","Ozone","Redwood City","06-081-1001","AQS","5","31","30","14"
"05/22/2014","34","Ozone","Redwood City","06-081-1001","AQS","6","34","25","11"
"05/23/2014","23","PM2.5","Redwood City","06-081-1001","AQS","5","23","23","8"
"05/24/2014","29","Ozone","Redwood City","06-081-1001","AQS","5","29","21","8"
"05/25/2014","39","PM2.5","Redwood City","06-081-1001","AQS","5","34","39","6"
"05/26/2014","35","Ozone","Redwood City","06-081-1001","AQS","5","35","23","7"
"05/27/2014","36","Ozone","Redwood City","06-081-1001","AQS","6","36","35","12"
"05/28/2014","36","Ozone","Redwood City","06-081-1001","AQS","6","36","24","21"
"05/29/2014","39","Ozone","Redwood City","06-081-1001","AQS","7","39","22","21"
"05/30/2014","52","PM2.5","Redwood City","06-081-1001","AQS","6","36","52","14"
"05/31/2014","35","Ozone","Redwood City","06-081-1001","AQS","5","35","32","16"
"06/01/2014","37","PM2.5","Redwood City","06-081-1001","AQS","6","35","37","15"
"06/02/2014","32","Ozone","Redwood City","06-081-1001","AQS","5","32","5","7"
"06/03/2014","31","Ozone","Redwood City","06-081-1001","AQS","6","31","16","10"
"06/04/2014","40","PM2.5","Redwood City","06-081-1001","AQS","5","30","40","14"
"06/05/2014","48","PM2.5","Redwood City","06-081-1001","AQS","3","30","48","17"
"06/06/2014","55","PM2.5","Redwood City","06-081-1001","AQS","3","31","55","12"
"06/07/2014","58","PM2.5","Redwood City","06-081-1001","AQS","3","31","58","17"
"06/08/2014","55","PM2.5","Redwood City","06-081-1001","AQS","5","40","55","15"
"06/09/2014","53","PM2.5","Redwood City","06-081-1001","AQS","5","29","53","25"
"06/10/2014","25","PM2.5","Redwood City","06-081-1001","AQS","3","24","25","11"
"06/11/2014","30","Ozone","Redwood City","06-081-1001","AQS","3","30","11","6"
"06/12/2014","23","Ozone","Redwood City","06-081-1001","AQS","2","23","12","8"
"06/13/2014","28","PM2.5","Redwood City","06-081-1001","AQS","3","27","28","17"
"06/14/2014","37","PM2.5","Redwood City","06-081-1001","AQS","3","35","37","11"
"06/15/2014","36","PM2.5","Redwood City","06-081-1001","AQS","2","27","36","6"
"06/16/2014","29","Ozone","Redwood City","06-081-1001","AQS","2","29","23","7"
"06/17/2014","31","Ozone","Redwood City","06-081-1001","AQS","3","31","30","15"
"06/18/2014","34","Ozone","Redwood City","06-081-1001","AQS","5","34","28","22"
"06/19/2014","31","PM2.5","Redwood City","06-081-1001","AQS","3","24","31","13"
"06/20/2014","31","Ozone","Redwood City","06-081-1001","AQS","5","31","25","10"
"06/21/2014","40","PM2.5","Redwood City","06-081-1001","AQS","3","28","40","9"
"06/22/2014","35","PM2.5","Redwood City","06-081-1001","AQS","2","28","35","7"
"06/23/2014","37","PM2.5","Redwood City","06-081-1001","AQS","3","27","37","11"
"06/24/2014","24","PM2.5","Redwood City","06-081-1001","AQS","3","19","24","17"
"06/25/2014","17","Ozone","Redwood City","06-081-1001","AQS","2","17","5","7"
"06/26/2014","26","Ozone","Redwood City","06-081-1001","AQS","2","26","2","5"
"06/27/2014","18","Ozone","Redwood City","06-081-1001","AQS","3","18","4","11"
"06/28/2014","25","Ozone","Redwood City","06-081-1001","AQS","2","25","10","8"
"06/29/2014","32","Ozone","Redwood City","06-081-1001","AQS","3","32","24","21"
"06/30/2014","54","PM2.5","Redwood City","06-081-1001","AQS","5","28","54","19"
"07/01/2014","27","Ozone","Redwood City","06-081-1001","AQS","3","27","25","8"
"07/02/2014","25","Ozone","Redwood City","06-081-1001","AQS","3","25","19","8"
"07/03/2014","29","PM2.5","Redwood City","06-081-1001","AQS","3","22","29","12"
"07/04/2014","39","PM2.5","Redwood City","06-081-1001","AQS","3","25","39","8"
"07/05/2014","42","PM2.5","Redwood City","06-081-1001","AQS","3","27","42","12"
"07/06/2014","29","PM2.5","Redwood City","06-081-1001","AQS","3","25","29","13"
"07/07/2014","19","Ozone","Redwood City","06-081-1001","AQS","3","19","13","9"
"07/08/2014","20","Ozone","Redwood City","06-081-1001","AQS","3","20","4","9"
"07/09/2014","19","Ozone","Redwood City","06-081-1001","AQS","3","19","15","8"
"07/10/2014","22","Ozone","Redwood City","06-081-1001","AQS","3","22","7","8"
"07/11/2014","23","Ozone","Redwood City","06-081-1001","AQS","3","23","0","4"
"07/12/2014","25","Ozone","Redwood City","06-081-1001","AQS","5","25","11","8"
"07/13/2014","31","PM2.5","Redwood City","06-081-1001","AQS","5","22","31","16"
"07/14/2014","50","PM2.5","Redwood City","06-081-1001","AQS","6","25","50","15"
"07/15/2014","27","PM2.5","Redwood City","06-081-1001","AQS","5","27","27","9"
"07/16/2014","25","Ozone","Redwood City","06-081-1001","AQS","5","25","8","6"
"07/17/2014","22","Ozone","Redwood City","06-081-1001","AQS","3","22","8","7"
"07/18/2014","20","Ozone","Redwood City","06-081-1001","AQS","3","20","5","5"
"07/19/2014","24","Ozone","Redwood City","06-081-1001","AQS","3","24","13","7"
"07/20/2014","24","Ozone","Redwood City","06-081-1001","AQS","3","24","7","4"
"07/21/2014","23","Ozone","Redwood City","06-081-1001","AQS","3","23","3","5"
"07/22/2014","24","Ozone","Redwood City","06-081-1001","AQS","3","24","4","8"
"07/23/2014","19","Ozone","Redwood City","06-081-1001","AQS","5","19","11","8"
"07/24/2014","35","Ozone","Redwood City","06-081-1001","AQS","5","35","20","15"
"07/25/2014","44","Ozone","Redwood City","06-081-1001","AQS","5","44","43","19"
"07/26/2014","56","PM2.5","Redwood City","06-081-1001","AQS","5","29","56","24"
"07/27/2014","41","PM2.5","Redwood City","06-081-1001","AQS","3","28","41","8"
"07/28/2014","29","PM2.5","Redwood City","06-081-1001","AQS","5","22","29","13"
"07/29/2014","20","PM2.5","Redwood City","06-081-1001","AQS","5","20","20","16"
"07/30/2014","21","PM2.5","Redwood City","06-081-1001","AQS","5","19","21","16"
"07/31/2014","23","PM2.5","Redwood City","06-081-1001","AQS","5","22","23","12"
"08/01/2014","35","PM2.5","Redwood City","06-081-1001","AQS","5","24","35","16"
"08/02/2014","30","PM2.5","Redwood City","06-081-1001","AQS","3","23","30","10"
"08/03/2014","25","PM2.5","Redwood City","06-081-1001","AQS","2","24","25","5"
"08/04/2014","27","Ozone","Redwood City","06-081-1001","AQS","2","27","19","8"
"08/05/2014","18","PM2.5","Redwood City","06-081-1001","AQS",".",".","18","18"
"08/06/2014","28","PM2.5","Redwood City","06-081-1001","AQS","5","27","28","19"
"08/07/2014","26","PM2.5","Redwood City","06-081-1001","AQS","3","19","26","9"
"08/08/2014","44","PM2.5","Redwood City","06-081-1001","AQS","3","24","44","11"
"08/09/2014","35","PM2.5","Redwood City","06-081-1001","AQS","2","20","35","8"
"08/10/2014","24","Ozone","Redwood City","06-081-1001","AQS","2","24","10","6"
"08/11/2014","26","Ozone","Redwood City","06-081-1001","AQS","3","26","20","9"
"08/12/2014","28","Ozone","Redwood City","06-081-1001","AQS","5","28","24","20"
"08/13/2014","24","Ozone","Redwood City","06-081-1001","AQS","3","24","9","17"
"08/14/2014","18","Ozone","Redwood City","06-081-1001","AQS","3","18","8","13"
"08/15/2014","22","Ozone","Redwood City","06-081-1001","AQS","3","22","20","10"
"08/16/2014","36","PM2.5","Redwood City","06-081-1001","AQS","3","27","36","10"
"08/17/2014","29","PM2.5","Redwood City","06-081-1001","AQS","3","25","29","10"
"08/18/2014","24","Ozone","Redwood City","06-081-1001","AQS","3","24","22","8"
"08/19/2014","26","Ozone","Redwood City","06-081-1001","AQS","3","26","9","8"
"08/20/2014","28","Ozone","Redwood City","06-081-1001","AQS","3","28","11","8"
"08/21/2014","24","Ozone","Redwood City","06-081-1001","AQS","3","24","17","13"
"08/22/2014","21","PM2.5","Redwood City","06-081-1001","AQS","3","20","21","10"
"08/23/2014","31","Ozone","Redwood City","06-081-1001","AQS","3","31","18","7"
"08/24/2014","31","Ozone","Redwood City","06-081-1001","AQS","3","31","25","5"
"08/25/2014","37","Ozone","Redwood City","06-081-1001","AQS","3","37","30","10"
"08/26/2014","44","PM2.5","Redwood City","06-081-1001","AQS","3","34","44","12"
"08/27/2014","47","PM2.5","Redwood City","06-081-1001","AQS","5","33","47","16"
"08/28/2014","38","PM2.5","Redwood City","06-081-1001","AQS","3","24","38","12"
"08/29/2014","34","PM2.5","Redwood City","06-081-1001","AQS","3","19","34","13"
"08/30/2014","30","PM2.5","Redwood City","06-081-1001","AQS","5","29","30","11"
"08/31/2014","36","PM2.5","Redwood City","06-081-1001","AQS","3","28","36","9"
"09/01/2014","54","PM2.5","Redwood City","06-081-1001","AQS",".","37","54","11"
"09/02/2014","37","PM2.5","Redwood City","06-081-1001","AQS","6","22","37","12"
"09/03/2014","33","PM2.5","Redwood City","06-081-1001","AQS","3","29","33","12"
"09/04/2014","50","PM2.5","Redwood City","06-081-1001","AQS","5","31","50","11"
"09/05/2014","65","PM2.5","Redwood City","06-081-1001","AQS","5","34","65","13"
"09/06/2014","79","PM2.5","Redwood City","06-081-1001","AQS","5","44","79","8"
"09/07/2014","60","PM2.5","Redwood City","06-081-1001","AQS","5","42","60","8"
"09/08/2014","49","PM2.5","Redwood City","06-081-1001","AQS","3","43","49","11"
"09/09/2014","48","PM2.5","Redwood City","06-081-1001","AQS","5","31","48","19"
"09/10/2014","56","PM2.5","Redwood City","06-081-1001","AQS","6","31","56","14"
"09/11/2014","53","PM2.5","Redwood City","06-081-1001","AQS","7","34","53","23"
"09/12/2014","55","PM2.5","Redwood City","06-081-1001","AQS","6","30","55","20"
"09/13/2014","52","PM2.5","Redwood City","06-081-1001","AQS","6","31","52","17"
"09/14/2014","53","PM2.5","Redwood City","06-081-1001","AQS","5","37","53","20"
"09/15/2014","46","PM2.5","Redwood City","06-081-1001","AQS","7","31","46","19"
"09/16/2014","34","PM2.5","Redwood City","06-081-1001","AQS","6","30","34","22"
"09/17/2014","29","PM2.5","Redwood City","06-081-1001","AQS","5","25","29","17"
"09/18/2014","27","Ozone","Redwood City","06-081-1001","AQS","3","27","16","8"
"09/19/2014","37","PM2.5","Redwood City","06-081-1001","AQS","5","23","37","12"
"09/20/2014","34","PM2.5","Redwood City","06-081-1001","AQS","5","27","34","11"
"09/21/2014","28","Ozone","Redwood City","06-081-1001","AQS","3","28","25","5"
"09/22/2014","31","Ozone","Redwood City","06-081-1001","AQS","3","31",".","9"
"09/23/2014","19","Ozone","Redwood City","06-081-1001","AQS","5","19",".","17"
"09/24/2014","31","Ozone","Redwood City","06-081-1001","AQS","6","31",".","9"
"09/25/2014","35","Ozone","Redwood City","06-081-1001","AQS","5","35",".","15"
"09/26/2014","33","Ozone","Redwood City","06-081-1001","AQS","6","33",".","20"
"09/27/2014","29","Ozone","Redwood City","06-081-1001","AQS","5","29","27","13"
"09/28/2014","30","PM2.5","Redwood City","06-081-1001","AQS","5","30","30","11"
"09/29/2014","39","PM2.5","Redwood City","06-081-1001","AQS","5","24","39","15"
"09/30/2014","24","PM2.5","Redwood City","06-081-1001","AQS","6","23","24","18"
"10/01/2014","37","Ozone","Redwood City","06-081-1001","AQS","7","37","17","25"
"10/02/2014","48","Ozone","Redwood City","06-081-1001","AQS","8","48","18","42"
"10/03/2014","74","Ozone","Redwood City","06-081-1001","AQS","9","74","42","47"
"10/04/2014","64","Ozone","Redwood City","06-081-1001","AQS","7","64","32","34"
"10/05/2014","45","Ozone","Redwood City","06-081-1001","AQS","7","45","31","25"
"10/06/2014","30","NO2","Redwood City","06-081-1001","AQS",".",".","29","30"
"10/07/2014","35","PM2.5","Redwood City","06-081-1001","AQS","6","26","35","22"
"10/08/2014","34","PM2.5","Redwood City","06-081-1001","AQS","8","17","34","21"
"10/09/2014","26","PM2.5","Redwood City","06-081-1001","AQS","6","25","26","21"
"10/10/2014","33","PM2.5","Redwood City","06-081-1001","AQS","3","26","33","16"
"10/11/2014","37","PM2.5","Redwood City","06-081-1001","AQS","3","24","37","14"
"10/12/2014","43","Ozone","Redwood City","06-081-1001","AQS","5","43","17","38"
"10/13/2014","42","NO2","Redwood City","06-081-1001","AQS","10","32","32","42"
"10/14/2014","37","PM2.5","Redwood City","06-081-1001","AQS","5","33","37","19"
"10/15/2014","32","Ozone","Redwood City","06-081-1001","AQS","3","32","18","15"
"10/16/2014","33","Ozone","Redwood City","06-081-1001","AQS","7","33","15","28"
"10/17/2014","32","Ozone","Redwood City","06-081-1001","AQS","6","32","15","28"
"10/18/2014","35","Ozone","Redwood City","06-081-1001","AQS","6","35","15","18"
"10/19/2014","25","Ozone","Redwood City","06-081-1001","AQS","5","25","17","12"
"10/20/2014","34","Ozone","Redwood City","06-081-1001","AQS","5","34","15","20"
"10/21/2014","34","Ozone","Redwood City","06-081-1001","AQS","7","34","10","25"
"10/22/2014","27","Ozone","Redwood City","06-081-1001","AQS","6","27","11","21"
"10/23/2014","29","Ozone","Redwood City","06-081-1001","AQS","6","29","17","23"
"10/24/2014","30","Ozone","Redwood City","06-081-1001","AQS","9","30","23","20"
"10/25/2014","35","Ozone","Redwood City","06-081-1001","AQS","3","35","15","12"
"10/26/2014","33","Ozone","Redwood City","06-081-1001","AQS","5","33","10","19"
"10/27/2014","24","Ozone","Redwood City","06-081-1001","AQS","8","24","14","23"
"10/28/2014","35","PM2.5","Redwood City","06-081-1001","AQS","8","22","35","23"
"10/29/2014","41","NO2","Redwood City","06-081-1001","AQS","9","28","29","41"
"10/30/2014","35","Ozone","Redwood City","06-081-1001","AQS","11","35","33","32"
"10/31/2014","23","NO2","Redwood City","06-081-1001","AQS","6","22","15","23"
"11/01/2014","33","Ozone","Redwood City","06-081-1001","AQS","6","33","7","13"
"11/02/2014","29","Ozone","Redwood City","06-081-1001","AQS","6","29","14","25"
"11/04/2014","34","NO2","Redwood City","06-081-1001","AQS","8","24","25","34"
"11/05/2014","42","NO2","Redwood City","06-081-1001","AQS","9","24","37","42"
"11/06/2014","48","PM2.5","Redwood City","06-081-1001","AQS","9","20","48","29"
"11/07/2014","32","PM2.5","Redwood City","06-081-1001","AQS","10","16","32","30"
"11/08/2014","46","PM2.5","Redwood City","06-081-1001","AQS","11","22","46","42"
"11/09/2014","43","PM2.5","Redwood City","06-081-1001","AQS","11","21","43","24"
"11/10/2014","39","PM2.5","Redwood City","06-081-1001","AQS","8","19","39","24"
"11/11/2014","35","Ozone","Redwood City","06-081-1001","AQS","8","35","15","26"
"11/12/2014","37","Ozone","Redwood City","06-081-1001","AQS","6","37","19","29"
"11/13/2014","28","Ozone","Redwood City","06-081-1001","AQS","5","28","7","21"
"11/14/2014","30","Ozone","Redwood City","06-081-1001","AQS","6","30","23","22"
"11/15/2014","31","Ozone","Redwood City","06-081-1001","AQS","6","31","22","23"
"11/16/2014","31","Ozone","Redwood City","06-081-1001","AQS","7","31","23","31"
"11/17/2014","31","NO2","Redwood City","06-081-1001","AQS","7","24","30","31"
"11/18/2014","53","PM2.5","Redwood City","06-081-1001","AQS","10","13","53","31"
"11/19/2014","31","Ozone","Redwood City","06-081-1001","AQS","9","31","18","25"
"11/20/2014","22","PM2.5","Redwood City","06-081-1001","AQS","7","14","22","21"
"11/21/2014","35","PM2.5","Redwood City","06-081-1001","AQS","7","23","35","32"
"11/22/2014","31","Ozone","Redwood City","06-081-1001","AQS","7","31","13","21"
"11/23/2014","27","Ozone","Redwood City","06-081-1001","AQS","8","27","25","25"
"11/24/2014","35","NO2","Redwood City","06-081-1001","AQS","10","18","21","35"
"11/25/2014","35","NO2","Redwood City","06-081-1001","AQS","10","15","33","35"
"11/26/2014","60","PM2.5","Redwood City","06-081-1001","AQS","13","14","60","40"
"11/27/2014","64","PM2.5","Redwood City","06-081-1001","AQS","13","16","64","32"
"11/28/2014","61","PM2.5","Redwood City","06-081-1001","AQS","11","26","61","21"
"11/29/2014","21","Ozone","Redwood City","06-081-1001","AQS","8","21","18","18"
"11/30/2014","23","Ozone","Redwood City","06-081-1001","AQS","8","23","20","18"
"12/01/2014","33","PM2.5","Redwood City","06-081-1001","AQS","13","6","33","24"
