"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"02/13/2014","44","PM2.5","Oakland","06-001-0009","AQS","8","19","0","44","31"
"02/14/2014","30","NO2","Laney College","06-001-0012","AQS","8","17","0","23","30"
"02/15/2014","26","PM2.5","Laney College","06-001-0012","AQS","9","22","0","26","22"
"02/16/2014","35","Ozone","Livermore","06-001-0007","AQS","8","35","1","26","30"
"02/17/2014","32","PM2.5","Oakland West","06-001-0011","AQS","13","30","0","32","26"
"02/18/2014","57","PM2.5","Laney College","06-001-0012","AQS","15","22","1","57","42"
"02/19/2014","34","Ozone","Livermore","06-001-0007","AQS","8","34","11","28","34"
"02/20/2014","42","PM2.5","Laney College","06-001-0012","AQS","11","32","3","42","42"
"02/21/2014","45","NO2","Laney College","06-001-0012","AQS","13","32","3","43","45"
"02/22/2014","47","PM2.5","Oakland West","06-001-0011","AQS","10","31","1","47","27"
"02/23/2014","40","PM2.5","Oakland","06-001-0009","AQS","8","31","1","40","31"
"02/24/2014","52","PM2.5","Oakland West","06-001-0011","AQS","13","36","3","52","40"
"02/25/2014","49","PM2.5","Laney College","06-001-0012","AQS","7","38","1","49","28"
"02/26/2014","38","NO2","Laney College","06-001-0012","AQS","7","33","0","32","38"
"02/27/2014","38","Ozone","Livermore","06-001-0007","AQS","7","38","0","24","24"
"02/28/2014","39","Ozone","Livermore","06-001-0007","AQS","7","39","0","20","26"
"03/01/2014","36","Ozone","Livermore","06-001-0007","AQS",".","36","0","20","29"
"03/02/2014","41","NO2","Oakland","06-001-0009","AQS","8","35","0","22","41"
"03/03/2014","81","NO2","Oakland","06-001-0009","AQS","9","27","0","25","81"
"03/04/2014","28","Ozone","Livermore","06-001-0007","AQS","7","28","0","24","28"
"03/05/2014","40","PM2.5","Laney College","06-001-0012","AQS","8","27","9","40","26"
"03/06/2014","39","PM2.5","Laney College","06-001-0012","AQS","6","35","0","39","28"
"03/07/2014","38","PM2.5","Oakland West","06-001-0011","AQS","7","33","1","38","33"
"03/08/2014","50","PM2.5","Oakland West","06-001-0011","AQS","10","31","4","50","37"
"03/09/2014","43","PM2.5","Oakland West","06-001-0011","AQS","9","35","3","43","41"
"03/10/2014","40","Ozone","Livermore","06-001-0007","AQS","7","40","0","21","30"
"03/11/2014","40","Ozone","Oakland West","06-001-0011","AQS","6","40","1","13","39"
"03/12/2014","38","Ozone","Livermore","06-001-0007","AQS","8","38","1","16","35"
"03/13/2014","41","NO2","Oakland","06-001-0009","AQS","9","35","3","40","41"
"03/14/2014","51","PM2.5","Laney College","06-001-0012","AQS","7","33","0","51","27"
"03/15/2014","43","PM2.5","Oakland West","06-001-0011","AQS","13","41","3","43","29"
"03/16/2014","40","PM2.5","Oakland West","06-001-0011","AQS","9","40","1","40","22"
"03/17/2014","40","Ozone","Livermore","06-001-0007","AQS","6","40","0","31","29"
"03/18/2014","37","Ozone","Livermore","06-001-0007","AQS","11","37","13","35","35"
"03/19/2014","45","PM2.5","Oakland West","06-001-0011","AQS","14","44","7","45","42"
"03/20/2014","54","PM2.5","Oakland West","06-001-0011","AQS","8","30","0","54","32"
"03/21/2014","58","PM2.5","Oakland West","06-001-0011","AQS","6","37","0","58","25"
"03/22/2014","58","PM2.5","Oakland West","06-001-0011","AQS","6","42","0","58","26"
"03/23/2014","52","PM2.5","Oakland West","06-001-0011","AQS","7","44","0","52","29"
"03/24/2014","51","PM2.5","Oakland","06-001-0009","AQS","8","44","0","51","31"
"03/25/2014","36","NO2","Oakland West","06-001-0011","AQS","7","35","1","33","36"
"03/26/2014","37","Ozone","Livermore","06-001-0007","AQS","6","37","0","30","34"
"03/27/2014","42","Ozone","Livermore","06-001-0007","AQS","7","42","1","35","27"
"03/28/2014","37","PM2.5","Laney College","06-001-0012","AQS","7","33","1","37","28"
"03/29/2014","35","Ozone","Oakland West","06-001-0011","AQS","7","35","0","18","20"
"03/30/2014","38","Ozone","Livermore","06-001-0007","AQS","6","38","0","17","21"
"03/31/2014","41","Ozone","Livermore","06-001-0007","AQS","7","41","1","22","30"
"04/01/2014","42","Ozone","Hayward","06-001-2001","AQS","7","42","0","20","37"
"04/02/2014","44","Ozone","Livermore","06-001-0007","AQS","7","44","11","14","34"
"04/03/2014","43","Ozone","Livermore","06-001-0007","AQS","8","43","1","29","32"
"04/04/2014","41","Ozone","Livermore","06-001-0007","AQS","7","41","0","18","25"
"04/05/2014","37","Ozone","Livermore","06-001-0007","AQS","7","37","0","25","24"
"04/06/2014","40","PM2.5","Laney College","06-001-0012","AQS","8","34","1","40","23"
"04/07/2014","45","PM2.5","Laney College","06-001-0012","AQS","14","44","3","45","34"
"04/08/2014","54","Ozone","Livermore","06-001-0007","AQS","9","54","23","48","48"
"04/09/2014","38","PM2.5","Livermore","06-001-0007","AQS","6","37","11","38","31"
"04/10/2014","47","PM2.5","Oakland","06-001-0009","AQS","7","43","4","47","26"
"04/11/2014","53","PM2.5","Oakland West","06-001-0011","AQS","6","37","0","53","25"
"04/12/2014","53","PM2.5","Oakland West","06-001-0011","AQS","5","42","0","53","10"
"04/13/2014","58","PM2.5","Oakland West","06-001-0011","AQS","6","45","0","58","16"
"04/14/2014","54","PM2.5","Oakland West","06-001-0011","AQS","6","44","1","54","27"
"04/15/2014","58","PM2.5","Laney College","06-001-0012","AQS","6","40","0","58","33"
"04/16/2014","63","PM2.5","Oakland West","06-001-0011","AQS","7","44","10","63","29"
"04/17/2014","55","PM2.5","Oakland West","06-001-0011","AQS","7","37","0","55","29"
"04/18/2014","48","PM2.5","Oakland West","06-001-0011","AQS","8","41","0","48","31"
"04/19/2014","45","Ozone","Livermore","06-001-0007","AQS","6","45","0","31","13"
"04/20/2014","51","PM2.5","Oakland West","06-001-0011","AQS","7","49","1","51","29"
"04/21/2014","61","PM2.5","Oakland West","06-001-0011","AQS","6","45","0","61","29"
"04/22/2014","45","Ozone","Livermore","06-001-0007","AQS","5","45","7","23","24"
"04/23/2014","43","Ozone","Livermore","06-001-0007","AQS","6","43","1","24","30"
"04/24/2014","41","Ozone","Livermore","06-001-0007","AQS","6","41","0","34","23"
"04/25/2014","42","Ozone","Livermore","06-001-0007","AQS","6","42","0","22","27"
"04/26/2014","42","Ozone","Livermore","06-001-0007","AQS","6","42","0","20","19"
"04/27/2014","43","Ozone","Livermore","06-001-0007","AQS","6","43","0","29","18"
"04/28/2014","45","PM2.5","Oakland West","06-001-0011","AQS","9","45","1","45","29"
"04/29/2014","49","Ozone","Livermore","06-001-0007","AQS","9","49","19","48","45"
"04/30/2014","119","Ozone","Livermore","06-001-0007","AQS","8","119","7","57","42"
"05/01/2014","122","Ozone","Livermore","06-001-0007","AQS","11","122","3","55","57"
"05/02/2014","47","Ozone","Livermore","06-001-0007","AQS","8","47","1","36","38"
"05/03/2014","41","Ozone","Livermore","06-001-0007","AQS","5","41","0","25","16"
"05/04/2014","36","Ozone","Livermore","06-001-0007","AQS","5","36","0","23","23"
"05/05/2014","37","Ozone","Livermore","06-001-0007","AQS","6","37","0","30","35"
"05/06/2014","36","Ozone","Livermore","06-001-0007","AQS","6","36","3","35","27"
"05/07/2014","53","PM2.5","Oakland West","06-001-0011","AQS","6","43","0","53","25"
"05/08/2014","43","Ozone","Hayward","06-001-2001","AQS","7","43","0","33","26"
"05/09/2014","43","Ozone","Livermore","06-001-0007","AQS","7","43","0","25","23"
"05/10/2014","40","Ozone","Livermore","06-001-0007","AQS","6","40","0","24","19"
"05/11/2014","40","Ozone","Livermore","06-001-0007","AQS","7","40","0","23","20"
"05/12/2014","45","Ozone","Livermore","06-001-0007","AQS","7","45","4","44","36"
"05/13/2014","100","Ozone","Hayward","06-001-2001","AQS","9","100","4","52","42"
"05/14/2014","133","Ozone","Livermore","06-001-0007","AQS","9","133","13","50","55"
"05/15/2014","80","Ozone","Livermore","06-001-0007","AQS","10","80","3","53","51"
"05/16/2014","52","PM2.5","Oakland West","06-001-0011","AQS","6","45","0","52","24"
"05/17/2014","43","PM2.5","Oakland West","06-001-0011","AQS","6","36","0","43","14"
"05/18/2014","36","Ozone","Livermore","06-001-0007","AQS","6","36","0","31","15"
"05/19/2014","33","Ozone","Livermore","06-001-0007","AQS","6","33","0","22","25"
"05/20/2014","37","Ozone","Livermore","06-001-0007","AQS","7","37","0","29","33"
"05/21/2014","53","PM2.5","Oakland West","06-001-0011","AQS","7","41","1","53","25"
"05/22/2014","42","Ozone","Livermore","06-001-0007","AQS","7","42","0","35","25"
"05/23/2014","31","Ozone","Livermore","06-001-0007","AQS","7","31","0","28","18"
"05/24/2014","45","PM2.5","Oakland West","06-001-0011","AQS","7","31","0","45","13"
"05/25/2014","57","PM2.5","Oakland West","06-001-0011","AQS","8","42","0","57","16"
"05/26/2014","46","PM2.5","Oakland West","06-001-0011","AQS","8","35","9","46","18"
"05/27/2014","57","PM2.5","Oakland West","06-001-0011","AQS","8","44","6","57","29"
"05/28/2014","43","Ozone","Livermore","06-001-0007","AQS","5","43","1","39","25"
"05/29/2014","58","PM2.5","Oakland West","06-001-0011","AQS","7","48","3","58","30"
"05/30/2014","62","PM2.5","Oakland West","06-001-0011","AQS","5","39","0","62","21"
"05/31/2014","49","Ozone","Livermore","06-001-0007","AQS","5","49","0","47","18"
"06/01/2014","58","Ozone","Livermore","06-001-0007","AQS","6","58","0","52","12"
"06/02/2014","34","Ozone","Livermore","06-001-0007","AQS","5","34","0","25","20"
"06/03/2014","45","Ozone","Livermore","06-001-0007","AQS","5","45",".","36","24"
"06/04/2014","100","Ozone","Livermore","06-001-0007","AQS","5","100","3","57","20"
"06/05/2014","60","PM2.5","Oakland West","06-001-0011","AQS","5","44","0","60","22"
"06/06/2014","51","PM2.5","Livermore","06-001-0007","AQS","6","38","0","51","17"
"06/07/2014","74","Ozone","Livermore","06-001-0007","AQS","6","74","0","64","20"
"06/08/2014","57","PM2.5","Oakland West","06-001-0011","AQS","6","51","1","57","24"
"06/09/2014","80","Ozone","Livermore","06-001-0007","AQS","6","80","0","62","29"
"06/10/2014","40","PM2.5","Livermore","06-001-0007","AQS","6","37","0","40","21"
"06/11/2014","44","PM2.5","Oakland West","06-001-0011","AQS","5","38","9","44","17"
"06/12/2014","29","PM2.5","Laney College","06-001-0012","AQS","5","29","0","29","20"
"06/13/2014","49","PM2.5","Laney College","06-001-0012","AQS","6","42","0","49","22"
"06/14/2014","58","PM2.5","Oakland West","06-001-0011","AQS","7","43","1","58","18"
"06/15/2014","56","PM2.5","Oakland","06-001-0009","AQS","5","34","0","56","8"
"06/16/2014","49","PM2.5","Oakland West","06-001-0011","AQS","5","31","0","49","15"
"06/17/2014","46","PM2.5","Laney College","06-001-0012","AQS","6","37","1","46","26"
"06/18/2014","55","PM2.5","Oakland West","06-001-0011","AQS","8","41","14","55","36"
"06/19/2014","45","PM2.5","Laney College","06-001-0012","AQS","6","37","3","45","19"
"06/20/2014","47","PM2.5","Laney College","06-001-0012","AQS","7","41","6","47","23"
"06/21/2014","55","PM2.5","Oakland West","06-001-0011","AQS","6","34","0","55","9"
"06/22/2014","52","PM2.5","Oakland West","06-001-0011","AQS","6","34","0","52","11"
"06/23/2014","52","PM2.5","Oakland West","06-001-0011","AQS","6","38","1","52","23"
"06/24/2014","44","PM2.5","Laney College","06-001-0012","AQS","7","25","1","44","19"
"06/25/2014","19","PM2.5","Laney College","06-001-0012","AQS","5","18","0","19","16"
"06/26/2014","30","PM2.5","Laney College","06-001-0012","AQS","5","28","0","30","20"
"06/27/2014","22","Ozone","Livermore","06-001-0007","AQS","6","22","3","18","19"
"06/28/2014","31","Ozone","Livermore","06-001-0007","AQS","6","31","0","29","12"
"06/29/2014","58","Ozone","Livermore","06-001-0007","AQS","6","58","0","47","23"
"06/30/2014","108","Ozone","Livermore","06-001-0007","AQS","7","108","1","65","27"
"07/01/2014","41","Ozone","Livermore","06-001-0007","AQS","6","41","3","29","25"
"07/02/2014","34","Ozone","Livermore","06-001-0007","AQS","6","34","1","33","18"
"07/03/2014","48","PM2.5","Oakland West","06-001-0011","AQS","6","33","0","48","18"
"07/04/2014","59","PM2.5","Oakland","06-001-0009","AQS","6","44","0","59","10"
"07/05/2014","54","Ozone","Livermore","06-001-0007","AQS","6","54","0","43","12"
"07/06/2014","61","Ozone","Livermore","06-001-0007","AQS","7","61","0","32","18"
"07/07/2014","32","PM2.5","Oakland","06-001-0009","AQS","6","28","0","32","25"
"07/08/2014","38","Ozone","Livermore","06-001-0007","AQS","5","38","4","19","17"
"07/09/2014","47","PM2.5","Laney College","06-001-0012","AQS","5","35","9","47","20"
"07/10/2014","31","Ozone","Livermore","06-001-0007","AQS","5","31","0","26","18"
"07/11/2014","76","PM2.5","Laney College","06-001-0012","AQS","5","29","0","76","23"
"07/12/2014","35","Ozone","Livermore","06-001-0007","AQS","5","35","0","15","17"
"07/13/2014","40","Ozone","Livermore","06-001-0007","AQS","6","40","0","32","19"
"07/14/2014","67","PM2.5","Laney College","06-001-0012","AQS","7","50","1","67","30"
"07/15/2014","40","Ozone","Livermore","06-001-0007","AQS","6","40","3","38","19"
"07/16/2014","30","Ozone","Livermore","06-001-0007","AQS","6","30",".","26","18"
"07/17/2014","27","Ozone","Livermore","06-001-0007","AQS","6","27","0","18","13"
"07/18/2014","27","Ozone","Livermore","06-001-0007","AQS","7","27","0","15","15"
"07/19/2014","36","Ozone","Livermore","06-001-0007","AQS","3","36","0","19","15"
"07/20/2014","28","Ozone","Livermore","06-001-0007","AQS","3","28","0","14","12"
"07/21/2014","30","Ozone","Livermore","06-001-0007","AQS","3","30","0","11","24"
"07/22/2014","29","Ozone","Livermore","06-001-0007","AQS","3","29","3","13","21"
"07/23/2014","32","PM2.5","Laney College","06-001-0012","AQS","3","25","4","32","19"
"07/24/2014","47","Ozone","Livermore","06-001-0007","AQS","5","47","0","36","22"
"07/25/2014","115","Ozone","Livermore","06-001-0007","AQS","6","115","1","60","41"
"07/26/2014","56","PM2.5","Oakland West","06-001-0011","AQS","5","54","0","56","21"
"07/27/2014","51","PM2.5","Oakland","06-001-0009","AQS","6","46","0","51","15"
"07/28/2014","40","Ozone","Livermore","06-001-0007","AQS","6","40","0","37","24"
"07/29/2014","44","Ozone","Livermore","06-001-0007","AQS","6","44","6","35","25"
"07/30/2014","31","PM2.5","Oakland","06-001-0009","AQS","5","25","10","31","19"
"07/31/2014","41","Ozone","Livermore","06-001-0007","AQS","6","41","0","36","27"
"08/01/2014","52","PM2.5","Laney College","06-001-0012","AQS","5","46","0","52","26"
"08/02/2014","40","Ozone","Livermore","06-001-0007","AQS","3","40","0","36","10"
"08/03/2014","35","Ozone","Livermore","06-001-0007","AQS","3","35","0","34","11"
"08/04/2014","35","Ozone","Livermore","06-001-0007","AQS","5","35","0","25","21"
"08/05/2014","46","Ozone","Livermore","06-001-0007","AQS","5","46","11","29","25"
"08/06/2014","50","Ozone","Livermore","06-001-0007","AQS","6","50","10","39","32"
"08/07/2014","41","PM2.5","Laney College","06-001-0012","AQS","5","31","0","41","21"
"08/08/2014","59","PM2.5","Oakland West","06-001-0011","AQS","5","41","0","59","20"
"08/09/2014","47","PM2.5","Oakland West","06-001-0011","AQS","3","25","0","47","13"
"08/10/2014","34","Ozone","Livermore","06-001-0007","AQS","3","34","0","22","11"
"08/11/2014","37","PM2.5","Laney College","06-001-0012","AQS","5","36","0","37","21"
"08/12/2014","35","Ozone","Livermore","06-001-0007","AQS","2","35","3","34","33"
"08/13/2014","42","PM2.5","Laney College","06-001-0012","AQS","5","26","7","42","24"
"08/14/2014","28","Ozone","Livermore","06-001-0007","AQS","5","28","0","23","19"
"08/15/2014","39","Ozone","Livermore","06-001-0007","AQS","5","39","0","33","22"
"08/16/2014","44","Ozone","Livermore","06-001-0007","AQS","5","44","0","42","17"
"08/17/2014","42","Ozone","Livermore","06-001-0007","AQS","5","42","0","27","17"
"08/18/2014","30","Ozone","Livermore","06-001-0007","AQS","5","30","0","25","19"
"08/19/2014","31","Ozone","Livermore","06-001-0007","AQS","5","31","1","22","22"
"08/20/2014","30","Ozone","Livermore","06-001-0007","AQS","6","30","0","18","20"
"08/21/2014","39","Ozone","Livermore","06-001-0007","AQS","6","39","0","25","24"
"08/22/2014","26","Ozone","Livermore","06-001-0007","AQS","6","26","0","25","20"
"08/23/2014","45","Ozone","Livermore","06-001-0007","AQS","5","45","0","23","16"
"08/24/2014","37","Ozone","Livermore","06-001-0007","AQS","5","37","0","23","11"
"08/25/2014","39","Ozone","Livermore","06-001-0007","AQS","6","39","0","28","23"
"08/26/2014","46","Ozone","Livermore","06-001-0007","AQS","6","46","7","30","25"
"08/27/2014","61","Ozone","Livermore","06-001-0007","AQS","7","61","9","38","31"
"08/28/2014","54","Ozone","Livermore","06-001-0007","AQS","7","54","0","40","26"
"08/29/2014","28","PM2.5","Livermore","06-001-0007","AQS","6","28","0","28","25"
"08/30/2014","34","Ozone","Livermore","06-001-0007","AQS","7","34","0","31","18"
"08/31/2014","37","Ozone","Livermore","06-001-0007","AQS","6","37","0","36","14"
"09/01/2014","67","Ozone","Livermore","06-001-0007","AQS",".","67","1","55","15"
"09/02/2014","49","PM2.5","Livermore","06-001-0007","AQS","7","31","0","49","19"
"09/03/2014","44","Ozone","Livermore","06-001-0007","AQS","8","44","13","41","28"
"09/04/2014","52","PM2.5","Livermore","06-001-0007","AQS","8","44","0","52","22"
"09/05/2014","68","PM2.5","Laney College","06-001-0012","AQS","7","41","0","68","30"
"09/06/2014","75","PM2.5","Livermore","06-001-0007","AQS","6","58","0","75","21"
"09/07/2014","56","PM2.5","Oakland","06-001-0009","AQS","7","50","0","56","17"
"09/08/2014","51","PM2.5","Livermore","06-001-0007","AQS","6","45","0","51","31"
"09/09/2014","44","Ozone","Livermore","06-001-0007","AQS","6","44","9","43","33"
"09/10/2014","77","Ozone","Hayward","06-001-2001","AQS","8","77","6","54","42"
"09/11/2014","97","Ozone","Livermore","06-001-0007","AQS","7","97","1","54","44"
"09/12/2014","87","Ozone","Livermore","06-001-0007","AQS","7","87","1","50","34"
"09/13/2014","58","Ozone","Livermore","06-001-0007","AQS","7","58","0","44","23"
"09/14/2014","49","PM2.5","Oakland","06-001-0009","AQS","8","44","0","49","18"
"09/15/2014","39","PM2.5","Oakland","06-001-0009","AQS","7","35","0","39","24"
"09/16/2014","47","Ozone","Livermore","06-001-0007","AQS","7","47","9","36","31"
"09/17/2014","30","Ozone","Livermore","06-001-0007","AQS","7","30","3","27","29"
"09/18/2014","31","Ozone","Livermore","06-001-0007","AQS","7","31","0","20","24"
"09/19/2014","39","PM2.5","Oakland","06-001-0009","AQS","7","31","0","39","23"
"09/20/2014","33","Ozone","Livermore","06-001-0007","AQS","5","33","0","30","19"
"09/21/2014","30","Ozone","Livermore","06-001-0007","AQS","6","30","0","23","10"
"09/22/2014","36","Ozone","Livermore","06-001-0007","AQS","6","36","0","28","27"
"09/23/2014","32","Ozone","Livermore","06-001-0007","AQS","6","32","3","18","28"
"09/24/2014","31","Ozone","Oakland West","06-001-0011","AQS","6","31","0","11","20"
"09/25/2014","37","Ozone","Livermore","06-001-0007","AQS","5","37","0","16","25"
"09/26/2014","37","Ozone","Livermore","06-001-0007","AQS","5","37","0","28","24"
"09/27/2014","38","PM2.5","Oakland West","06-001-0011","AQS","6","34","0","38","21"
"09/28/2014","40","PM2.5","Laney College","06-001-0012","AQS","6","32","0","40","22"
"09/29/2014","42","PM2.5","Oakland","06-001-0009","AQS","5","29","0","42","23"
"09/30/2014","33","PM2.5","Oakland West","06-001-0011","AQS","7","32","6","33","25"
"10/01/2014","43","PM2.5","Oakland West","06-001-0011","AQS","11","38","4","43","41"
"10/02/2014","80","Ozone","Hayward","06-001-2001","AQS","15","80","3","48","62"
"10/03/2014","84","Ozone","Hayward","06-001-2001","AQS","18","84","3","52","56"
"10/04/2014","112","Ozone","Hayward","06-001-2001","AQS","16","112","4","49","43"
"10/05/2014","122","Ozone","Livermore","06-001-0007","AQS","9","122","6","47","42"
"10/06/2014","71","Ozone","Livermore","06-001-0007","AQS","8","71","1","52","38"
"10/07/2014","49","PM2.5","Laney College","06-001-0012","AQS","8","40","9","49","42"
"10/08/2014","50","PM2.5","Oakland West","06-001-0011","AQS","10","33","1","50","38"
"10/09/2014","40","PM2.5","Oakland West","06-001-0011","AQS","7","29","0","40","27"
"10/10/2014","36","PM2.5","Livermore","06-001-0007","AQS","6","33","0","36","24"
"10/11/2014","39","Ozone","Livermore","06-001-0007","AQS","8","39","1","35","24"
"10/12/2014","57","PM2.5","Oakland West","06-001-0011","AQS","13","44","3","57","36"
"10/13/2014","52","PM2.5","Oakland West","06-001-0011","AQS","16","43","6","52","47"
"10/14/2014","45","PM2.5","Oakland West","06-001-0011","AQS","7","34","1","45","29"
"10/15/2014","37","Ozone","Livermore","06-001-0007","AQS","6","37","9","29","29"
"10/16/2014","37","NO2","Laney College","06-001-0012","AQS","9","36","6","34","37"
"10/17/2014","40","Ozone","Livermore","06-001-0007","AQS","7","40","3","28","35"
"10/18/2014","41","Ozone","Livermore","06-001-0007","AQS","10","41","7","28","23"
"10/19/2014","38","Ozone","Livermore","06-001-0007","AQS","8","38","0","23","23"
"10/20/2014","36","Ozone","Hayward","06-001-2001","AQS","6","36","0","19","27"
"10/21/2014","36","Ozone","Livermore","06-001-0007","AQS","6","36","9","23","31"
"10/22/2014","35","PM2.5","Laney College","06-001-0012","AQS","13","31","7","35","33"
"10/23/2014","37","PM2.5","Oakland West","06-001-0011","AQS","9","32","1","37","28"
"10/24/2014","42","NO2","Laney College","06-001-0012","AQS","8","36","1","34","42"
"10/25/2014","35","Ozone","Livermore","06-001-0007","AQS","5","35","3","28","16"
"10/26/2014","35","Ozone","Livermore","06-001-0007","AQS","6","35","0","29","21"
"10/27/2014","38","PM2.5","Oakland West","06-001-0011","AQS","15","28","1","38","33"
"10/28/2014","36","PM2.5","Laney College","06-001-0012","AQS","14","31","3","36","35"
"10/29/2014","49","PM2.5","Laney College","06-001-0012","AQS","13","40","6","49","47"
"10/30/2014","47","PM2.5","Oakland West","06-001-0011","AQS","16","34","11","47","43"
"10/31/2014","33","NO2","Laney College","06-001-0012","AQS","6","31","0","27","33"
"11/01/2014","33","Ozone","Livermore","06-001-0007","AQS","6","33","0","27","25"
"11/02/2014","35","PM2.5","Oakland West","06-001-0011","AQS","11","30","1","35","29"
"11/03/2014","32","NO2","Laney College","06-001-0012","AQS","15","30","1","30","32"
"11/04/2014","44","PM2.5","Laney College","06-001-0012","AQS","13","35","4","44","37"
"11/05/2014","55","PM2.5","Livermore","06-001-0007","AQS","9","37",".","55","42"
"11/06/2014","61","PM2.5","Laney College","06-001-0012","AQS","11","35","7","61","41"
"11/07/2014","54","PM2.5","Livermore","06-001-0007","AQS","9","39","1","54","35"
"11/08/2014","61","PM2.5","Oakland","06-001-0009","AQS","18","44","4","61","52"
"11/09/2014","55","PM2.5","Oakland","06-001-0009","AQS","11","44","1","55","41"
"11/10/2014","59","PM2.5","Oakland","06-001-0009","AQS","8","34","1","59","30"
"11/11/2014","37","Ozone","Hayward","06-001-2001","AQS","6","37","3","31","22"
"11/12/2014","39","Ozone","Livermore","06-001-0007","AQS","6","39","7","35","31"
"11/13/2014","30","NO2","Laney College","06-001-0012","AQS","7","29","0","24","30"
"11/14/2014","37","PM2.5","Laney College","06-001-0012","AQS","13","32","1","37","29"
"11/15/2014","40","PM2.5","Oakland","06-001-0009","AQS","13","30","1","40","31"
"11/16/2014","38","PM2.5","Livermore","06-001-0007","AQS","14","36","7","38","25"
"11/17/2014","38","PM2.5","Oakland","06-001-0009","AQS","9","33","1","38","38"
"11/18/2014","69","PM2.5","Oakland","06-001-0009","AQS","13","31","1","69","38"
"11/19/2014","48","PM2.5","Oakland","06-001-0009","AQS","10","35","0","48","41"
"11/20/2014","47","PM2.5","Oakland","06-001-0009","AQS","9","35","1","47","36"
