"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25","NO2"
"01/23/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","24","7"
"01/24/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","4"
"01/25/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","5"
"01/26/2010","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","4","7"
"01/27/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","13"
"01/28/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","12"
"01/29/2010","55","PM2.5","Truckee-Fire Station","06-057-1001","AQS","35","55","6"
"01/30/2010","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","6"
"01/31/2010","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","4"
"02/01/2010","40","PM2.5","Truckee-Fire Station","06-057-1001","AQS","37","40","12"
"02/02/2010","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","13"
"02/03/2010","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","14"
"02/04/2010","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","16","9"
"02/05/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","6"
"02/06/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","7"
"02/07/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","26","4"
"02/08/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","8"
"02/09/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","5"
"02/10/2010","37","PM2.5","Truckee-Fire Station","06-057-1001","AQS","35","37","8"
"02/11/2010","25","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","25",".","14"
"02/12/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","8"
"02/13/2010","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","28","8"
"02/14/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","5"
"02/15/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","4"
"02/16/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","9"
"02/17/2010","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","10"
"02/18/2010","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","16"
"02/19/2010","38","PM2.5","Truckee-Fire Station","06-057-1001","AQS","32","38","9"
"02/20/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","6"
"02/21/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","12","6"
"02/22/2010","40","PM2.5","Truckee-Fire Station","06-057-1001","AQS","36","40","6"
"02/23/2010","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","16"
"02/24/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","7"
"02/25/2010","34","PM2.5","Truckee-Fire Station","06-057-1001","AQS","30","34","15"
"02/26/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","5"
"02/27/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","3"
"02/28/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","21","7"
"03/01/2010","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29",".","8"
"03/02/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","5"
"03/03/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","17","8"
"03/04/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","12"
"03/05/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","8"
"03/06/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","23","4"
"03/07/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","5"
"03/08/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","5"
"03/09/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","14","9"
"03/10/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","14"
"03/11/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","10"
"03/12/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","14","4"
"03/13/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","2"
"03/14/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","3"
"03/15/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","20","5"
"03/16/2010","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48",".","7"
"03/17/2010","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51",".","8"
"03/18/2010","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","19","3"
"03/19/2010","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46",".","13"
"03/20/2010","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51",".","7"
"03/21/2010","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","32","4"
"03/22/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","7"
"03/23/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","9"
"03/24/2010","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","34","8"
"03/25/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","4"
"03/26/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","8"
"03/27/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","21","6"
"03/28/2010","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54",".","5"
"03/29/2010","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42",".","5"
"03/30/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","12","3"
"03/31/2010","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","6"
"04/01/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","8"
"04/02/2010","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","12","6"
"04/03/2010","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42",".","5"
"04/04/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","5"
"04/05/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","9","7"
"04/06/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","8"
"04/07/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","16"
"04/08/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","16","6"
"04/09/2010","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","7"
"04/10/2010","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","5"
"04/11/2010","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48",".","2"
"04/12/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","4"
"04/13/2010","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","8"
"04/14/2010","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","17","8"
"04/15/2010","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47",".","8"
"04/16/2010","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","23","8"
"04/17/2010","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","3"
"04/18/2010","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","4"
"04/19/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","8"
"04/20/2010","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","14","6"
"04/21/2010","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","10"
"04/22/2010","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30",".","8"
"04/23/2010","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43",".","9"
"04/24/2010","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61",".","4"
"04/25/2010","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74",".","2"
"04/26/2010","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","27","9"
"04/27/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","3"
"04/28/2010","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","9"
"04/29/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","9"
"04/30/2010","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43",".","8"
"05/01/2010","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51",".","1"
"05/02/2010","71","Ozone","White Cloud","06-057-0007","AQS","71","13","1"
"05/03/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","8"
"05/04/2010","48","Ozone","White Cloud","06-057-0007","AQS","48",".","12"
"05/05/2010","74","Ozone","White Cloud","06-057-0007","AQS","74","21","12"
"05/06/2010","71","Ozone","White Cloud","06-057-0007","AQS","71",".","8"
"05/07/2010","54","Ozone","White Cloud","06-057-0007","AQS","54",".","9"
"05/08/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","18","3"
"05/09/2010","43","Ozone","White Cloud","06-057-0007","AQS","43","17","2"
"05/10/2010","44","Ozone","White Cloud","06-057-0007","AQS","44",".","4"
"05/11/2010","39","Ozone","White Cloud","06-057-0007","AQS","39","12","8"
"05/12/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","8"
"05/13/2010","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64",".","13"
"05/14/2010","84","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","84","21","12"
"05/15/2010","97","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","97",".","4"
"05/16/2010","87","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","87",".","4"
"05/17/2010","51","Ozone","White Cloud","06-057-0007","AQS","51","18","3"
"05/18/2010","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42",".","9"
"05/19/2010","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","27","6"
"05/20/2010","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","14","8"
"05/21/2010","45","Ozone","White Cloud","06-057-0007","AQS","45",".","8"
"05/22/2010","40","Ozone","White Cloud","06-057-0007","AQS","40",".","6"
"05/23/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","10","3"
"05/24/2010","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47",".","4"
"05/25/2010","44","Ozone","White Cloud","06-057-0007","AQS","44",".","7"
"05/26/2010","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48","15","4"
"05/27/2010","44","Ozone","White Cloud","06-057-0007","AQS","44",".","6"
"05/28/2010","40","Ozone","White Cloud","06-057-0007","AQS","40",".","9"
"05/29/2010","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","17","2"
"05/30/2010","71","Ozone","White Cloud","06-057-0007","AQS","71",".","3"
"05/31/2010","64","Ozone","White Cloud","06-057-0007","AQS","64",".","3"
"06/01/2010","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","22","6"
"06/02/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","9"
"06/03/2010","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","4"
"06/04/2010","27","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","27","9","7"
"06/05/2010","42","Ozone","White Cloud","06-057-0007","AQS","42",".","4"
"06/06/2010","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47",".","4"
"06/07/2010","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","21","8"
"06/08/2010","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71",".","13"
"06/09/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","4"
"06/10/2010","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","8","7"
"06/11/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","6"
"06/12/2010","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","1"
"06/13/2010","44","Ozone","White Cloud","06-057-0007","AQS","44","12","3"
"06/14/2010","97","Ozone","White Cloud","06-057-0007","AQS","97",".","8"
"06/15/2010","90","Ozone","White Cloud","06-057-0007","AQS","90",".","8"
"06/16/2010","44","Ozone","White Cloud","06-057-0007","AQS","44",".","11"
"06/17/2010","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58",".","11"
"06/18/2010","64","Ozone","White Cloud","06-057-0007","AQS","64",".","15"
"06/19/2010","64","Ozone","White Cloud","06-057-0007","AQS","64","28","5"
"06/20/2010","49","Ozone","White Cloud","06-057-0007","AQS","49",".","3"
"06/21/2010","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47",".","9"
"06/22/2010","77","Ozone","White Cloud","06-057-0007","AQS","77","20","15"
"06/23/2010","119","Ozone","White Cloud","06-057-0007","AQS","119",".","14"
"06/24/2010","100","Ozone","White Cloud","06-057-0007","AQS","100",".","8"
"06/25/2010","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","21","7"
"06/26/2010","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54",".","4"
"06/27/2010","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50",".","4"
"06/28/2010","93","Ozone","White Cloud","06-057-0007","AQS","93","25","8"
"06/29/2010","119","Ozone","White Cloud","06-057-0007","AQS","119",".","18"
"06/30/2010","74","Ozone","White Cloud","06-057-0007","AQS","74",".","5"
"07/01/2010","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80","28","10"
"07/02/2010","58","Ozone","White Cloud","06-057-0007","AQS","58",".","16"
"07/03/2010","41","Ozone","White Cloud","06-057-0007","AQS","41",".","6"
"07/04/2010","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","17","2"
"07/05/2010","58","Ozone","White Cloud","06-057-0007","AQS","58",".","6"
"07/06/2010","90","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","90",".","12"
"07/07/2010","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","40","15"
"07/08/2010","100","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","100",".","13"
"07/09/2010","97","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","97",".","8"
"07/10/2010","93","Ozone","White Cloud","06-057-0007","AQS","93","24","6"
"07/11/2010","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74",".","5"
"07/12/2010","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58",".","9"
"07/13/2010","71","Ozone","White Cloud","06-057-0007","AQS","71","30","14"
"07/14/2010","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74",".","12"
"07/15/2010","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50",".","10"
"07/16/2010","49","Ozone","White Cloud","06-057-0007","AQS","49","22","8"
"07/17/2010","49","Ozone","White Cloud","06-057-0007","AQS","49",".","5"
"07/18/2010","51","Ozone","White Cloud","06-057-0007","AQS","51",".","3"
"07/19/2010","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71","33","9"
"07/20/2010","112","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","112",".","12"
"07/21/2010","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80",".","7"
"07/22/2010","147","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","147","31","9"
"07/23/2010","147","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","147",".","9"
"07/24/2010","100","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","100",".","20"
"07/25/2010","122","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","122","35","4"
"07/26/2010","71","Ozone","White Cloud","06-057-0007","AQS","71",".","12"
"07/27/2010","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71",".","14"
"07/28/2010","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64","22","11"
"07/29/2010","71","Ozone","White Cloud","06-057-0007","AQS","71",".","10"
"07/30/2010","100","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","100",".","."
"07/31/2010","90","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","90","25","."
"08/01/2010","77","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","77",".","."
"08/02/2010","105","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","105",".","."
"08/03/2010","93","Ozone","White Cloud","06-057-0007","AQS","93","21","12"
"08/04/2010","108","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","108",".","8"
"08/05/2010","105","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","105",".","30"
"08/06/2010","129","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","129","44","10"
"08/07/2010","108","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","108",".","7"
"08/08/2010","74","Ozone","White Cloud","06-057-0007","AQS","74",".","4"
"08/09/2010","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80","24","7"
"08/10/2010","77","Ozone","White Cloud","06-057-0007","AQS","77",".","8"
"08/11/2010","74","Ozone","White Cloud","06-057-0007","AQS","74",".","8"
"08/12/2010","87","Ozone","White Cloud","06-057-0007","AQS","87","33","12"
"08/13/2010","90","Ozone","White Cloud","06-057-0007","AQS","90",".","9"
"08/14/2010","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67",".","7"
"08/15/2010","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61","22","3"
"08/16/2010","112","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","112",".","13"
"08/17/2010","97","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","97",".","8"
"08/18/2010","74","Ozone","White Cloud","06-057-0007","AQS","74","23","8"
"08/19/2010","77","Ozone","White Cloud","06-057-0007","AQS","77","17","8"
"08/20/2010","80","Ozone","White Cloud","06-057-0007","AQS","80",".","7"
"08/21/2010","71","Ozone","White Cloud","06-057-0007","AQS","71","10","7"
"08/22/2010","45","Ozone","White Cloud","06-057-0007","AQS","45",".","4"
"08/23/2010","61","Ozone","White Cloud","06-057-0007","AQS","61",".","12"
"08/24/2010","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80","28","11"
"08/25/2010","140","Ozone","White Cloud","06-057-0007","AQS","140","19","13"
"08/26/2010","129","Ozone","White Cloud","06-057-0007","AQS","129",".","7"
"08/27/2010","100","Ozone","White Cloud","06-057-0007","AQS","100","39","11"
"08/28/2010","54","Ozone","White Cloud","06-057-0007","AQS","54",".","6"
"08/29/2010","37","Ozone","White Cloud","06-057-0007","AQS","37",".","5"
"08/30/2010","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","28","10"
"08/31/2010","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46",".","19"
"09/01/2010","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46",".","15"
"09/02/2010","154","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","154","18","11"
"09/03/2010","122","Ozone","White Cloud","06-057-0007","AQS","122",".","8"
"09/04/2010","119","Ozone","White Cloud","06-057-0007","AQS","119",".","4"
"09/05/2010","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","23","3"
"09/06/2010","71","Ozone","White Cloud","06-057-0007","AQS","71",".","3"
"09/07/2010","67","Ozone","White Cloud","06-057-0007","AQS","67",".","7"
"09/08/2010","36","Ozone","White Cloud","06-057-0007","AQS","36","10","4"
"09/09/2010","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","8"
"09/10/2010","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61",".","15"
"09/11/2010","100","Ozone","White Cloud","06-057-0007","AQS","100","20","4"
"09/12/2010","101","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","101",".","3"
"09/13/2010","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80",".","8"
"09/14/2010","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71","19","11"
"09/15/2010","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71",".","13"
"09/16/2010","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49",".","13"
"09/17/2010","44","Ozone","White Cloud","06-057-0007","AQS","44","19","8"
"09/18/2010","41","Ozone","White Cloud","06-057-0007","AQS","41",".","8"
"09/19/2010","35","Ozone","White Cloud","06-057-0007","AQS","35",".","2"
"09/20/2010","39","Ozone","White Cloud","06-057-0007","AQS","39","14","11"
"09/21/2010","46","Ozone","White Cloud","06-057-0007","AQS","46",".","10"
"09/22/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","21"
"09/23/2010","50","Ozone","White Cloud","06-057-0007","AQS","50","24","15"
"09/24/2010","71","Ozone","White Cloud","06-057-0007","AQS","71",".","14"
"09/25/2010","87","Ozone","White Cloud","06-057-0007","AQS","87",".","6"
"09/26/2010","87","Ozone","White Cloud","06-057-0007","AQS","87","23","5"
"09/27/2010","115","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","115",".","8"
"09/28/2010","93","Ozone","White Cloud","06-057-0007","AQS","93",".","14"
"09/29/2010","74","Ozone","White Cloud","06-057-0007","AQS","74","28","23"
"09/30/2010","105","Ozone","White Cloud","06-057-0007","AQS","105",".","18"
"10/01/2010","122","Ozone","White Cloud","06-057-0007","AQS","122",".","7"
"10/02/2010","105","Ozone","White Cloud","06-057-0007","AQS","105","30","7"
"10/03/2010","50","Ozone","White Cloud","06-057-0007","AQS","50",".","5"
"10/04/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","8"
"10/05/2010","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","22","14"
"10/06/2010","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","8"
"10/07/2010","39","Ozone","White Cloud","06-057-0007","AQS","39",".","7"
"10/08/2010","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","22","."
"10/09/2010","48","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","48",".","4"
"10/10/2010","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51",".","5"
"10/11/2010","36","Ozone","White Cloud","06-057-0007","AQS","36","21","6"
"10/12/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","17"
"10/13/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","11"
"10/14/2010","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","18","11"
"10/15/2010","67","Ozone","White Cloud","06-057-0007","AQS","67",".","6"
"10/16/2010","61","Ozone","White Cloud","06-057-0007","AQS","61",".","7"
"10/17/2010","43","Ozone","White Cloud","06-057-0007","AQS","43","20","7"
"10/18/2010","36","Ozone","White Cloud","06-057-0007","AQS","36",".","12"
"10/19/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","13"
"10/20/2010","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","33","13"
"10/21/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","11"
"10/22/2010","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","7"
"10/23/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","11","3"
"10/24/2010","33","Ozone","Truckee-Fire Station","06-057-1001","AQS","33",".","2"
"10/25/2010","30","Ozone","Truckee-Fire Station","06-057-1001","AQS","30",".","11"
"10/26/2010","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","19","10"
"10/27/2010","44","Ozone","White Cloud","06-057-0007","AQS","44",".","12"
"10/28/2010","46","Ozone","White Cloud","06-057-0007","AQS","46",".","13"
"10/29/2010","44","Ozone","White Cloud","06-057-0007","AQS","44","31","8"
"10/30/2010","37","Ozone","White Cloud","06-057-0007","AQS","37",".","5"
"10/31/2010","37","Ozone","White Cloud","06-057-0007","AQS","37",".","4"
"11/01/2010","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","17","11"
"11/02/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","15"
"11/03/2010","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29",".","17"
"11/04/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","22","10"
"11/05/2010","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","23","18"
"11/06/2010","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47",".","11"
"11/07/2010","35","Ozone","Truckee-Fire Station","06-057-1001","AQS","35","14","2"
"11/08/2010","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29",".","12"
"11/09/2010","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29",".","8"
"11/10/2010","28","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","28","13","9"
"11/11/2010","28","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","28","9","7"
