"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"04/26/2010","77","Ozone","Red Hills","06-079-8005","AQS","77","1","31","50","15"
"04/27/2010","46","Ozone","Red Hills","06-079-8005","AQS","46","0","13","35","16"
"04/28/2010","44","Ozone","Red Hills","06-079-8005","AQS","44","0","31","27","10"
"04/29/2010","64","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","1","64","46","10"
"04/30/2010","54","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","0","54","46","14"
"05/01/2010","58","PM10","Arroyo Grande CDF","06-079-2007","AQS","47","1","58","55","12"
"05/02/2010","77","Ozone","Carrizo Plains","06-079-8006","AQS","77","1","37","40","16"
"05/03/2010","71","Ozone","Red Hills","06-079-8005","AQS","71","1","31","49","18"
"05/04/2010","48","Ozone","Red Hills","06-079-8005","AQS","48","0","40","47","14"
"05/05/2010","107","PM10","Arroyo Grande CDF","06-079-2007","AQS","67","1","107","94","17"
"05/06/2010","71","PM2.5","Mesa2","06-079-2004","AQS","61","3","69","71","25"
"05/07/2010","79","PM10","Arroyo Grande CDF","06-079-2007","AQS","61","3","79","77","22"
"05/08/2010","74","PM10","Arroyo Grande CDF","06-079-2007","AQS","48","1","74","66","8"
"05/09/2010","42","Ozone","Red Hills","06-079-8005","AQS","42","0","23","16","5"
"05/10/2010","41","Ozone","Red Hills","06-079-8005","AQS","41","0","17","22","11"
"05/11/2010","68","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","0","68","60","12"
"05/12/2010","65","PM2.5","Mesa2","06-079-2004","AQS","48","1","65","65","16"
"05/13/2010","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","0","31","52","15"
"05/14/2010","90","Ozone","Carrizo Plains","06-079-8006","AQS","90","0","24","48","13"
"05/15/2010","101","Ozone","Carrizo Plains","06-079-8006","AQS","101","0","15","52","8"
"05/16/2010","87","Ozone","Carrizo Plains","06-079-8006","AQS","87","0","8","36","5"
"05/17/2010","39","Ozone","Red Hills","06-079-8005","AQS","39","0","13","33","8"
"05/18/2010","41","Ozone","Carrizo Plains","06-079-8006","AQS","41","0","6","26","9"
"05/19/2010","70","PM10","Arroyo Grande CDF","06-079-2007","AQS","50","4","70","68","9"
"05/20/2010","80","PM2.5","Mesa2","06-079-2004","AQS","64","1","80","80","4"
"05/21/2010","87","PM10","Arroyo Grande CDF","06-079-2007","AQS","49","1","87","76","14"
"05/22/2010","75","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","75","63","3"
"05/23/2010","61","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","0","61","47","7"
"05/24/2010","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","1","34","30","13"
"05/25/2010","46","Ozone","Red Hills","06-079-8005","AQS","46","1","14","15","12"
"05/26/2010","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","13","25","11"
"05/27/2010","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","17","21","14"
"05/28/2010","69","PM10","Arroyo Grande CDF","06-079-2007","AQS","48","0","69","61","9"
"05/29/2010","64","PM2.5","Mesa2","06-079-2004","AQS","54","3","61","64","9"
"05/30/2010","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","1","56","56","9"
"05/31/2010","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","0","21","33","9"
"06/01/2010","44","PM10","Arroyo Grande CDF","06-079-2007","AQS","40","0","44","34","8"
"06/02/2010","42","Ozone","Red Hills","06-079-8005","AQS","42","0","37","35","15"
"06/03/2010","61","PM2.5","Mesa2","06-079-2004","AQS","30","3","60","61","8"
"06/04/2010","74","PM2.5","Mesa2","06-079-2004","AQS","39","7","65","74","9"
"06/05/2010","68","PM2.5","Mesa2","06-079-2004","AQS","45","6","66","68","9"
"06/06/2010","60","PM2.5","Mesa2","06-079-2004","AQS","48","6","60","60","6"
"06/07/2010","51","Ozone","Red Hills","06-079-8005","AQS","51","0","31","34","8"
"06/08/2010","97","Ozone","Carrizo Plains","06-079-8006","AQS","97","0","47","52","8"
"06/09/2010","74","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","1","74","70","12"
"06/10/2010","90","PM10","Arroyo Grande CDF","06-079-2007","AQS","50","1","90","81","8"
"06/11/2010","68","PM2.5","Mesa2","06-079-2004","AQS","46","0","62","68","11"
"06/12/2010","63","PM2.5","Mesa2","06-079-2004","AQS","49","1","44","63","10"
"06/13/2010","50","Ozone","Red Hills","06-079-8005","AQS","50","1","19","38","8"
"06/14/2010","77","Ozone","Carrizo Plains","06-079-8006","AQS","77","0","19","46","10"
"06/15/2010","65","PM2.5","Mesa2","06-079-2004","AQS","64","0","50","65","5"
"06/16/2010","57","PM2.5","Mesa2","06-079-2004","AQS","51","0","37","57","19"
"06/17/2010","71","Ozone","Red Hills","06-079-8005","AQS","71","1","37","52","15"
"06/18/2010","46","PM2.5","Mesa2","06-079-2004","AQS","43","0","37","46","9"
"06/19/2010","68","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","0","68","59","7"
"06/20/2010","61","PM10","Arroyo Grande CDF","06-079-2007","AQS","49","1","61","59","5"
"06/21/2010","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","19","37","6"
"06/22/2010","87","Ozone","Carrizo Plains","06-079-8006","AQS","87","0","8","33","12"
"06/23/2010","112","Ozone","Carrizo Plains","06-079-8006","AQS","112","0","5","20","8"
"06/24/2010","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","16","29","9"
"06/25/2010","39","Ozone","Red Hills","06-079-8005","AQS","39","0","31","36","5"
"06/26/2010","54","Ozone","Red Hills","06-079-8005","AQS","54","0","26","37","6"
"06/27/2010","108","Ozone","Carrizo Plains","06-079-8006","AQS","108","0","14","38","11"
"06/28/2010","100","Ozone","Carrizo Plains","06-079-8006","AQS","100","1","7","35","14"
"06/29/2010","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","3","13","4"
"06/30/2010","56","PM2.5","Mesa2","06-079-2004","AQS","40","0","53","56","11"
"07/01/2010","65","PM2.5","Mesa2","06-079-2004","AQS","54","1","56","65","8"
"07/02/2010","64","PM2.5","Mesa2","06-079-2004","AQS","58","1","56","64","10"
"07/03/2010","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","0","19","40","6"
"07/04/2010","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","1","11","34","3"
"07/05/2010","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","16","40","6"
"07/06/2010","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","16","33","11"
"07/07/2010","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","16","32","11"
"07/08/2010","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","0","7","22","6"
"07/09/2010","112","Ozone","Carrizo Plains","06-079-8006","AQS","112","0","10","28","8"
"07/10/2010","97","Ozone","Red Hills","06-079-8005","AQS","97","0","7","24","8"
"07/11/2010","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","0","4","20","3"
"07/12/2010","61","Ozone","Red Hills","06-079-8005","AQS","61","0","9","34","5"
"07/13/2010","36","Ozone","Red Hills","06-079-8005","AQS","36","1","15","28","17"
"07/14/2010","93","Ozone","Carrizo Plains","06-079-8006","AQS","93","1","24","34","12"
"07/15/2010","93","Ozone","Red Hills","06-079-8005","AQS","93","1","22","51","8"
"07/16/2010","97","Ozone","Carrizo Plains","06-079-8006","AQS","97","1","20","52","6"
"07/17/2010","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","1","16","43","11"
"07/18/2010","48","PM2.5","Mesa2","06-079-2004","AQS","45","0","19","48","14"
"07/19/2010","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","24","47","10"
"07/20/2010","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","0","11","28","6"
"07/21/2010","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","0","11","27","4"
"07/22/2010","93","Ozone","Carrizo Plains","06-079-8006","AQS","93","0","9","30","6"
"07/23/2010","108","Ozone","Red Hills","06-079-8005","AQS","108","0","11","31","22"
"07/24/2010","126","Ozone","Carrizo Plains","06-079-8006","AQS","126","1","13","35","7"
"07/25/2010","87","Ozone","Carrizo Plains","06-079-8006","AQS","87","1","9","32","5"
"07/26/2010","42","Ozone","Red Hills","06-079-8005","AQS","42","0","7","25","6"
"07/27/2010","39","Ozone","Red Hills","06-079-8005","AQS","39","0","12","33","9"
"07/28/2010","45","Ozone","Red Hills","06-079-8005","AQS","45","1","8","27","14"
"07/29/2010","101","Ozone","Carrizo Plains","06-079-8006","AQS","101","1","10","24","11"
"07/30/2010","122","Ozone","Carrizo Plains","06-079-8006","AQS","122","1","14","32","8"
"07/31/2010","100","Ozone","Carrizo Plains","06-079-8006","AQS","100","0","9","27","8"
"08/01/2010","87","Ozone","Carrizo Plains","06-079-8006","AQS","87","1","11","36","6"
"08/02/2010","101","Ozone","Carrizo Plains","06-079-8006","AQS","101","1","15","41","16"
"08/03/2010","105","Ozone","Carrizo Plains","06-079-8006","AQS","105","1","9","27","13"
"08/04/2010","97","Ozone","Carrizo Plains","06-079-8006","AQS","97","0","7","26","9"
"08/05/2010","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","6","15","5"
"08/06/2010","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","0","6","15","4"
"08/07/2010","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","1","3","13","6"
"08/08/2010","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","4","15","8"
"08/09/2010","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","1","6","15","7"
"08/10/2010","49","Ozone","Red Hills","06-079-8005","AQS","49","1","6","15","7"
"08/11/2010","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","1","15","23","6"
"08/12/2010","51","Ozone","Red Hills","06-079-8005","AQS","51","0","8","21","5"
"08/13/2010","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","3","10","6"
"08/14/2010","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","0","8","16","4"
"08/15/2010","93","Ozone","Red Hills","06-079-8005","AQS","93","0","11","21","14"
"08/16/2010","105","Ozone","Red Hills","06-079-8005","AQS","105","1","8","26","19"
"08/17/2010","97","Ozone","Red Hills","06-079-8005","AQS","97","1","6","22","12"
"08/18/2010","67","Ozone","Red Hills","06-079-8005","AQS","67","1","17","28","8"
"08/19/2010","80","Ozone","Red Hills","06-079-8005","AQS","80","1","10","31","20"
"08/20/2010","90","Ozone","Red Hills","06-079-8005","AQS","90","1","6","21","11"
"08/21/2010","46","Ozone","Red Hills","06-079-8005","AQS","46","1","14","27","8"
"08/22/2010","73","PM2.5","Mesa2","06-079-2004","AQS","49","4","64","73","7"
"08/23/2010","87","Ozone","Red Hills","06-079-8005","AQS","87","1","32","50","21"
"08/24/2010","140","Ozone","Red Hills","06-079-8005","AQS","140","3","35","56","19"
"08/25/2010","140","Ozone","Red Hills","06-079-8005","AQS","140","1","12","30","27"
"08/26/2010","105","Ozone","Red Hills","06-079-8005","AQS","105","1","9","30","14"
"08/27/2010","49","Ozone","Red Hills","06-079-8005","AQS","49","0","24","46","14"
"08/28/2010","86","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","1","54","86","8"
"08/29/2010","60","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","1","31","60","6"
"08/30/2010","81","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","1","49","81","13"
"08/31/2010","61","Ozone","Red Hills","06-079-8005","AQS","61","1","7","21","22"
"09/01/2010","129","Ozone","Red Hills","06-079-8005","AQS","129","1","25","29","22"
"09/02/2010","143","Ozone","Red Hills","06-079-8005","AQS","143","1","11","28","25"
"09/03/2010","140","Ozone","Red Hills","06-079-8005","AQS","140","1","6","15","19"
"09/04/2010","122","Ozone","Red Hills","06-079-8005","AQS","122","1","8","18","15"
"09/05/2010","61","Ozone","Red Hills","06-079-8005","AQS","61","1","56","56","24"
"09/06/2010","61","Ozone","Red Hills","06-079-8005","AQS","61","1","28","49","12"
"09/07/2010","51","Ozone","Red Hills","06-079-8005","AQS","51","1","8","16","20"
"09/08/2010","31","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","31","1","12","19","10"
"09/09/2010","68","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","1","68","68","19"
"09/10/2010","77","Ozone","Red Hills","06-079-8005","AQS","77","3","19","28","25"
"09/11/2010","112","Ozone","Red Hills","06-079-8005","AQS","112","1","11","25","13"
"09/12/2010","112","Ozone","Red Hills","06-079-8005","AQS","112","0","10","32","10"
"09/13/2010","61","Ozone","Red Hills","06-079-8005","AQS","61","1","19","32","12"
"09/14/2010","54","Ozone","Red Hills","06-079-8005","AQS","54","3","19","33","17"
"09/15/2010","105","Ozone","Red Hills","06-079-8005","AQS","105","1","13","28","26"
"09/16/2010","58","Ozone","Red Hills","06-079-8005","AQS","58","1","6","14","25"
"09/17/2010","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","3","7","10","19"
"09/18/2010","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","1","14","10","8"
"09/19/2010","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","1","39","33","9"
"09/20/2010","84","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","33","84","76","10"
"09/21/2010","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","1","50","54","14"
"09/22/2010","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","1","52","56","15"
"09/23/2010","71","Ozone","Red Hills","06-079-8005","AQS","71","3","36","38","15"
"09/24/2010","126","Ozone","Red Hills","06-079-8005","AQS","126","1","59","57","33"
"09/25/2010","150","Ozone","Red Hills","06-079-8005","AQS","150","3","53","58","27"
"09/26/2010","133","Ozone","Red Hills","06-079-8005","AQS","133","1","40","52","27"
"09/27/2010","147","Ozone","Red Hills","06-079-8005","AQS","147","3","60","61","49"
"09/28/2010","161","Ozone","Red Hills","06-079-8005","AQS","161","3","57","64","31"
"09/29/2010","108","Ozone","Red Hills","06-079-8005","AQS","108","3","60","62","31"
"09/30/2010","105","Ozone","Red Hills","06-079-8005","AQS","105","1","15","25","26"
"10/01/2010","90","Ozone","Red Hills","06-079-8005","AQS","90","1","27","29","24"
"10/02/2010","84","Ozone","Red Hills","06-079-8005","AQS","84","1","21","23","17"
"10/03/2010","61","Ozone","Red Hills","06-079-8005","AQS","61","1","13","23","6"
"10/04/2010","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","1","53","58","7"
"10/05/2010","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","1","25","43","15"
"10/06/2010","32","Ozone","Red Hills","06-079-8005","AQS","32","0","12","28","15"
"10/07/2010","43","Ozone","Red Hills","06-079-8005","AQS","43","1","18","31","18"
"10/08/2010","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","3","38","54","25"
"10/09/2010","67","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","67","3","40","55","25"
"10/10/2010","101","Ozone","Red Hills","06-079-8005","AQS","101","1","25","39","24"
"10/11/2010","97","Ozone","Carrizo Plains","06-079-8006","AQS","97","1","38","55","36"
"10/12/2010","122","Ozone","Red Hills","06-079-8005","AQS","122","3","31","41","29"
"10/13/2010","122","Ozone","Red Hills","06-079-8005","AQS","122","1","31","24","32"
"10/14/2010","119","Ozone","Red Hills","06-079-8005","AQS","119","0","32","22","36"
"10/15/2010","119","Ozone","Red Hills","06-079-8005","AQS","119","1","22","26","17"
"10/16/2010","61","Ozone","Red Hills","06-079-8005","AQS","61","0","10","15","8"
"10/17/2010","38","Ozone","Morro Bay","06-079-3001","AQS","38","1","11","17","10"
"10/18/2010","42","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","1","20","42","17"
"10/19/2010","46","Ozone","Red Hills","06-079-8005","AQS","46","1","15","40","22"
"10/20/2010","45","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","1","17","45","17"
"10/21/2010","39","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","39","0","13","29","21"
"10/22/2010","36","Ozone","Red Hills","06-079-8005","AQS","36","1","10","24","14"
"10/23/2010","38","Ozone","Red Hills","06-079-8005","AQS","38","1","10","20","15"
"10/24/2010","31","Ozone","Red Hills","06-079-8005","AQS","31","1","6","17","6"
"10/25/2010","58","PM10","Arroyo Grande CDF","06-079-2007","AQS","40","1","58","47","17"
"10/26/2010","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","1","30","50","16"
"10/27/2010","44","Ozone","Red Hills","06-079-8005","AQS","44","1","23","38","32"
"10/28/2010","51","Ozone","Red Hills","06-079-8005","AQS","51","1","27","40","28"
"10/29/2010","74","Ozone","Red Hills","06-079-8005","AQS","74","1","26","50","29"
"10/30/2010","40","Ozone","Red Hills","06-079-8005","AQS","40","1","9","25","14"
"10/31/2010","44","Ozone","Red Hills","06-079-8005","AQS","44","1","26","24","16"
