"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"04/16/2012","42","Ozone","Livermore","06-001-0007","AQS","5","42","1","29","25"
"04/17/2012","34","Ozone","Hayward","06-001-2001","AQS","3","34","3","33","16"
"04/18/2012","38","Ozone","Livermore","06-001-0007","AQS","5","38","1","30","29"
"04/19/2012","33","PM2.5","Oakland","06-001-0009","AQS","5","30","1","33","24"
"04/20/2012","37","PM2.5","Oakland West","06-001-0011","AQS","8","31","1","37","25"
"04/21/2012","52","PM2.5","Oakland","06-001-0009","AQS","7","47","4","52","25"
"04/22/2012","64","Ozone","Livermore","06-001-0007","AQS","7","64","0","31","20"
"04/23/2012","33","Ozone","Livermore","06-001-0007","AQS","5","33","0","18","11"
"04/24/2012","25","Ozone","Hayward","06-001-2001","AQS","5","25","4","22","20"
"04/25/2012","24","Ozone","Livermore","06-001-0007","AQS","5","24","11","17","22"
"04/26/2012","44","Ozone","Hayward","06-001-2001","AQS","5","44","0","15","14"
"04/27/2012","40","Ozone","Livermore","06-001-0007","AQS","6","40","1","33","27"
"04/28/2012","45","PM2.5","Oakland","06-001-0009","AQS","7","39","1","45","29"
"04/29/2012","49","PM2.5","Oakland","06-001-0009","AQS","5","43","1","49","20"
"04/30/2012","45","PM2.5","Oakland","06-001-0009","AQS","5","35","3","45","28"
"05/01/2012","42","Ozone","Livermore","06-001-0007","AQS","3","42","0","38","15"
"05/02/2012","46","Ozone","Livermore","06-001-0007","AQS","3","46","0","33","19"
"05/03/2012","37","Ozone","Livermore","06-001-0007","AQS","2","37",".","18","8"
"05/04/2012","43","Ozone","Livermore","06-001-0007","AQS","5","43","1","23","22"
"05/05/2012","52","PM2.5","Oakland","06-001-0009","AQS","6","49","1","52","29"
"05/06/2012","58","PM2.5","Oakland","06-001-0009","AQS","7","58","1","58","30"
"05/07/2012","60","PM2.5","Oakland","06-001-0009","AQS","6","54","4","60","35"
"05/08/2012","77","Ozone","Livermore","06-001-0007","AQS","6","77","3","70","32"
"05/09/2012","71","PM2.5","Oakland","06-001-0009","AQS","5","44","7","71","35"
"05/10/2012","66","PM2.5","Oakland","06-001-0009","AQS","5","54","1","66","38"
"05/11/2012","77","Ozone","Livermore","06-001-0007","AQS","6","77","3","66","38"
"05/12/2012","64","Ozone","Livermore","06-001-0007","AQS","5","64","1","54","37"
"05/13/2012","54","PM2.5","Oakland","06-001-0009","AQS","3","40","0","54","13"
"05/14/2012","47","PM2.5","Oakland","06-001-0009","AQS","3","41","16","47","28"
"05/15/2012","40","PM2.5","Oakland","06-001-0009","AQS","2","33",".","40","10"
"05/16/2012","52","PM2.5","Oakland","06-001-0009","AQS","3","38","0","52","13"
"05/17/2012","63","PM2.5","Oakland","06-001-0009","AQS","3","39","1","63","16"
"05/18/2012","64","PM2.5","Oakland","06-001-0009","AQS","5","44","1","64","23"
"05/19/2012","62","PM2.5","Oakland","06-001-0009","AQS","3","58","1","62","19"
"05/20/2012","50","Ozone","Livermore","06-001-0007","AQS","3","50","3","46","22"
"05/21/2012","28","Ozone","Livermore","06-001-0007","AQS","5","28","1","22","17"
"05/22/2012","39","Ozone","Livermore","06-001-0007","AQS","5","39","3","35","22"
"05/23/2012","45","PM2.5","Oakland","06-001-0009","AQS","5","40","6","45","26"
"05/24/2012","46","PM2.5","Oakland","06-001-0009","AQS","5","39","1","46","30"
"05/25/2012","37","Ozone","Livermore","06-001-0007","AQS","3","37","1","34","20"
"05/26/2012","41","PM2.5","Oakland","06-001-0009","AQS","3","33","0","41","8"
"05/27/2012","34","Ozone","Livermore","06-001-0007","AQS","3","34","0","32","9"
"05/28/2012","37","Ozone","Hayward","06-001-2001","AQS","3","37","3","24","13"
"05/29/2012","42","Ozone","Livermore","06-001-0007","AQS","3","42","4","41","17"
"05/30/2012","49","Ozone","Livermore","06-001-0007","AQS","5","49","6","40","19"
"05/31/2012","100","Ozone","Livermore","06-001-0007","AQS","5","100","1","37","24"
"06/01/2012","42","Ozone","Livermore","06-001-0007","AQS","5","42","1","30","23"
"06/02/2012","25","Ozone","Livermore","06-001-0007","AQS","3","25","0","11","11"
"06/03/2012","48","Ozone","Livermore","06-001-0007","AQS","3","48","1","12","14"
"06/04/2012","33","Ozone","Livermore","06-001-0007","AQS","5","33","1","11","20"
"06/05/2012","33","Ozone","Livermore","06-001-0007","AQS","5","33","4","24","17"
"06/06/2012","38","PM2.5","Oakland","06-001-0009","AQS","6","33","6","38","21"
"06/07/2012","34","Ozone","Livermore","06-001-0007","AQS","5","34","3","27","14"
"06/08/2012","39","Ozone","Livermore","06-001-0007","AQS","6","39","3","37","25"
"06/09/2012","43","Ozone","Livermore","06-001-0007","AQS","5","43","1","35","26"
"06/10/2012","43","Ozone","Livermore","06-001-0007","AQS","6","43","3","28","27"
"06/11/2012","64","Ozone","Livermore","06-001-0007","AQS","7","64","6","61","35"
"06/12/2012","47","PM2.5","Oakland","06-001-0009","AQS","6","40","4","47","21"
"06/13/2012","38","PM2.5","Oakland","06-001-0009","AQS","3","31","1","38","13"
"06/14/2012","67","PM2.5","Oakland","06-001-0009","AQS","3","34","1","67","20"
"06/15/2012","65","PM2.5","Oakland","06-001-0009","AQS","5","61","3","65","22"
"06/16/2012","62","PM2.5","Oakland","06-001-0009","AQS","6","49","4","62","29"
"06/17/2012","64","Ozone","Livermore","06-001-0007","AQS","5","64","1","43","28"
"06/18/2012","34","Ozone","Livermore","06-001-0007","AQS","3","34","1","24","10"
"06/19/2012","56","PM2.5","Oakland","06-001-0009","AQS","5","47","3","56","25"
"06/20/2012","67","Ozone","Livermore","06-001-0007","AQS","6","67","10","59","30"
"06/21/2012","28","Ozone","Livermore","06-001-0007","AQS","3","28","0","26","9"
"06/22/2012","23","Ozone","Hayward","06-001-2001","AQS","3","23","1","14","11"
"06/23/2012","33","Ozone","Livermore","06-001-0007","AQS","3","33","1","11","14"
"06/24/2012","35","Ozone","Livermore","06-001-0007","AQS","3","35","1","16","11"
"06/25/2012","31","Ozone","Livermore","06-001-0007","AQS","3","31","1","17","16"
"06/26/2012","36","Ozone","Livermore","06-001-0007","AQS","5","36","7","22","25"
"06/27/2012","42","Ozone","Livermore","06-001-0007","AQS","6","42","9","26","23"
"06/28/2012","24","Ozone","Livermore","06-001-0007","AQS","5","24","1","22","18"
"06/29/2012","22","Ozone","Livermore","06-001-0007","AQS","5","22","0","17","8"
"06/30/2012","18","Ozone","Livermore","06-001-0007","AQS","5","18","1","10","10"
"07/01/2012","19","Ozone","Livermore","06-001-0007","AQS","5","19","1","16","8"
"07/02/2012","40","PM2.5","Oakland","06-001-0009","AQS","5","25","1","40","16"
"07/03/2012","47","PM2.5","Oakland","06-001-0009","AQS","5","39","1","47","15"
"07/04/2012","62","PM2.5","Oakland","06-001-0009","AQS","5","45","6","62","17"
"07/05/2012","30","PM2.5","Oakland","06-001-0009","AQS","5","30","0","30","8"
"07/06/2012","39","Ozone","Livermore","06-001-0007","AQS","5","39","1","35","24"
"07/07/2012","64","Ozone","Livermore","06-001-0007","AQS","3","64","1","40","26"
"07/08/2012","38","Ozone","Livermore","06-001-0007","AQS","2","38","1","22","10"
"07/09/2012","40","Ozone","Livermore","06-001-0007","AQS","3","40","1","33","17"
"07/10/2012","136","Ozone","Livermore","06-001-0007","AQS","5","136","6","65","26"
"07/11/2012","161","Ozone","Livermore","06-001-0007","AQS","5","161","3","55","35"
"07/12/2012","61","Ozone","Livermore","06-001-0007","AQS","5","61","7","56","30"
"07/13/2012","40","PM2.5","Livermore","06-001-0007","AQS","3","24","0","40","10"
"07/14/2012","36","Ozone","Livermore","06-001-0007","AQS","3","36","3","28","8"
"07/15/2012","41","Ozone","Livermore","06-001-0007","AQS","3","41","0","27","11"
"07/16/2012","27","Ozone","Livermore","06-001-0007","AQS","3","27","1","13","13"
"07/17/2012","34","Ozone","Livermore","06-001-0007","AQS","3","34","4","14","15"
"07/18/2012","34","Ozone","Livermore","06-001-0007","AQS","3","34","7","20","16"
"07/19/2012","31","Ozone","Livermore","06-001-0007","AQS","3","31","0","19","10"
"07/20/2012","46","Ozone","Livermore","06-001-0007","AQS","5","46","6","33","27"
"07/21/2012","64","Ozone","Livermore","06-001-0007","AQS","6","64","7","43","25"
"07/22/2012","51","PM2.5","Oakland","06-001-0009","AQS","3","47","1","51","12"
"07/23/2012","51","PM2.5","Oakland","06-001-0009","AQS","3","39","1","51","16"
"07/24/2012","47","PM2.5","Oakland","06-001-0009","AQS","5","38","6","47","16"
"07/25/2012","38","PM2.5","Livermore","06-001-0007","AQS","5","31","16","38","21"
"07/26/2012","30","Ozone","Livermore","06-001-0007","AQS","3","30","0","21","14"
"07/27/2012","31","Ozone","Livermore","06-001-0007","AQS","3","31","1","17","10"
"07/28/2012","29","Ozone","Livermore","06-001-0007","AQS","3","29","1","20","13"
"07/29/2012","33","Ozone","Livermore","06-001-0007","AQS","3","33","0","28","10"
"07/30/2012","87","Ozone","Livermore","06-001-0007","AQS","6","87","1","52","22"
"07/31/2012","47","PM2.5","Oakland","06-001-0009","AQS","5","44","7","47","22"
"08/01/2012","49","PM2.5","Oakland","06-001-0009","AQS","5","46","6","49","17"
"08/02/2012","48","PM2.5","Oakland","06-001-0009","AQS","5","45","1","48","21"
"08/03/2012","33","PM2.5","Oakland","06-001-0009","AQS","5","32","1","33","14"
"08/04/2012","25","Ozone","Livermore","06-001-0007","AQS","5","25","0","17","8"
"08/05/2012","30","Ozone","Livermore","06-001-0007","AQS","5","30","0","11","7"
"08/06/2012","35","Ozone","Livermore","06-001-0007","AQS","5","35","20","19","20"
"08/07/2012","28","PM2.5","Oakland","06-001-0009","AQS","5","24","4","28","22"
"08/08/2012","61","Ozone","Livermore","06-001-0007","AQS","5","61","6","38","23"
"08/09/2012","64","Ozone","Livermore","06-001-0007","AQS","5","64","10","46","23"
"08/10/2012","54","PM2.5","Oakland","06-001-0009","AQS","5","49","1","54","23"
"08/11/2012","129","Ozone","Livermore","06-001-0007","AQS","5","129","0","50","20"
"08/12/2012","93","Ozone","Livermore","06-001-0007","AQS","5","93","0","34","20"
"08/13/2012","101","Ozone","Livermore","06-001-0007","AQS","6","101","0","30","25"
"08/14/2012","41","Ozone","Livermore","06-001-0007","AQS","5","41","6","30","23"
"08/15/2012","54","PM2.5","Oakland","06-001-0009","AQS","5","45","1","54","15"
"08/16/2012","50","Ozone","Livermore","06-001-0007","AQS","5","50","0","32","21"
"08/17/2012","34","Ozone","Livermore","06-001-0007","AQS","5","34","0","26","15"
"08/18/2012","33","Ozone","Livermore","06-001-0007","AQS","5","33","0","19","11"
"08/19/2012","36","Ozone","Livermore","06-001-0007","AQS","3","36","0","20","10"
"08/20/2012","37","Ozone","Livermore","06-001-0007","AQS","5","37","0","25","14"
"08/21/2012","33","PM2.5","Oakland","06-001-0009","AQS","1","28","0","33","13"
"08/22/2012","30","Ozone","Livermore","06-001-0007","AQS","5","30","0","23","15"
"08/23/2012","43","PM2.5","Oakland","06-001-0009","AQS","5","34","0","43","19"
"08/24/2012","53","PM2.5","Oakland","06-001-0009","AQS","5","37","3","53","20"
"08/25/2012","48","PM2.5","Oakland","06-001-0009","AQS","5","34","0","48","9"
"08/26/2012","34","Ozone","Livermore","06-001-0007","AQS","3","34","0","23","8"
"08/27/2012","43","Ozone","Livermore","06-001-0007","AQS","6","43","1","27","21"
"08/28/2012","37","Ozone","Livermore","06-001-0007","AQS","7","37","9","28","26"
"08/29/2012","58","Ozone","Livermore","06-001-0007","AQS","7","58","20","48","27"
"08/30/2012","43","PM2.5","Oakland","06-001-0009","AQS","6","40","0","43","28"
"08/31/2012","31","PM2.5","Oakland","06-001-0009","AQS",".","29","0","31","9"
"09/01/2012","46","PM2.5","Oakland","06-001-0009","AQS","6","41","0","46","20"
"09/02/2012","84","Ozone","Livermore","06-001-0007","AQS","7","84","0","52","30"
"09/03/2012","93","Ozone","Livermore","06-001-0007","AQS","7","93","0","52","25"
"09/04/2012","46","Ozone","Livermore","06-001-0007","AQS","6","46","6","37","25"
"09/05/2012","53","PM2.5","Oakland","06-001-0009","AQS","6","31","9","53","22"
"09/06/2012","48","PM2.5","Oakland","06-001-0009","AQS","5","38","0","48","23"
"09/07/2012","36","Ozone","Livermore","06-001-0007","AQS","6","36","0","34","28"
"09/08/2012","36","Ozone","Livermore","06-001-0007","AQS","5","36","0","28","24"
"09/09/2012","35","Ozone","Livermore","06-001-0007","AQS","5","35","0","32","12"
"09/10/2012","45","PM2.5","Oakland","06-001-0009","AQS","6","44","0","45","30"
"09/11/2012","56","PM2.5","Oakland","06-001-0009","AQS","6","37","9","56","23"
"09/12/2012","48","PM2.5","Livermore","06-001-0007","AQS","6","38","20","48","31"
"09/13/2012","51","Ozone","Livermore","06-001-0007","AQS","6","51","0","49","30"
"09/14/2012","50","PM2.5","Oakland","06-001-0009","AQS","3","36","0","50","24"
"09/15/2012","43","Ozone","Livermore","06-001-0007","AQS","5","43","0","40","22"
"09/16/2012","51","PM2.5","Oakland","06-001-0009","AQS","5","45","0","51","21"
"09/17/2012","40","PM2.5","Oakland","06-001-0009","AQS","3","32","0","40","19"
"09/18/2012","32","Ozone","Livermore","06-001-0007","AQS","3","32","1","30","20"
"09/19/2012","44","PM2.5","Oakland","06-001-0009","AQS","5","33","0","44","31"
"09/20/2012","50","PM2.5","Oakland","06-001-0009","AQS","5","33","10","50","17"
"09/21/2012","47","PM2.5","Oakland","06-001-0009","AQS","5","33","4","47","25"
"09/22/2012","71","Ozone","Livermore","06-001-0007","AQS","6","71","1","55","30"
"09/23/2012","54","PM2.5","Oakland","06-001-0009","AQS","6","50","0","54","23"
"09/24/2012","43","PM2.5","Oakland","06-001-0009","AQS","5","36","0","43","29"
"09/25/2012","55","PM2.5","Oakland","06-001-0009","AQS","7","32","3","55","25"
"09/26/2012","59","PM2.5","Oakland","06-001-0009","AQS","6","32","9","59","35"
"09/27/2012","74","Ozone","Livermore","06-001-0007","AQS","7","74","1","59","31"
"09/28/2012","56","PM2.5","Livermore","06-001-0007","AQS","6","35","0","56","25"
"09/29/2012","61","Ozone","Livermore","06-001-0007","AQS","6","61","0","55","26"
"09/30/2012","93","Ozone","Livermore","06-001-0007","AQS","8","93","1","53","37"
"10/01/2012","54","Ozone","Livermore","06-001-0007","AQS","10","54","4","52","45"
"10/02/2012","80","Ozone","Hayward","06-001-2001","AQS","16","80","6","60","62"
"10/03/2012","64","Ozone","Livermore","06-001-0007","AQS","9","64","0","57","40"
"10/04/2012","48","PM2.5","Oakland","06-001-0009","AQS","6","33","0","48","22"
"10/05/2012","31","PM2.5","Oakland West","06-001-0011","AQS","6","31","6","31","25"
"10/06/2012","33","PM2.5","Oakland","06-001-0009","AQS","8","31","0","33","24"
"10/07/2012","32","Ozone","Livermore","06-001-0007","AQS","7","32","1","29","25"
"10/08/2012","32","Ozone","Livermore","06-001-0007","AQS","7","32","1","30","25"
"10/09/2012","34","PM2.5","Oakland","06-001-0009","AQS","7","31","6","34","28"
"10/10/2012","40","PM2.5","Oakland West","06-001-0011","AQS","6","35","3","40","29"
"10/11/2012","34","PM2.5","Oakland","06-001-0009","AQS","5","34","0","34","17"
"10/12/2012","27","NO2","Oakland West","06-001-0011","AQS","7","25","0","18","27"
"10/13/2012","39","PM2.5","Oakland West","06-001-0011","AQS","9","35","7","39","25"
"10/14/2012","27","Ozone","Livermore","06-001-0007","AQS","5","27","0","25","18"
"10/15/2012","37","PM2.5","Oakland","06-001-0009","AQS","6","23","1","37","25"
"10/16/2012","25","NO2","Oakland West","06-001-0011","AQS","6","24","9","24","25"
"10/17/2012","47","PM2.5","Oakland West","06-001-0011","AQS","13","44","19","47","44"
"10/18/2012","51","Ozone","Livermore","06-001-0007","AQS","14","51","7","49","51"
"10/19/2012","32","Ozone","Oakland","06-001-0009","AQS","5","32","0","27","25"
"10/20/2012","32","PM2.5","Oakland West","06-001-0011","AQS","3","31","0","32","22"
"10/21/2012","34","Ozone","Livermore","06-001-0007","AQS","5","34","0","29","16"
"10/22/2012","34","Ozone","Livermore","06-001-0007","AQS","3","34","0","17","15"
"10/23/2012","31","Ozone","Livermore","06-001-0007","AQS","6","31","0","19","30"
"10/24/2012","34","Ozone","Livermore","06-001-0007","AQS","6","34","3","22","27"
"10/25/2012","35","Ozone","Hayward","06-001-2001","AQS","6","35","0","19","33"
"10/26/2012","40","NO2","Oakland West","06-001-0011","AQS","13","32","1","29","40"
"10/27/2012","40","PM2.5","Oakland","06-001-0009","AQS","17","33","0","40","36"
"10/28/2012","31","Ozone","Livermore","06-001-0007","AQS","8","31","1","28","26"
"10/29/2012","46","PM2.5","Oakland","06-001-0009","AQS","7","30","0","46","31"
"10/30/2012","35","PM2.5","Oakland","06-001-0009","AQS","6","17","6","35","23"
"10/31/2012","20","NO2","Oakland West","06-001-0011","AQS","5","15","6","14","20"
"11/01/2012","25","Ozone","Hayward","06-001-2001","AQS","7","25","3","24","25"
"11/02/2012","37","NO2","Oakland West","06-001-0011","AQS","11","27","1","30","37"
"11/03/2012","47","PM2.5","Oakland","06-001-0009","AQS","14","35","1","47","32"
"11/04/2012","42","PM2.5","Oakland","06-001-0009","AQS","13","33","4","42","33"
"11/05/2012","52","PM2.5","Oakland West","06-001-0011","AQS","15","40","4","52","46"
"11/06/2012","68","PM2.5","Oakland West","06-001-0011","AQS","19","39","3","68","54"
"11/07/2012","58","PM2.5","Oakland","06-001-0009","AQS","9","36","3","58","27"
"11/08/2012","37","Ozone","Livermore","06-001-0007","AQS","5","37","0","27","27"
"11/09/2012","35","NO2","Oakland West","06-001-0011","AQS","8","33","0","22","35"
"11/10/2012","31","Ozone","Livermore","06-001-0007","AQS","9","31","0","30","30"
"11/11/2012","50","PM2.5","Livermore","06-001-0007","AQS","13","30","3","50","32"
"11/12/2012","51","PM2.5","Livermore","06-001-0007","AQS","17","33","1","51","40"
"11/13/2012","52","PM2.5","Oakland West","06-001-0011","AQS","17","32","3","52","40"
"11/14/2012","52","PM2.5","Livermore","06-001-0007","AQS","8","33","11","52","42"
"11/15/2012","72","PM2.5","Livermore","06-001-0007","AQS","8","37",".","72","41"
"11/16/2012","75","PM2.5","Livermore","06-001-0007","AQS","14","38","1","75","37"
"11/17/2012","32","Ozone","Livermore","06-001-0007","AQS","7","32","0","23","20"
"11/18/2012","34","Ozone","Livermore","06-001-0007","AQS","6","34","0","31","26"
"11/19/2012","34","Ozone","Hayward","06-001-2001","AQS","7","34","3","28","30"
"11/20/2012","33","Ozone","Livermore","06-001-0007","AQS","6","33","0","26","28"
