"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"03/10/2012","64","Ozone","Red Hills","06-079-8005","AQS","64","1","37","48","18"
"03/11/2012","38","Ozone","Morro Bay","06-079-3001","AQS","38","1","11","25","13"
"03/12/2012","39","Ozone","Red Hills","06-079-8005","AQS","39","0","12","25","13"
"03/13/2012","39","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","39","0","14","26","16"
"03/14/2012","35","Ozone","Red Hills","06-079-8005","AQS","35","0","9","17","15"
"03/15/2012","35","Ozone","Carrizo Plains","06-079-8006","AQS","35","0","17","21","14"
"03/16/2012","35","Ozone","Morro Bay","06-079-3001","AQS","35","0","5","13","16"
"03/17/2012","46","Ozone","Morro Bay","06-079-3001","AQS","46","0","8","17","5"
"03/18/2012","41","Ozone","Morro Bay","06-079-3001","AQS","41","0","31","29","6"
"03/19/2012","49","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","49","45","23"
"03/20/2012","48","Ozone","Red Hills","06-079-8005","AQS","48","0","32","38","16"
"03/21/2012","49","Ozone","Red Hills","06-079-8005","AQS","49","0","12","25","31"
"03/22/2012","40","Ozone","Morro Bay","06-079-3001","AQS","40","0","22","33","8"
"03/23/2012","43","Ozone","Red Hills","06-079-8005","AQS","43","0","16","22","17"
"03/24/2012","46","Ozone","Red Hills","06-079-8005","AQS","46","0","15","20","18"
"03/25/2012","47","Ozone","Red Hills","06-079-8005","AQS","47","0","4","13","8"
"03/26/2012","45","Ozone","Morro Bay","06-079-3001","AQS","45","0","8","16","17"
"03/27/2012","40","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","40","0","7","13","17"
"03/28/2012","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","7","6","12","14"
"03/29/2012","48","PM10","Arroyo Grande CDF","06-079-2007","AQS","47","10","48","46","19"
"03/30/2012","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","0","54","56","13"
"03/31/2012","45","Ozone","Morro Bay","06-079-3001","AQS","45","0","13","21","8"
"04/01/2012","63","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","63","58","8"
"04/02/2012","60","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","60","59","20"
"04/03/2012","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","0","51","54","14"
"04/04/2012","74","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","0","74","69","11"
"04/05/2012","69","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","69","66","25"
"04/06/2012","72","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","0","67","72","17"
"04/07/2012","101","Ozone","Red Hills","06-079-8005","AQS","101","0","32","38","20"
"04/08/2012","105","Ozone","Red Hills","06-079-8005","AQS","105","0","18","39","13"
"04/09/2012","100","Ozone","Red Hills","06-079-8005","AQS","100","0","19","35","19"
"04/10/2012","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","12","22","18"
"04/11/2012","40","Ozone","Red Hills","06-079-8005","AQS","40","0","6","13","31"
"04/12/2012","47","Ozone","Atascadero (original site)","06-079-8001","AQS","47","0","10","25","23"
"04/13/2012","50","Ozone","Red Hills","06-079-8005","AQS","50","0","23","24","21"
"04/14/2012","72","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","72","61","17"
"04/15/2012","65","PM10","Arroyo Grande CDF","06-079-2007","AQS","46","0","65","62","10"
"04/16/2012","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","0","56","59","7"
"04/17/2012","61","PM10","Arroyo Grande CDF","06-079-2007","AQS","61","0","61","58","20"
"04/18/2012","98","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","0","67","98","12"
"04/19/2012","63","PM2.5","Mesa2","06-079-2004","AQS","39","0","57","63","13"
"04/20/2012","67","Ozone","Red Hills","06-079-8005","AQS","67","0","24","38","15"
"04/21/2012","87","Ozone","Red Hills","06-079-8005","AQS","87","0","17","26","17"
"04/22/2012","87","Ozone","Red Hills","06-079-8005","AQS","87","0","8","18","6"
"04/23/2012","37","Ozone","Red Hills","06-079-8005","AQS","37","0","7","17","6"
"04/24/2012","37","Ozone","Carrizo Plains","06-079-8006","AQS","37","0","7","14","13"
"04/25/2012","33","Ozone","Red Hills","06-079-8005","AQS","33","0","11","19","8"
"04/26/2012","45","Ozone","Morro Bay","06-079-3001","AQS","45","0","19","20","8"
"04/27/2012","73","PM10","Arroyo Grande CDF","06-079-2007","AQS","51","0","73","65","12"
"04/28/2012","83","PM10","Arroyo Grande CDF","06-079-2007","AQS","50","0","83","78","13"
"04/29/2012","67","Ozone","Red Hills","06-079-8005","AQS","67","0","14","30","13"
"04/30/2012","84","Ozone","Red Hills","06-079-8005","AQS","84","0","12","18","12"
"05/01/2012","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","0","18","26","5"
"05/02/2012","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","33","45","15"
"05/03/2012","47","Ozone","Red Hills","06-079-8005","AQS","47","0","22","30","7"
"05/04/2012","89","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","0","89","80","11"
"05/05/2012","73","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","67","1","64","73","16"
"05/06/2012","74","Ozone","Red Hills","06-079-8005","AQS","74","0","58","71","12"
"05/07/2012","77","Ozone","Red Hills","06-079-8005","AQS","77","0","38","62","18"
"05/08/2012","101","Ozone","Red Hills","06-079-8005","AQS","101","0","25","40","20"
"05/09/2012","119","Ozone","Red Hills","06-079-8005","AQS","119","0","34","51","18"
"05/10/2012","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","0","33","58","6"
"05/11/2012","101","Ozone","Carrizo Plains","06-079-8006","AQS","101","0","31","57","14"
"05/12/2012","108","Ozone","Carrizo Plains","06-079-8006","AQS","108","0","28","56","9"
"05/13/2012","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","22","44","8"
"05/14/2012","44","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","32","44","11"
"05/15/2012","71","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","64","7","67","71","14"
"05/16/2012","93","Ozone","Red Hills","06-079-8005","AQS","93","0","36","53","25"
"05/17/2012","68","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","67","0","57","68","10"
"05/18/2012","84","Ozone","Red Hills","06-079-8005","AQS","84","0","64","75","12"
"05/19/2012","105","Ozone","Red Hills","06-079-8005","AQS","105","0","48","60","13"
"05/20/2012","108","Ozone","Carrizo Plains","06-079-8006","AQS","108","0","34","51","16"
"05/21/2012","77","Ozone","Carrizo Plains","06-079-8006","AQS","77","0","51","54","10"
"05/22/2012","95","PM10","Arroyo Grande CDF","06-079-2007","AQS","84","1","95","94","6"
"05/23/2012","116","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","67","0","113","116","6"
"05/24/2012","104","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","58","0","104","104","13"
"05/25/2012","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","53","56","12"
"05/26/2012","40","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","0","31","40","8"
"05/27/2012","82","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","0","82","73","8"
"05/28/2012","95","PM10","Arroyo Grande CDF","06-079-2007","AQS","51","0","95","88","13"
"05/29/2012","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","0","49","52","8"
"05/30/2012","101","Ozone","Red Hills","06-079-8005","AQS","101","0","35","47","21"
"05/31/2012","115","Ozone","Red Hills","06-079-8005","AQS","115","0","31","46","19"
"06/01/2012","129","Ozone","Carrizo Plains","06-079-8006","AQS","129","0","19","21","23"
"06/02/2012","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","0","24","29","7"
"06/03/2012","61","Ozone","Red Hills","06-079-8005","AQS","61","0","25","29","6"
"06/04/2012","41","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","32","41","10"
"06/05/2012","89","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","86","89","6"
"06/06/2012","95","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","0","91","95","14"
"06/07/2012","89","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","58","3","82","89","14"
"06/08/2012","110","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","1","103","110","8"
"06/09/2012","79","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","67","0","76","79","8"
"06/10/2012","66","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","64","0","52","66","11"
"06/11/2012","87","Ozone","Red Hills","06-079-8005","AQS","87","0","22","45","21"
"06/12/2012","100","Ozone","Carrizo Plains","06-079-8006","AQS","100","0","17","27","6"
"06/13/2012","45","Ozone","Red Hills","06-079-8005","AQS","45","0","17","28","8"
"06/14/2012","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","18","35","6"
"06/15/2012","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","31","45","12"
"06/16/2012","101","Ozone","Red Hills","06-079-8005","AQS","101","0","28","54","11"
"06/17/2012","71","Ozone","Red Hills","06-079-8005","AQS","71","0","18","33","8"
"06/18/2012","51","Ozone","Red Hills","06-079-8005","AQS","51","0","14","17","11"
"06/19/2012","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","0","19","37","8"
"06/20/2012","105","Ozone","Carrizo Plains","06-079-8006","AQS","105","0","26","51","14"
"06/21/2012","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","0","30","50","5"
"06/22/2012","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","31","0","35","54","6"
"06/23/2012","70","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","33","0","62","70","4"
"06/24/2012","60","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","51","60","5"
"06/25/2012","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","57","67","12"
"06/26/2012","93","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","1","85","93","8"
"06/27/2012","74","Ozone","Red Hills","06-079-8005","AQS","74","0","28","43","22"
"06/28/2012","90","Ozone","Red Hills","06-079-8005","AQS","90","0","21","35","20"
"06/29/2012","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","36","50","11"
"06/30/2012","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","0","51","59","7"
"07/01/2012","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","26","0","51","59","6"
"07/02/2012","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","35","48","6"
"07/03/2012","48","Ozone","Red Hills","06-079-8005","AQS","48","0","28","44","6"
"07/04/2012","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","19","34","6"
"07/05/2012","51","Ozone","Red Hills","06-079-8005","AQS","51","0","18","25","7"
"07/06/2012","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","23","37","11"
"07/07/2012","77","Ozone","Red Hills","06-079-8005","AQS","77","0","19","34","9"
"07/08/2012","101","Ozone","Red Hills","06-079-8005","AQS","101","0","12","27","6"
"07/09/2012","119","Ozone","Red Hills","06-079-8005","AQS","119","0","22","35","19"
"07/10/2012","140","Ozone","Carrizo Plains","06-079-8006","AQS","140","0","21","56","19"
"07/11/2012","154","Ozone","Red Hills","06-079-8005","AQS","154","0","21","33","20"
"07/12/2012","151","Ozone","Red Hills","06-079-8005","AQS","151","0","29","34","15"
"07/13/2012","105","Ozone","Red Hills","06-079-8005","AQS","105","0","26","42","10"
"07/14/2012","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","26","43","4"
"07/15/2012","45","Ozone","Red Hills","06-079-8005","AQS","45","0","19","21","3"
"07/16/2012","38","Ozone","Red Hills","06-079-8005","AQS","38","0","13","25","4"
"07/17/2012","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","0","12","14","5"
"07/18/2012","46","Ozone","Red Hills","06-079-8005","AQS","46","0","16","14","8"
"07/19/2012","44","Ozone","Red Hills","06-079-8005","AQS","44","0","24","25","10"
"07/20/2012","61","Ozone","Red Hills","06-079-8005","AQS","61","0","18","31","11"
"07/21/2012","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","0","23","36","9"
"07/22/2012","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","13","23","6"
"07/23/2012","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","0","14","23","7"
"07/24/2012","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","19","33","8"
"07/25/2012","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","19","34","9"
"07/26/2012","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","17","31","8"
"07/27/2012","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","22","29","8"
"07/28/2012","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","0","54","59","9"
"07/29/2012","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","0","30","43","13"
"07/30/2012","112","Ozone","Carrizo Plains","06-079-8006","AQS","112","0","19","24","20"
"07/31/2012","100","Ozone","Carrizo Plains","06-079-8006","AQS","100","0","19","21","14"
"08/01/2012","97","Ozone","Carrizo Plains","06-079-8006","AQS","97","0","17","28","16"
"08/02/2012","100","Ozone","Red Hills","06-079-8005","AQS","100","0","14","22","11"
"08/03/2012","47","Ozone","Carrizo Plains","06-079-8006","AQS","47","0","16","18","8"
"08/04/2012","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","12","13","5"
"08/05/2012","90","Ozone","Carrizo Plains","06-079-8006","AQS","90","0","34","38","9"
"08/06/2012","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","0","27","29","10"
"08/07/2012","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","0","53","56","14"
"08/08/2012","71","Ozone","Red Hills","06-079-8005","AQS","71","0","33","51","10"
"08/09/2012","112","Ozone","Carrizo Plains","06-079-8006","AQS","112","0","22","32","14"
"08/10/2012","119","Ozone","Red Hills","06-079-8005","AQS","119","0","26","36","19"
"08/11/2012","119","Ozone","Red Hills","06-079-8005","AQS","119","0","25","26","10"
"08/12/2012","87","Ozone","Carrizo Plains","06-079-8006","AQS","87","0","20","21","8"
"08/13/2012","105","Ozone","Red Hills","06-079-8005","AQS","105","0","15","16","12"
"08/14/2012","71","Ozone","Red Hills","06-079-8005","AQS","71",".","14","13","13"
"08/15/2012","67","Ozone","Red Hills","06-079-8005","AQS","67","0","17","24","11"
"08/16/2012","105","Ozone","Carrizo Plains","06-079-8006","AQS","105","0","20","34","12"
"08/17/2012","80","Ozone","Red Hills","06-079-8005","AQS","80","0","21","25","15"
"08/18/2012","67","Ozone","Red Hills","06-079-8005","AQS","67","1","32","40","12"
"08/19/2012","48","Ozone","Red Hills","06-079-8005","AQS","48","0","21","30","8"
"08/20/2012","54","Ozone","Red Hills","06-079-8005","AQS","54","0","14","22","16"
"08/21/2012","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","17","24","9"
"08/22/2012","45","Ozone","Carrizo Plains","06-079-8006","AQS","45",".","16","32","8"
"08/23/2012","54","Ozone","Carrizo Plains","06-079-8006","AQS","54",".","11","19","8"
"08/24/2012","71","Ozone","Carrizo Plains","06-079-8006","AQS","71",".","12","18","8"
"08/25/2012","47","Ozone","Carrizo Plains","06-079-8006","AQS","47",".","15","27","6"
"08/26/2012","40","Ozone","Red Hills","06-079-8005","AQS","40","0","36","39","10"
"08/27/2012","80","Ozone","Red Hills","06-079-8005","AQS","80","1","21","24","15"
"08/28/2012","97","Ozone","Red Hills","06-079-8005","AQS","97","1","25","24","20"
"08/29/2012","93","Ozone","Red Hills","06-079-8005","AQS","93","0","34","44","18"
"08/30/2012","93","Ozone","Red Hills","06-079-8005","AQS","93","0","24","41","24"
"08/31/2012","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","0","54","55","7"
"09/01/2012","63","PM10","Arroyo Grande CDF","06-079-2007","AQS","54","0","63","62","16"
"09/02/2012","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","0","23","33","15"
"09/03/2012","90","Ozone","Red Hills","06-079-8005","AQS","90","0","16","19","11"
"09/04/2012","80","Ozone","Red Hills","06-079-8005","AQS","80","0","18","20","22"
"09/05/2012","84","Ozone","Red Hills","06-079-8005","AQS","84","0","22","33","19"
"09/06/2012","42","Ozone","Red Hills","06-079-8005","AQS","42","0","29","38","16"
"09/07/2012","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","25","34","11"
"09/08/2012","112","Ozone","Carrizo Plains","06-079-8006","AQS","112","0","43","48","8"
"09/09/2012","54","Ozone","Red Hills","06-079-8005","AQS","54","0","37","47","5"
"09/10/2012","51","Ozone","Red Hills","06-079-8005","AQS","51","0","27","43","19"
"09/11/2012","49","Ozone","Red Hills","06-079-8005","AQS","49","0","22","34","11"
"09/12/2012","97","Ozone","Red Hills","06-079-8005","AQS","97","0","23","30","11"
"09/13/2012","108","Ozone","Red Hills","06-079-8005","AQS","108","0","25","17","13"
"09/14/2012","119","Ozone","Red Hills","06-079-8005","AQS","119","0","28","36","22"
"09/15/2012","100","Ozone","Red Hills","06-079-8005","AQS","100","0","20","32","21"
"09/16/2012","58","Ozone","Red Hills","06-079-8005","AQS","58","0","18","22","11"
"09/17/2012","45","Ozone","Red Hills","06-079-8005","AQS","45","0","15","29","12"
"09/18/2012","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","0","24","36","15"
"09/19/2012","93","Ozone","Carrizo Plains","06-079-8006","AQS","93","0","42","51","24"
"09/20/2012","100","Ozone","Carrizo Plains","06-079-8006","AQS","100","0","38","53","21"
"09/21/2012","112","Ozone","Red Hills","06-079-8005","AQS","112","0","38","52","22"
"09/22/2012","90","Ozone","Red Hills","06-079-8005","AQS","90","0","37","55","15"
"09/23/2012","45","Ozone","Red Hills","06-079-8005","AQS","45","0","19","31","20"
"09/24/2012","45","Ozone","Red Hills","06-079-8005","AQS","45","0","16","20","16"
"09/25/2012","77","Ozone","Red Hills","06-079-8005","AQS","77","0","21","32","25"
"09/26/2012","108","Ozone","Red Hills","06-079-8005","AQS","108","0","26","39","14"
"09/27/2012","112","Ozone","Red Hills","06-079-8005","AQS","112","0","29","45","17"
"09/28/2012","84","Ozone","Red Hills","06-079-8005","AQS","84","0","18","27","16"
"09/29/2012","108","Ozone","Red Hills","06-079-8005","AQS","108","0","24","34","19"
"09/30/2012","97","Ozone","Red Hills","06-079-8005","AQS","97","1","26","35","36"
"10/01/2012","133","Ozone","Red Hills","06-079-8005","AQS","133","1","45","50","34"
"10/02/2012","136","Ozone","Red Hills","06-079-8005","AQS","136","1","47","52","39"
"10/03/2012","58","Ozone","Red Hills","06-079-8005","AQS","58","0","21","54","27"
"10/04/2012","52","PM2.5","San Luis Obispo","06-079-2006","AQS","43","0","26","52","13"
"10/05/2012","48","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","1","48","47","16"
"10/06/2012","57","PM10","Arroyo Grande CDF","06-079-2007","AQS","40","1","57","54","10"
"10/07/2012","60","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","60","58","8"
"10/08/2012","58","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","0","58","57","17"
"10/09/2012","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","1","17","25","15"
"10/10/2012","31","Ozone","Morro Bay","06-079-3001","AQS","31","0","11","19","15"
"10/11/2012","33","Ozone","Carrizo Plains","06-079-8006","AQS","33","0","9","20","16"
"10/12/2012","33","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","33","0","11","24","13"
"10/13/2012","45","Ozone","Red Hills","06-079-8005","AQS","45","0","26","42","10"
"10/14/2012","80","Ozone","Red Hills","06-079-8005","AQS","80","1","24","51","25"
"10/15/2012","80","Ozone","Red Hills","06-079-8005","AQS","80","1","40","38","23"
"10/16/2012","59","PM10","Arroyo Grande CDF","06-079-2007","AQS","49","3","59","58","11"
"10/17/2012","47","Ozone","Red Hills","06-079-8005","AQS","47","1","40","35","32"
"10/18/2012","74","Ozone","Red Hills","06-079-8005","AQS","74","1","40","33","30"
"10/19/2012","48","Ozone","Red Hills","06-079-8005","AQS","48","0","34","30","22"
"10/20/2012","44","Ozone","Red Hills","06-079-8005","AQS","44","0","7","15","10"
"10/21/2012","42","Ozone","Red Hills","06-079-8005","AQS","42","3","28","30","8"
"10/22/2012","37","Ozone","Morro Bay","06-079-3001","AQS","37","0","19","23","18"
"10/23/2012","36","Ozone","Red Hills","06-079-8005","AQS","36","3","17","13","19"
"10/24/2012","38","Ozone","Red Hills","06-079-8005","AQS","38","0","32","26","22"
"10/25/2012","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","1","36","30","25"
"10/26/2012","42","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","42","0","34","21","24"
"10/27/2012","50","Ozone","Red Hills","06-079-8005","AQS","50","3","21","20","25"
