"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"05/29/2012","33","Ozone","Redwood City","06-081-1001","AQS","5","33","32","12"
"05/30/2012","40","PM2.5","Redwood City","06-081-1001","AQS","6","29","40","14"
"05/31/2012","44","PM2.5","Redwood City","06-081-1001","AQS","6","29","44","20"
"06/01/2012","27","PM2.5","Redwood City","06-081-1001","AQS","6","13","27","15"
"06/02/2012","26","Ozone","Redwood City","06-081-1001","AQS","5","26","11","8"
"06/03/2012","40","Ozone","Redwood City","06-081-1001","AQS","5","40","10","5"
"06/04/2012","31","Ozone","Redwood City","06-081-1001","AQS","6","31","11","13"
"06/05/2012","29","Ozone","Redwood City","06-081-1001","AQS","2","29","21","9"
"06/06/2012","27","Ozone","Redwood City","06-081-1001","AQS","3","27","16","14"
"06/07/2012","34","Ozone","Redwood City","06-081-1001","AQS","3","34","21","12"
"06/08/2012","33","Ozone","Redwood City","06-081-1001","AQS","3","33","25","10"
"06/09/2012","38","Ozone","Redwood City","06-081-1001","AQS","3","38","24","21"
"06/10/2012","44","Ozone","Redwood City","06-081-1001","AQS","5","44","15","24"
"06/11/2012","42","PM2.5","Redwood City","06-081-1001","AQS","7","30","42","27"
"06/12/2012","35","PM2.5","Redwood City","06-081-1001","AQS","5","22","35","12"
"06/13/2012","30","PM2.5","Redwood City","06-081-1001","AQS",".",".","30","."
"06/14/2012","55","PM2.5","Redwood City","06-081-1001","AQS",".",".","55","9"
"06/15/2012","57","PM2.5","Redwood City","06-081-1001","AQS","5","26","57","16"
"06/16/2012","62","PM2.5","Redwood City","06-081-1001","AQS","5","31","62","25"
"06/17/2012","42","PM2.5","Redwood City","06-081-1001","AQS","5","31","42","25"
"06/18/2012","27","Ozone","Redwood City","06-081-1001","AQS","3","27","22","17"
"06/19/2012","48","PM2.5","Redwood City","06-081-1001","AQS","3","27","48","19"
"06/20/2012","54","PM2.5","Redwood City","06-081-1001","AQS","6","30","54","21"
"06/21/2012","25","Ozone","Redwood City","06-081-1001","AQS","3","25","23","8"
"06/22/2012","23","Ozone","Redwood City","06-081-1001","AQS","3","23","8","11"
"06/23/2012","30","Ozone","Redwood City","06-081-1001","AQS","2","30","6","4"
"06/24/2012","28","Ozone","Redwood City","06-081-1001","AQS","2","28","12","6"
"06/25/2012","28","Ozone","Redwood City","06-081-1001","AQS","3","28","12","11"
"06/26/2012","29","Ozone","Redwood City","06-081-1001","AQS","5","29","10","13"
"06/27/2012","28","Ozone","Redwood City","06-081-1001","AQS","5","28","17","15"
"06/28/2012","20","Ozone","Redwood City","06-081-1001","AQS","5","20","16","20"
"06/29/2012","21","Ozone","Redwood City","06-081-1001","AQS","3","21","10","7"
"06/30/2012","16","Ozone","Redwood City","06-081-1001","AQS","3","16","7","8"
"07/01/2012","18","Ozone","Redwood City","06-081-1001","AQS","3","18","3","7"
"07/02/2012","22","Ozone","Redwood City","06-081-1001","AQS","5","22",".","8"
"07/03/2012","21","Ozone","Redwood City","06-081-1001","AQS","5","21",".","15"
"07/04/2012","27","Ozone","Redwood City","06-081-1001","AQS","5","27",".","7"
"07/05/2012","25","Ozone","Redwood City","06-081-1001","AQS","5","25",".","9"
"07/06/2012","20","Ozone","Redwood City","06-081-1001","AQS","5","20",".","12"
"07/07/2012","34","PM2.5","Redwood City","06-081-1001","AQS","6","27","34","12"
"07/08/2012","23","Ozone","Redwood City","06-081-1001","AQS","5","23","20","8"
"07/09/2012","34","PM2.5","Redwood City","06-081-1001","AQS","5","27","34","11"
"07/10/2012","60","PM2.5","Redwood City","06-081-1001","AQS","6","31","60","15"
"07/11/2012","46","PM2.5","Redwood City","06-081-1001","AQS","7","31","46","25"
"07/12/2012","42","PM2.5","Redwood City","06-081-1001","AQS","6","20","42","20"
"07/13/2012","38","PM2.5","Redwood City","06-081-1001","AQS","6","22","38","9"
"07/14/2012","22","PM2.5","Redwood City","06-081-1001","AQS","5","22","22","7"
"07/15/2012","27","PM2.5","Redwood City","06-081-1001","AQS","5","23","27","6"
"07/16/2012","21","Ozone","Redwood City","06-081-1001","AQS","5","21","12","7"
"07/17/2012","26","Ozone","Redwood City","06-081-1001","AQS","5","26","13","7"
"07/18/2012","23","Ozone","Redwood City","06-081-1001","AQS","2","23","18","8"
"07/19/2012","24","Ozone","Redwood City","06-081-1001","AQS","5","24","20","16"
"07/20/2012","26","PM2.5","Redwood City","06-081-1001","AQS","3","25","26","18"
"07/21/2012","45","PM2.5","Redwood City","06-081-1001","AQS","5","33","45","21"
"07/22/2012","43","PM2.5","Redwood City","06-081-1001","AQS","3","23","43","8"
"07/23/2012","50","PM2.5","Redwood City","06-081-1001","AQS","5","23","50","10"
"07/24/2012","44","PM2.5","Redwood City","06-081-1001","AQS","3","25","44","10"
"07/25/2012","38","PM2.5","Redwood City","06-081-1001","AQS","3","25","38","9"
"07/26/2012","25","PM2.5","Redwood City","06-081-1001","AQS","3","25","25","9"
"07/27/2012","22","Ozone","Redwood City","06-081-1001","AQS","3","22","15","12"
"07/28/2012","26","PM2.5","Redwood City","06-081-1001","AQS","3","17","26","8"
"07/29/2012","26","PM2.5","Redwood City","06-081-1001","AQS","3","19","26","12"
"07/30/2012","49","PM2.5","Redwood City","06-081-1001","AQS","5","24","49","15"
"07/31/2012","47","PM2.5","Redwood City","06-081-1001","AQS","6","19","47","14"
"08/01/2012","53","PM2.5","Redwood City","06-081-1001","AQS","5","20","53","16"
"08/02/2012","49","PM2.5","Redwood City","06-081-1001","AQS","5","21","49","13"
"08/03/2012","29","PM2.5","Redwood City","06-081-1001","AQS","5","19","29","10"
"08/04/2012","20","PM2.5","Redwood City","06-081-1001","AQS","5","20","20","10"
"08/05/2012","23","Ozone","Redwood City","06-081-1001","AQS","3","23","15","6"
"08/06/2012","24","Ozone","Redwood City","06-081-1001","AQS","5","24","19","13"
"08/07/2012","30","PM2.5","Redwood City","06-081-1001","AQS","6","20","30","14"
"08/08/2012","34","PM2.5","Redwood City","06-081-1001","AQS","6","19","34","17"
"08/09/2012","45","PM2.5","Redwood City","06-081-1001","AQS","6","19","45","17"
"08/10/2012","52","PM2.5","Redwood City","06-081-1001","AQS","6","18","52","18"
"08/11/2012","46","PM2.5","Redwood City","06-081-1001","AQS","5","29","46","19"
"08/12/2012","30","Ozone","Redwood City","06-081-1001","AQS","5","30","24","17"
"08/13/2012","26","PM2.5","Redwood City","06-081-1001","AQS","6","23","26","21"
"08/14/2012","28","PM2.5","Redwood City","06-081-1001","AQS","6","26","28","19"
"08/15/2012","51","PM2.5","Redwood City","06-081-1001","AQS","6","36","51","9"
"08/16/2012","40","PM2.5","Redwood City","06-081-1001","AQS","6","25","40","12"
"08/17/2012","25","PM2.5","Redwood City","06-081-1001","AQS","6","22","25","14"
"08/18/2012","25","PM2.5","Redwood City","06-081-1001","AQS","6","24","25","12"
"08/19/2012","22","PM2.5","Redwood City","06-081-1001","AQS","5","22","22","8"
"08/20/2012","31","PM2.5","Redwood City","06-081-1001","AQS","6","21","31","14"
"08/21/2012","42","PM2.5","Redwood City","06-081-1001","AQS","5","21","42","13"
"08/22/2012","32","PM2.5","Redwood City","06-081-1001","AQS",".",".","32","12"
"08/23/2012","43","PM2.5","Redwood City","06-081-1001","AQS","3","22","43","15"
"08/24/2012","55","PM2.5","Redwood City","06-081-1001","AQS","5","25","55","14"
"08/25/2012","41","PM2.5","Redwood City","06-081-1001","AQS","3","26","41","13"
"08/26/2012","30","Ozone","Redwood City","06-081-1001","AQS","3","30","21","8"
"08/27/2012","21","Ozone","Redwood City","06-081-1001","AQS","5","21","18","13"
"08/28/2012","20","PM2.5","Redwood City","06-081-1001","AQS","7","19","20","15"
"08/29/2012","35","PM2.5","Redwood City","06-081-1001","AQS","7","31","35","20"
"08/30/2012","34","PM2.5","Redwood City","06-081-1001","AQS","7","23","34","23"
"08/31/2012","31","PM2.5","Redwood City","06-081-1001","AQS",".","27","31","5"
"09/01/2012","32","PM2.5","Redwood City","06-081-1001","AQS","5","26","32","16"
"09/02/2012","56","PM2.5","Redwood City","06-081-1001","AQS","5","32","56","17"
"09/03/2012","48","PM2.5","Redwood City","06-081-1001","AQS","6","31","48","16"
"09/04/2012","30","PM2.5","Redwood City","06-081-1001","AQS","5","19","30","16"
"09/05/2012","52","PM2.5","Redwood City","06-081-1001","AQS","5","22","52","14"
"09/06/2012","50","PM2.5","Redwood City","06-081-1001","AQS","5","28","50","17"
"09/07/2012","37","PM2.5","Redwood City","06-081-1001","AQS","6","27","37","24"
"09/08/2012","31","PM2.5","Redwood City","06-081-1001","AQS","5","28","31","13"
"09/09/2012","28","PM2.5","Redwood City","06-081-1001","AQS","3","28","28","11"
"09/10/2012","46","PM2.5","Redwood City","06-081-1001","AQS","6","28","46","19"
"09/11/2012","54","PM2.5","Redwood City","06-081-1001","AQS","7","22","54","17"
"09/12/2012","54","PM2.5","Redwood City","06-081-1001","AQS","5","24","54","20"
"09/13/2012","40","PM2.5","Redwood City","06-081-1001","AQS","6","22","40","24"
"09/14/2012","43","PM2.5","Redwood City","06-081-1001","AQS","5","28","43","18"
"09/15/2012","32","PM2.5","Redwood City","06-081-1001","AQS","6","27","32","19"
"09/16/2012","37","PM2.5","Redwood City","06-081-1001","AQS","6","31","37","21"
"09/17/2012","44","PM2.5","Redwood City","06-081-1001","AQS","5","29","44","15"
"09/18/2012","33","PM2.5","Redwood City","06-081-1001","AQS","5","26","33","16"
"09/19/2012","39","PM2.5","Redwood City","06-081-1001","AQS","7","29","39","24"
"09/20/2012","43","PM2.5","Redwood City","06-081-1001","AQS","7","25","43","21"
"09/21/2012","48","PM2.5","Redwood City","06-081-1001","AQS","7","19","48","24"
"09/22/2012","57","PM2.5","Redwood City","06-081-1001","AQS","7","27","57","22"
"09/23/2012","51","PM2.5","Redwood City","06-081-1001","AQS","7","30","51","16"
"09/24/2012","48","PM2.5","Redwood City","06-081-1001","AQS","7","22","48","18"
"09/25/2012","58","PM2.5","Redwood City","06-081-1001","AQS","6","19","58","18"
"09/26/2012","64","PM2.5","Redwood City","06-081-1001","AQS","6","19","64","20"
"09/27/2012","61","PM2.5","Redwood City","06-081-1001","AQS","7","22","61","21"
"09/28/2012","52","PM2.5","Redwood City","06-081-1001","AQS","6","30","52","25"
"09/29/2012","31","Ozone","Redwood City","06-081-1001","AQS","7","31",".","28"
"09/30/2012","33","PM2.5","Redwood City","06-081-1001","AQS","8","28","33","30"
"10/01/2012","38","NO2","Redwood City","06-081-1001","AQS","11","29",".","38"
"10/02/2012","52","PM2.5","Redwood City","06-081-1001","AQS","13","35","52","39"
"10/03/2012","58","PM2.5","Redwood City","06-081-1001","AQS","11","29","58","34"
"10/04/2012","54","PM2.5","Redwood City","06-081-1001","AQS",".",".","54","19"
"10/05/2012","43","PM2.5","Redwood City","06-081-1001","AQS","5","21","43","12"
"10/06/2012","30","PM2.5","Redwood City","06-081-1001","AQS","5","26","30","12"
"10/07/2012","30","PM2.5","Redwood City","06-081-1001","AQS","5","28","30","14"
"10/08/2012","33","PM2.5","Redwood City","06-081-1001","AQS","6","25","33","22"
"10/09/2012","37","PM2.5","Redwood City","06-081-1001","AQS","7","24","37","18"
"10/10/2012","42","PM2.5","Redwood City","06-081-1001","AQS","6","29","42","25"
"10/11/2012","31","PM2.5","Redwood City","06-081-1001","AQS","5","30","31","12"
"10/12/2012","23","Ozone","Redwood City","06-081-1001","AQS","3","23","13","15"
"10/13/2012","29","Ozone","Redwood City","06-081-1001","AQS","6","29","24","16"
"10/14/2012","29","PM2.5","Redwood City","06-081-1001","AQS","6","15","29","11"
"10/15/2012","30","PM2.5","Redwood City","06-081-1001","AQS","6","13","30","20"
"10/16/2012","30","PM2.5","Redwood City","06-081-1001","AQS","8","13","30","17"
"10/17/2012","39","NO2","Redwood City","06-081-1001","AQS","10","35","33","39"
"10/18/2012","40","PM2.5","Redwood City","06-081-1001","AQS","11","40","40","33"
"10/19/2012","22","PM2.5","Redwood City","06-081-1001","AQS","7","20","22","21"
"10/20/2012","31","Ozone","Redwood City","06-081-1001","AQS","6","31","25","12"
"10/21/2012","34","Ozone","Redwood City","06-081-1001","AQS","6","34","23","17"
"10/22/2012","17","PM2.5","Redwood City","06-081-1001","AQS",".",".","17","12"
"10/23/2012","29","Ozone","Redwood City","06-081-1001","AQS",".","29","23","25"
"10/24/2012","31","Ozone","Redwood City","06-081-1001","AQS","7","31","28","21"
"10/25/2012","29","PM2.5","Redwood City","06-081-1001","AQS","7","28","29","25"
"10/26/2012","41","PM2.5","Redwood City","06-081-1001","AQS","10","25","41","32"
"10/27/2012","41","PM2.5","Redwood City","06-081-1001","AQS","11","25","41","24"
"10/28/2012","37","PM2.5","Redwood City","06-081-1001","AQS","9","20","37","17"
"10/29/2012","49","PM2.5","Redwood City","06-081-1001","AQS","7","4","49","21"
"10/30/2012","49","PM2.5","Redwood City","06-081-1001","AQS","6","10","49","16"
"10/31/2012","22","PM2.5","Redwood City","06-081-1001","AQS","6","16","22","13"
"11/01/2012","36","PM2.5","Redwood City","06-081-1001","AQS","6","19","36","20"
"11/02/2012","53","PM2.5","Redwood City","06-081-1001","AQS","8","20","53","25"
"11/03/2012","52","PM2.5","Redwood City","06-081-1001","AQS","7","27","52","30"
"11/04/2012","54","PM2.5","Redwood City","06-081-1001","AQS","8","25","54","33"
"11/05/2012","57","PM2.5","Redwood City","06-081-1001","AQS","10","22","57","47"
"11/06/2012","68","PM2.5","Redwood City","06-081-1001","AQS",".","16","68","57"
"11/07/2012","60","PM2.5","Redwood City","06-081-1001","AQS","9","37","60","25"
"11/08/2012","38","PM2.5","Redwood City","06-081-1001","AQS","3","35","38","26"
"11/09/2012","30","Ozone","Redwood City","06-081-1001","AQS","5","30","28","29"
"11/10/2012","35","PM2.5","Redwood City","06-081-1001","AQS","5","29","35","23"
"11/11/2012","39","PM2.5","Redwood City","06-081-1001","AQS","6","28","39","30"
"11/12/2012","56","PM2.5","Redwood City","06-081-1001","AQS","8","21","56","36"
"11/13/2012","58","PM2.5","Redwood City","06-081-1001","AQS","8","20","58","37"
"11/14/2012","63","PM2.5","Redwood City","06-081-1001","AQS","9","19","63","37"
"11/15/2012","73","PM2.5","Redwood City","06-081-1001","AQS","13","23","73","42"
"11/16/2012","66","PM2.5","Redwood City","06-081-1001","AQS","8","19","66","34"
"11/17/2012","31","Ozone","Redwood City","06-081-1001","AQS","8","31","27","10"
"11/18/2012","38","PM2.5","Redwood City","06-081-1001","AQS","3","32","38","18"
"11/19/2012","37","PM2.5","Redwood City","06-081-1001","AQS","6","30","37","25"
"11/20/2012","37","PM2.5","Redwood City","06-081-1001","AQS","3","29","37","15"
"11/21/2012","37","PM2.5","Redwood City","06-081-1001","AQS","5","30","37","24"
"11/22/2012","53","PM2.5","Redwood City","06-081-1001","AQS","8","28","53","25"
"11/23/2012","58","PM2.5","Redwood City","06-081-1001","AQS","8","19","58","31"
"11/24/2012","60","PM2.5","Redwood City","06-081-1001","AQS","10","15","60","30"
"11/25/2012","56","PM2.5","Redwood City","06-081-1001","AQS","10","14","56","19"
"11/26/2012","67","PM2.5","Redwood City","06-081-1001","AQS","11","6","67","24"
"11/27/2012","57","PM2.5","Redwood City","06-081-1001","AQS","11","29","57","21"
"11/28/2012","28","Ozone","Redwood City","06-081-1001","AQS","6","28","26","25"
