"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25","NO2"
"01/25/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","18"
"01/26/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","17"
"01/27/2011","43","PM2.5","Truckee-Fire Station","06-057-1001","AQS","42","43","16"
"01/28/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","12"
"01/29/2011","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","5"
"01/30/2011","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","17","2"
"01/31/2011","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","11"
"02/01/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","4"
"02/02/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","35","8"
"02/03/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","16"
"02/04/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","7"
"02/05/2011","39","PM2.5","Truckee-Fire Station","06-057-1001","AQS","37","39","3"
"02/06/2011","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","1"
"02/07/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","13"
"02/08/2011","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","16","2"
"02/09/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","12"
"02/10/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","15"
"02/11/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","33","22"
"02/12/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","5"
"02/13/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","8"
"02/14/2011","41","Ozone","Truckee-Fire Station","06-057-1001","AQS","41","14","5"
"02/15/2011","41","Ozone","Truckee-Fire Station","06-057-1001","AQS","41","4","4"
"02/16/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","5"
"02/17/2011","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","10","3"
"02/18/2011","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","14"
"02/19/2011","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","7"
"02/20/2011","49","PM2.5","Truckee-Fire Station","06-057-1001","AQS","37","49","7"
"02/21/2011","40","PM2.5","Truckee-Fire Station","06-057-1001","AQS","34","40","6"
"02/22/2011","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","13"
"02/23/2011","39","Ozone","Truckee-Fire Station","06-057-1001","AQS","39",".","15"
"02/24/2011","38","Ozone","Truckee-Fire Station","06-057-1001","AQS","38",".","7"
"02/25/2011","35","Ozone","Truckee-Fire Station","06-057-1001","AQS","35","15","."
"02/26/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","35","7"
"02/27/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","9"
"02/28/2011","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43",".","7"
"03/01/2011","56","PM2.5","Truckee-Fire Station","06-057-1001","AQS","47","56","13"
"03/02/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","5"
"03/03/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","6"
"03/04/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","35","14"
"03/05/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","7"
"03/06/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","4"
"03/07/2011","37","Ozone","Truckee-Fire Station","06-057-1001","AQS","37","13","14"
"03/08/2011","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","11"
"03/09/2011","34","Ozone","Truckee-Fire Station","06-057-1001","AQS","34",".","8"
"03/10/2011","36","Ozone","Truckee-Fire Station","06-057-1001","AQS","36","29","5"
"03/11/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","10"
"03/12/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","4"
"03/13/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","20","2"
"03/14/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","8"
"03/15/2011","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42",".","5"
"03/16/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","16","11"
"03/17/2011","46","Ozone","Truckee-Fire Station","06-057-1001","AQS","46",".","10"
"03/18/2011","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","6"
"03/19/2011","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","8","2"
"03/20/2011","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45",".","7"
"03/21/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","6"
"03/22/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","23","7"
"03/23/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","4"
"03/24/2011","45","Ozone","Truckee-Fire Station","06-057-1001","AQS","45",".","4"
"03/25/2011","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","4","15"
"03/26/2011","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42",".","3"
"03/27/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","3"
"03/28/2011","34","Ozone","Truckee-Fire Station","06-057-1001","AQS","34","26","8"
"03/29/2011","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","14"
"03/30/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","8"
"03/31/2011","40","PM2.5","Truckee-Fire Station","06-057-1001","AQS","40","40","21"
"04/01/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","8"
"04/02/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","5"
"04/03/2011","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","22","2"
"04/04/2011","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47",".","8"
"04/05/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","15"
"04/06/2011","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47","21","10"
"04/07/2011","45","Ozone","Truckee-Fire Station","06-057-1001","AQS","45",".","9"
"04/08/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","12"
"04/09/2011","45","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","45","29","5"
"04/10/2011","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46",".","3"
"04/11/2011","47","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","47",".","5"
"04/12/2011","46","Ozone","Truckee-Fire Station","06-057-1001","AQS","46","33","6"
"04/13/2011","47","Ozone","Truckee-Fire Station","06-057-1001","AQS","47",".","5"
"04/14/2011","49","Ozone","Truckee-Fire Station","06-057-1001","AQS","49",".","10"
"04/15/2011","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","34","10"
"04/16/2011","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","6"
"04/17/2011","44","Ozone","Truckee-Fire Station","06-057-1001","AQS","44",".","2"
"04/18/2011","43","Ozone","Truckee-Fire Station","06-057-1001","AQS","43","12","3"
"04/19/2011","31","Ozone","Truckee-Fire Station","06-057-1001","AQS","31",".","8"
"04/20/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","6"
"04/21/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","10","4"
"04/22/2011","35","Ozone","Truckee-Fire Station","06-057-1001","AQS","35","14","5"
"04/23/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","7"
"04/24/2011","34","Ozone","Truckee-Fire Station","06-057-1001","AQS","34","10","2"
"04/25/2011","41","Ozone","Truckee-Fire Station","06-057-1001","AQS","41",".","3"
"04/26/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","10"
"04/27/2011","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","16","15"
"04/28/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","19","4"
"04/29/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","7"
"04/30/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","10","3"
"05/01/2011","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46",".","1"
"05/02/2011","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74",".","5"
"05/03/2011","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","19","8"
"05/04/2011","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58",".","12"
"05/05/2011","136","Ozone","White Cloud","06-057-0007","AQS","136",".","8"
"05/06/2011","101","Ozone","White Cloud","06-057-0007","AQS","101","31","8"
"05/07/2011","67","Ozone","White Cloud","06-057-0007","AQS","67",".","5"
"05/08/2011","44","Ozone","White Cloud","06-057-0007","AQS","44",".","2"
"05/09/2011","41","Ozone","White Cloud","06-057-0007","AQS","41","15","7"
"05/10/2011","41","Ozone","White Cloud","06-057-0007","AQS","41","4","9"
"05/11/2011","50","Ozone","White Cloud","06-057-0007","AQS","50",".","8"
"05/12/2011","47","Ozone","White Cloud","06-057-0007","AQS","47","20","6"
"05/13/2011","80","Ozone","White Cloud","06-057-0007","AQS","80",".","7"
"05/14/2011","84","Ozone","White Cloud","06-057-0007","AQS","84",".","3"
"05/15/2011","43","Ozone","White Cloud","06-057-0007","AQS","43","10","2"
"05/16/2011","44","Ozone","White Cloud","06-057-0007","AQS","44",".","3"
"05/17/2011","41","Ozone","White Cloud","06-057-0007","AQS","41",".","2"
"05/18/2011","38","Ozone","White Cloud","06-057-0007","AQS","38",".","11"
"05/19/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","8"
"05/20/2011","48","Ozone","White Cloud","06-057-0007","AQS","48",".","14"
"05/21/2011","61","Ozone","White Cloud","06-057-0007","AQS","61","33","4"
"05/22/2011","51","Ozone","White Cloud","06-057-0007","AQS","51",".","3"
"05/23/2011","45","Ozone","White Cloud","06-057-0007","AQS","45",".","10"
"05/24/2011","64","Ozone","White Cloud","06-057-0007","AQS","64","26","8"
"05/25/2011","51","Ozone","White Cloud","06-057-0007","AQS","51","22","5"
"05/26/2011","48","Ozone","White Cloud","06-057-0007","AQS","48",".","7"
"05/27/2011","46","Ozone","White Cloud","06-057-0007","AQS","46","18","5"
"05/28/2011","43","Ozone","White Cloud","06-057-0007","AQS","43",".","4"
"05/29/2011","40","Ozone","White Cloud","06-057-0007","AQS","40",".","4"
"05/30/2011","43","Ozone","White Cloud","06-057-0007","AQS","43","19","3"
"05/31/2011","41","Ozone","White Cloud","06-057-0007","AQS","41",".","4"
"06/01/2011","41","Ozone","White Cloud","06-057-0007","AQS","41",".","5"
"06/02/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","11","5"
"06/03/2011","50","Ozone","White Cloud","06-057-0007","AQS","50",".","11"
"06/04/2011","50","Ozone","White Cloud","06-057-0007","AQS","50",".","6"
"06/05/2011","31","Ozone","White Cloud","06-057-0007","AQS","31","4","3"
"06/06/2011","36","Ozone","White Cloud","06-057-0007","AQS","36",".","3"
"06/07/2011","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","8"
"06/08/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","23","16"
"06/09/2011","51","Ozone","White Cloud","06-057-0007","AQS","51",".","11"
"06/10/2011","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67",".","9"
"06/11/2011","58","Ozone","White Cloud","06-057-0007","AQS","58","24","4"
"06/12/2011","77","Ozone","White Cloud","06-057-0007","AQS","77",".","2"
"06/13/2011","37","Ozone","White Cloud","06-057-0007","AQS","37",".","21"
"06/14/2011","74","Ozone","White Cloud","06-057-0007","AQS","74","24","11"
"06/15/2011","74","Ozone","White Cloud","06-057-0007","AQS","74",".","21"
"06/16/2011","61","Ozone","White Cloud","06-057-0007","AQS","61",".","11"
"06/17/2011","80","Ozone","White Cloud","06-057-0007","AQS","80","20","15"
"06/18/2011","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74",".","3"
"06/19/2011","48","Ozone","White Cloud","06-057-0007","AQS","48",".","1"
"06/20/2011","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","16","9"
"06/21/2011","97","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","97",".","7"
"06/22/2011","119","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","119",".","9"
"06/23/2011","80","Ozone","White Cloud","06-057-0007","AQS","80","20","4"
"06/24/2011","108","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","108",".","6"
"06/25/2011","112","Ozone","White Cloud","06-057-0007","AQS","112",".","5"
"06/26/2011","100","Ozone","White Cloud","06-057-0007","AQS","100","31","3"
"06/27/2011","80","Ozone","White Cloud","06-057-0007","AQS","80",".","7"
"06/28/2011","25","Ozone","White Cloud","06-057-0007","AQS","25",".","5"
"06/29/2011","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30","10","4"
"06/30/2011","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","6"
"07/01/2011","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61",".","."
"07/02/2011","93","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","93","20","."
"07/03/2011","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64",".","."
"07/04/2011","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61",".","."
"07/05/2011","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80","34","."
"07/06/2011","112","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","112",".","."
"07/07/2011","61","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","61",".","."
"07/08/2011","101","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","101","24","."
"07/09/2011","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64",".","."
"07/10/2011","71","Ozone","White Cloud","06-057-0007","AQS","71",".","."
"07/11/2011","71","Ozone","White Cloud","06-057-0007","AQS","71","17","."
"07/12/2011","45","Ozone","White Cloud","06-057-0007","AQS","45",".","."
"07/13/2011","37","Ozone","White Cloud","06-057-0007","AQS","37",".","."
"07/14/2011","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","25","."
"07/15/2011","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46",".","."
"07/16/2011","43","Ozone","White Cloud","06-057-0007","AQS","43",".","."
"07/17/2011","39","Ozone","White Cloud","06-057-0007","AQS","39","18","."
"07/18/2011","42","Ozone","White Cloud","06-057-0007","AQS","42",".","."
"07/19/2011","35","Ozone","White Cloud","06-057-0007","AQS","35",".","."
"07/20/2011","58","Ozone","White Cloud","06-057-0007","AQS","58","18","."
"07/21/2011","90","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","90",".","."
"07/22/2011","90","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","90",".","."
"07/23/2011","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80","31","."
"07/24/2011","71","Ozone","White Cloud","06-057-0007","AQS","71",".","."
"07/25/2011","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71",".","."
"07/26/2011","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","20","."
"07/27/2011","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67",".","."
"07/28/2011","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67",".","."
"07/29/2011","101","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","101","38","."
"07/30/2011","77","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","77",".","."
"07/31/2011","84","Ozone","White Cloud","06-057-0007","AQS","84",".","."
"08/01/2011","90","Ozone","White Cloud","06-057-0007","AQS","90","40","."
"08/02/2011","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80",".","."
"08/03/2011","90","Ozone","White Cloud","06-057-0007","AQS","90",".","."
"08/04/2011","90","Ozone","White Cloud","06-057-0007","AQS","90","28","."
"08/05/2011","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71",".","."
"08/06/2011","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67",".","."
"08/07/2011","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64","25","."
"08/08/2011","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80",".","."
"08/09/2011","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80",".","."
"08/10/2011","119","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","119","17","."
"08/11/2011","126","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","126",".","."
"08/12/2011","90","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","90",".","."
"08/13/2011","100","Ozone","White Cloud","06-057-0007","AQS","100","24","."
"08/14/2011","64","Ozone","White Cloud","06-057-0007","AQS","64",".","."
"08/15/2011","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54",".","."
"08/16/2011","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54","23","."
"08/17/2011","77","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","77",".","."
"08/18/2011","77","Ozone","White Cloud","06-057-0007","AQS","77",".","."
"08/19/2011","105","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","105","25","."
"08/20/2011","58","Ozone","White Cloud","06-057-0007","AQS","58","15","."
"08/21/2011","58","Ozone","White Cloud","06-057-0007","AQS","58",".","."
"08/22/2011","64","Ozone","White Cloud","06-057-0007","AQS","64","21","."
"08/23/2011","100","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","100",".","."
"08/24/2011","154","Ozone","White Cloud","06-057-0007","AQS","154",".","."
"08/25/2011","115","Ozone","White Cloud","06-057-0007","AQS","115","33","."
"08/26/2011","119","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","119",".","."
"08/27/2011","105","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","105",".","."
"08/28/2011","77","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","77",".","."
"08/29/2011","108","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","108",".","."
"08/30/2011","93","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","93",".","."
"08/31/2011","126","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","126","28","."
"09/01/2011","93","Ozone","White Cloud","06-057-0007","AQS","93",".","."
"09/02/2011","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80",".","."
"09/03/2011","105","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","105","31","."
"09/04/2011","108","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","108",".","."
"09/05/2011","105","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","105",".","."
"09/06/2011","51","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","51","14","."
"09/07/2011","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54",".","."
"09/08/2011","77","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","77",".","."
"09/09/2011","80","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","80","54","."
"09/10/2011","101","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","101",".","."
"09/11/2011","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74",".","."
"09/12/2011","67","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","67","38","."
"09/13/2011","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74","25","."
"09/14/2011","100","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","100",".","."
"09/15/2011","74","Ozone","White Cloud","06-057-0007","AQS","74","34","."
"09/16/2011","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54",".","."
"09/17/2011","54","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","54",".","."
"09/18/2011","71","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","71","25","."
"09/19/2011","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64",".","."
"09/20/2011","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46",".","."
"09/21/2011","58","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","58","20","."
"09/22/2011","64","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","64",".","."
"09/23/2011","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74",".","."
"09/24/2011","74","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","74","22","."
"09/25/2011","35","Ozone","White Cloud","06-057-0007","AQS","35",".","."
"09/26/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","."
"09/27/2011","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50","21","."
"09/28/2011","87","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","87",".","."
"09/29/2011","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50",".","."
"09/30/2011","97","Ozone","White Cloud","06-057-0007","AQS","97","37","."
"10/01/2011","44","Ozone","White Cloud","06-057-0007","AQS","44",".","."
"10/02/2011","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","."
"10/03/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","31","."
"10/04/2011","37","Ozone","White Cloud","06-057-0007","AQS","37",".","."
"10/05/2011","33","Ozone","White Cloud","06-057-0007","AQS","33",".","."
"10/06/2011","30","Ozone","White Cloud","06-057-0007","AQS","30","13","."
"10/07/2011","26","Ozone","White Cloud","06-057-0007","AQS","26",".","."
"10/08/2011","31","Ozone","White Cloud","06-057-0007","AQS","31",".","."
"10/09/2011","41","Ozone","White Cloud","06-057-0007","AQS","41","16","."
"10/10/2011","40","Ozone","White Cloud","06-057-0007","AQS","40",".","."
"10/11/2011","38","Ozone","White Cloud","06-057-0007","AQS","38",".","."
"10/12/2011","44","Ozone","White Cloud","06-057-0007","AQS","44","27","."
"10/13/2011","43","Ozone","White Cloud","06-057-0007","AQS","43",".","."
"10/14/2011","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43",".","."
"10/15/2011","50","Ozone","White Cloud","06-057-0007","AQS","50","19","."
"10/16/2011","50","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","50",".","."
"10/17/2011","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41",".","."
"10/18/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","30","."
"10/19/2011","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","."
"10/20/2011","37","Ozone","White Cloud","06-057-0007","AQS","37",".","."
"10/21/2011","55","PM2.5","Truckee-Fire Station","06-057-1001","AQS","38","55","."
"10/22/2011","42","Ozone","White Cloud","06-057-0007","AQS","42",".","."
"10/23/2011","42","Ozone","White Cloud","06-057-0007","AQS","42",".","."
"10/24/2011","49","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","49","38","."
"10/25/2011","42","Ozone","White Cloud","06-057-0007","AQS","42",".","."
"10/26/2011","38","Ozone","White Cloud","06-057-0007","AQS","38",".","."
"10/27/2011","62","PM2.5","Truckee-Fire Station","06-057-1001","AQS","44","62","."
"10/28/2011","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46",".","."
"10/29/2011","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43",".","."
"10/30/2011","48","PM2.5","Truckee-Fire Station","06-057-1001","AQS","42","48","."
"10/31/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","32","."
"11/01/2011","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","37","."
"11/02/2011","48","PM2.5","Truckee-Fire Station","06-057-1001","AQS","48","48","."
"11/03/2011","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","."
"11/04/2011","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","."
"11/05/2011","33","PM2.5","Truckee-Fire Station","06-057-1001","AQS","31","33","."
"11/06/2011","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29",".","."
"11/07/2011","28","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","28",".","."
"11/08/2011","35","PM2.5","Truckee-Fire Station","06-057-1001","AQS","31","35","."
"11/09/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","."
"11/10/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","."
"11/11/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","."
"11/12/2011","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","."
"11/13/2011","25","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","25",".","."
"11/14/2011","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","22","."
