"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"11/20/2011","35","Ozone","Hayward","06-001-2001","AQS","7","35","0","15","15"
"11/21/2011","44","PM2.5","Oakland West","06-001-0011","AQS","6","29","0","44","34"
"11/22/2011","34","PM2.5","Livermore","06-001-0007","AQS","13","34","1","34","34"
"11/23/2011","49","PM2.5","Livermore","06-001-0007","AQS","6","36","1","49","33"
"11/24/2011","31","Ozone","Hayward","06-001-2001","AQS","6","31","0","28","26"
"11/25/2011","32","PM2.5","Oakland","06-001-0009","AQS","7","31","1","32","23"
"11/26/2011","49","PM2.5","Oakland","06-001-0009","AQS","9","27","1","49","22"
"11/27/2011","77","PM2.5","Oakland","06-001-0009","AQS","15","17","1","77","23"
"11/28/2011","81","PM2.5","Oakland","06-001-0009","AQS","22","15","3","81","32"
"11/29/2011","82","PM2.5","Oakland","06-001-0009","AQS","23","16","4","82","34"
"11/30/2011","50","PM2.5","Oakland","06-001-0009","AQS","11","34","1","50","25"
"12/01/2011","31","Ozone","Livermore","06-001-0007","AQS","5","31","1","22","29"
"12/02/2011","42","NO2","Oakland","06-001-0009","AQS","9","31","19","33","42"
"12/03/2011","37","NO2","Oakland West","06-001-0011","AQS","10","31","1","24","37"
"12/04/2011","43","PM2.5","Oakland","06-001-0009","AQS","14","24","4","43","33"
"12/05/2011","55","PM2.5","Livermore","06-001-0007","AQS","13","29","1","55","41"
"12/06/2011","82","PM2.5","Livermore","06-001-0007","AQS","17","20","26","82","46"
"12/07/2011","86","PM2.5","Oakland","06-001-0009","AQS","20","21","10","86","47"
"12/08/2011","87","PM2.5","Oakland","06-001-0009","AQS","20","19","3","87","45"
"12/09/2011","91","PM2.5","Livermore","06-001-0007","AQS","26","27","3","91","60"
"12/10/2011","111","PM2.5","Livermore","06-001-0007","AQS","25","20","4","111","48"
"12/11/2011","79","PM2.5","Oakland","06-001-0009","AQS","11","31","1","79","30"
"12/12/2011","63","PM2.5","Livermore","06-001-0007","AQS","11","19","1","63","32"
"12/13/2011","74","PM2.5","Oakland","06-001-0009","AQS","18","18","13","74","33"
"12/14/2011","66","PM2.5","Oakland","06-001-0009","AQS","13","15","4","66","38"
"12/15/2011","56","PM2.5","Livermore","06-001-0007","AQS","17","23","1","56","36"
"12/16/2011","52","PM2.5","Oakland","06-001-0009","AQS","19","24","17","52","41"
"12/17/2011","92","PM2.5","Oakland West","06-001-0011","AQS","27","17","3","92","38"
"12/18/2011","60","PM2.5","Oakland","06-001-0009","AQS","31","20","3","60","33"
"12/19/2011","54","PM2.5","Oakland","06-001-0009","AQS","13","25","1","54","35"
"12/20/2011","62","PM2.5","Livermore","06-001-0007","AQS","18","23","3","62","44"
"12/21/2011","74","PM2.5","Oakland West","06-001-0011","AQS","23","31","27","74","38"
"12/22/2011","34","NO2","Oakland West","06-001-0011","AQS","10","28","1","32","34"
"12/23/2011","56","PM2.5","Oakland","06-001-0009","AQS","19","16","6","56","41"
"12/24/2011","99","PM2.5","Livermore","06-001-0007","AQS","30","18","4","99","42"
"12/25/2011","135","PM2.5","Oakland","06-001-0009","AQS","22","16","4","135","42"
"12/26/2011","113","PM2.5","Oakland","06-001-0009","AQS","25","20","1","113","35"
"12/27/2011","67","PM2.5","Oakland","06-001-0009","AQS","22","24","3","67","39"
"12/28/2011","59","PM2.5","Oakland","06-001-0009","AQS","25","14","6","59","39"
"12/29/2011","65","PM2.5","Oakland","06-001-0009","AQS","18","6","4","65","42"
"12/30/2011","31","PM2.5","Oakland","06-001-0009","AQS","9","14","4","31","27"
"12/31/2011","43","PM2.5","Oakland","06-001-0009","AQS","7","24","1","43","31"
