"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"05/15/2011","5","PM2.5","Trinity","06-105-9000","AQS","5","5"
"05/18/2011","3","PM2.5","Trinity","06-105-9000","AQS",".","3"
"05/21/2011","12","PM2.5","Trinity","06-105-9000","AQS","6","12"
"05/24/2011","16","PM2.5","Trinity","06-105-9000","AQS",".","16"
"05/27/2011","10","PM2.5","Trinity","06-105-9000","AQS","6","10"
"05/30/2011","14","PM2.5","Trinity","06-105-9000","AQS",".","14"
"06/02/2011","6","PM10","Weaverville-Courthouse","06-105-0002","AQS","6","4"
"06/05/2011","5","PM2.5","Trinity","06-105-9000","AQS",".","5"
"06/08/2011","12","PM2.5","Trinity","06-105-9000","AQS","6","12"
"06/11/2011","13","PM2.5","Trinity","06-105-9000","AQS",".","13"
"06/14/2011","7","PM2.5","Trinity","06-105-9000","AQS","6","7"
"06/17/2011","9","PM2.5","Trinity","06-105-9000","AQS",".","9"
"06/20/2011","11","PM10","Weaverville-Courthouse","06-105-0002","AQS","11","7"
"06/23/2011","7","PM2.5","Trinity","06-105-9000","AQS",".","7"
"06/26/2011","10","PM2.5","Trinity","06-105-9000","AQS",".","10"
"07/02/2011","16","PM2.5","Trinity","06-105-9000","AQS",".","16"
"07/05/2011","18","PM2.5","Trinity","06-105-9000","AQS",".","18"
"07/08/2011","15","PM2.5","Trinity","06-105-9000","AQS","10","15"
"07/11/2011","15","PM2.5","Trinity","06-105-9000","AQS",".","15"
"07/14/2011","10","PM2.5","Trinity","06-105-9000","AQS","7","10"
"07/17/2011","8","PM2.5","Trinity","06-105-9000","AQS",".","8"
"07/20/2011","5","PM2.5","Trinity","06-105-9000","AQS","5","5"
"07/23/2011","13","PM2.5","Trinity","06-105-9000","AQS",".","13"
"07/26/2011","8","PM2.5","Trinity","06-105-9000","AQS","7","8"
"07/29/2011","23","PM2.5","Trinity","06-105-9000","AQS",".","23"
"08/01/2011","25","PM2.5","Trinity","06-105-9000","AQS",".","25"
"08/04/2011","16","PM2.5","Trinity","06-105-9000","AQS",".","16"
"08/07/2011","25","PM2.5","Trinity","06-105-9000","AQS",".","25"
"08/10/2011","15","PM2.5","Trinity","06-105-9000","AQS",".","15"
"08/13/2011","10","PM2.5","Trinity","06-105-9000","AQS","6","10"
"08/16/2011","11","PM2.5","Trinity","06-105-9000","AQS",".","11"
"08/19/2011","19","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","10","19"
"08/20/2011","26","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","26"
"08/21/2011","19","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","19"
"08/22/2011","18","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","18"
"08/23/2011","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","20"
"08/24/2011","19","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","19"
"08/25/2011","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","11","20"
"08/26/2011","18","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","18"
"08/27/2011","18","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","18"
"08/28/2011","18","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","18"
"08/29/2011","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","22"
"08/30/2011","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","21"
"08/31/2011","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","9","21"
"09/01/2011","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","20"
"09/02/2011","24","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","24"
"09/03/2011","26","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","26"
"09/04/2011","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","28"
"09/05/2011","26","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","26"
"09/06/2011","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","13","21"
"09/07/2011","19","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","19"
"09/08/2011","29","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","29"
"09/09/2011","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","47"
"09/10/2011","56","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","56"
"09/11/2011","54","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","54"
"09/12/2011","50","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","19","50"
"09/13/2011","46","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","46"
"09/14/2011","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","47"
"09/15/2011","42","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","42"
"09/16/2011","26","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","26"
"09/17/2011","13","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","13"
"09/18/2011","12","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","12"
"09/19/2011","13","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","13"
"09/20/2011","15","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","15"
"09/21/2011","18","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","18"
"09/22/2011","25","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","25"
"09/23/2011","25","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","25"
"09/24/2011","71","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","71"
"09/25/2011","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","45"
"09/26/2011","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","23"
"09/27/2011","12","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","12"
"09/28/2011","11","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","11"
"09/29/2011","15","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","15"
"09/30/2011","26","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","17","26"
"10/01/2011","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","22"
"10/02/2011","27","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","27"
"10/03/2011","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","23"
"10/04/2011","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","28"
"10/05/2011","16","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","16"
"10/06/2011","41","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","9","41"
"10/07/2011","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","39"
"10/08/2011","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","43"
"10/09/2011","27","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","27"
"10/10/2011","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","39"
"10/11/2011","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","43"
"10/12/2011","57","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","57"
"10/13/2011","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","16","66"
"10/14/2011","59","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","59"
"10/15/2011","52","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","52"
"10/16/2011","51","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","51"
"10/17/2011","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","43"
"10/18/2011","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","12","43"
"10/19/2011","44","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","44"
"10/20/2011","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","45"
"10/21/2011","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","40"
"10/22/2011","34","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","34"
"10/23/2011","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","43"
"10/24/2011","54","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","54"
"10/25/2011","65","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","65"
"10/26/2011","75","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","75"
"10/27/2011","85","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","85"
"10/28/2011","92","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","92"
"10/29/2011","79","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","79"
"10/30/2011","81","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","81"
"10/31/2011","59","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","59"
"11/01/2011","68","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","19","68"
"11/02/2011","149","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","149"
"11/03/2011","80","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","80"
"11/04/2011","95","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","95"
"11/05/2011","119","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","31","119"
"11/06/2011","94","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","94"
"11/07/2011","76","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","76"
"11/08/2011","110","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","110"
"11/09/2011","151","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","151"
"11/10/2011","133","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","133"
"11/11/2011","135","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","37","135"
"11/12/2011","93","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","93"
"11/13/2011","89","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","89"
"11/14/2011","127","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","127"
"11/15/2011","108","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","108"
"11/16/2011","119","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","119"
"11/17/2011","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","58"
"11/18/2011","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","10","58"
"11/19/2011","68","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","68"
"11/20/2011","64","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","64"
"11/21/2011","79","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","79"
"11/22/2011","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","72"
"11/23/2011","57","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","9","57"
"11/24/2011","52","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","52"
"11/25/2011","76","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","76"
"11/26/2011","79","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","79"
"11/27/2011","78","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","78"
"11/28/2011","87","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","87"
"11/29/2011","78","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","19","78"
"11/30/2011","105","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","105"
"12/01/2011","120","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","120"
"12/02/2011","129","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","129"
"12/03/2011","112","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","112"
"12/04/2011","118","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","118"
"12/05/2011","124","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","36","124"
"12/06/2011","113","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","113"
"12/07/2011","104","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","104"
"12/08/2011","129","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","129"
"12/09/2011","115","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","115"
"12/10/2011","117","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","117"
"12/11/2011","112","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30","112"
"12/12/2011","127","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","127"
"12/13/2011","130","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","130"
"12/14/2011","127","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","127"
"12/15/2011","136","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","136"
"12/16/2011","96","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","96"
"12/17/2011","113","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28","113"
"12/18/2011","113","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","113"
"12/19/2011","96","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","96"
"12/20/2011","97","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","97"
"12/21/2011","112","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","112"
"12/22/2011","106","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","106"
"12/23/2011","91","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","26","91"
"12/24/2011","91","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","91"
"12/25/2011","104","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","104"
"12/26/2011","117","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","117"
"12/27/2011","112","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","112"
"12/28/2011","158","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","158"
"12/29/2011","77","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","17","77"
"12/30/2011","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","66"
"12/31/2011","85","PM2.5","Weaverville-Courthouse","06-105-0002","AQS",".","85"
