"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"07/26/2011","17","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","17"
"07/29/2011","39","PM2.5","Quincy-N Church Street","06-063-1006","AQS","39"
"08/01/2011","42","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","42"
"08/04/2011","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"08/07/2011","25","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","25"
"08/10/2011","14","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","14"
"08/13/2011","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"08/16/2011","21","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","21"
"08/19/2011","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"08/22/2011","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"08/25/2011","25","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","25"
"08/28/2011","26","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","26"
"08/31/2011","25","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","25"
"09/03/2011","27","PM2.5","Quincy-N Church Street","06-063-1006","AQS","27"
"09/06/2011","21","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","21"
"09/09/2011","51","PM2.5","Quincy-N Church Street","06-063-1006","AQS","51"
"09/12/2011","53","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","53"
"09/15/2011","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"09/18/2011","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"09/21/2011","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"09/24/2011","25","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","25"
"09/27/2011","17","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","17"
"09/30/2011","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"10/03/2011","33","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","33"
"10/06/2011","50","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","50"
"10/09/2011","52","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","52"
"10/12/2011","50","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","50"
"10/15/2011","44","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","44"
"10/18/2011","46","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","46"
"10/21/2011","54","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","54"
"10/24/2011","66","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","66"
"10/27/2011","63","PM2.5","Quincy-N Church Street","06-063-1006","AQS","63"
"10/30/2011","68","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","68"
"11/02/2011","79","PM2.5","Quincy-N Church Street","06-063-1006","AQS","79"
"11/05/2011","88","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","88"
"11/08/2011","129","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","129"
"11/11/2011","107","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","107"
"11/14/2011","83","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","83"
"11/17/2011","87","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","87"
"11/20/2011","66","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","66"
"11/23/2011","75","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","75"
"11/26/2011","94","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","94"
"11/29/2011","99","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","99"
"12/02/2011","67","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","67"
"12/05/2011","87","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","87"
"12/08/2011","95","PM2.5","Quincy-N Church Street","06-063-1006","AQS","95"
"12/11/2011","97","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","97"
"12/14/2011","88","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","88"
"12/17/2011","82","PM2.5","Quincy-N Church Street","06-063-1006","AQS","82"
"12/20/2011","112","PM2.5","Quincy-N Church Street","06-063-1006","AQS","112"
"12/23/2011","94","PM2.5","Quincy-N Church Street","06-063-1006","AQS","94"
"12/26/2011","106","PM2.5","Quincy-N Church Street","06-063-1006","AQS","106"
"12/29/2011","95","PM2.5","Portola-161 Nevada Street","06-063-1009","AQS","95"
