"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"12/02/2011","43","NO2","Redwood City","06-081-1001","AQS","16","31","34","43"
"12/03/2011","31","Ozone","Redwood City","06-081-1001","AQS","16","31","17","28"
"12/04/2011","47","PM2.5","Redwood City","06-081-1001","AQS","10","18","47","27"
"12/05/2011","46","PM2.5","Redwood City","06-081-1001","AQS","11","25","46","42"
"12/06/2011","43","NO2","Redwood City","06-081-1001","AQS","16","12",".","43"
"12/07/2011","42","NO2","Redwood City","06-081-1001","AQS","16","11",".","42"
"12/08/2011","82","PM2.5","Redwood City","06-081-1001","AQS","14","9","82","42"
"12/09/2011","82","PM2.5","Redwood City","06-081-1001","AQS","17","8","82","42"
"12/10/2011","90","PM2.5","Redwood City","06-081-1001","AQS","16","10","90","33"
"12/11/2011","67","PM2.5","Redwood City","06-081-1001","AQS","15","27","67","27"
"12/12/2011","66","PM2.5","Redwood City","06-081-1001","AQS","13","15","66","27"
"12/13/2011","74","PM2.5","Redwood City","06-081-1001","AQS","14","10","74","30"
"12/14/2011","62","PM2.5","Redwood City","06-081-1001","AQS","19","14","62","37"
"12/15/2011","56","PM2.5","Redwood City","06-081-1001","AQS","11","16","56","26"
"12/16/2011","50","PM2.5","Redwood City","06-081-1001","AQS","14","17","50","30"
"12/17/2011","66","PM2.5","Redwood City","06-081-1001","AQS","11","10","66","32"
"12/18/2011","55","PM2.5","Redwood City","06-081-1001","AQS","10","19","55","26"
"12/19/2011","54","PM2.5","Redwood City","06-081-1001","AQS","10","16","54","32"
"12/20/2011","56","PM2.5","Redwood City","06-081-1001","AQS",".","15","56","39"
"12/21/2011","59","PM2.5","Redwood City","06-081-1001","AQS",".",".","59","."
"12/22/2011","33","PM2.5","Redwood City","06-081-1001","AQS","10",".","33","33"
"12/23/2011","58","PM2.5","Redwood City","06-081-1001","AQS","14","8","58","34"
"12/24/2011","76","PM2.5","Redwood City","06-081-1001","AQS","15","14","76","33"
"12/25/2011","111","PM2.5","Redwood City","06-081-1001","AQS","14","10","111","32"
"12/26/2011","85","PM2.5","Redwood City","06-081-1001","AQS","14","9","85","26"
"12/27/2011","66","PM2.5","Redwood City","06-081-1001","AQS","13","11","66","29"
"12/28/2011","59","PM2.5","Redwood City","06-081-1001","AQS","15","9","59","33"
"12/29/2011","55","PM2.5","Redwood City","06-081-1001","AQS","15","13","55","25"
"12/30/2011","25","PM2.5","Redwood City","06-081-1001","AQS","7","13","25","21"
"12/31/2011","59","PM2.5","Redwood City","06-081-1001","AQS","11","22","59","26"
