"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"10/27/2013","112","Ozone","Red Hills","06-079-8005","AQS","112","3","31","53","12"
"10/28/2013","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","32","3","19","43","10"
"10/29/2013","50","PM10","Paso Robles","06-079-0005","AQS","32","3","50","48","14"
"10/30/2013","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","3","41","54","21"
"10/31/2013","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","1","35","58","28"
"11/01/2013","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","61","0","42","61","31"
"11/02/2013","52","PM2.5","Mesa2","06-079-2004","AQS","51","0","27","52","23"
"11/03/2013","71","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","1","61","71","11"
"11/04/2013","64","PM10","Paso Robles","06-079-0005","AQS","35","0","64","61","23"
"11/05/2013","51","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","0","47","51","29"
"11/06/2013","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","43","54","35"
"11/07/2013","49","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","3","41","49","35"
"11/08/2013","71","Ozone","Red Hills","06-079-8005","AQS","71","0","45","54","37"
"11/09/2013","77","Ozone","Red Hills","06-079-8005","AQS","77","1","40","55","21"
"11/10/2013","71","Ozone","Red Hills","06-079-8005","AQS","71","0","27","58","16"
"11/11/2013","80","Ozone","Red Hills","06-079-8005","AQS","80","1","25","55","19"
"11/12/2013","61","Ozone","Red Hills","06-079-8005","AQS","61","0","40","54","40"
"11/13/2013","62","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","1","52","62","34"
"11/14/2013","67","Ozone","Red Hills","06-079-8005","AQS","67","1","51","62","22"
"11/15/2013","75","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","62","75","25"
"11/16/2013","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","31","56","15"
"11/17/2013","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","20","48","21"
"11/18/2013","53","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","0","28","53","22"
"11/19/2013","42","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","24","42","20"
"11/20/2013","31","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","31","0","9","27","13"
"11/21/2013","45","PM10","Paso Robles","06-079-0005","AQS","29","0","45","33","10"
"11/22/2013","38","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","30","0","18","38","20"
"11/23/2013","51","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","0","22","51","23"
"11/24/2013","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","20","54","24"
"11/25/2013","57","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","0","30","57","31"
"11/26/2013","76","PM2.5","Atascadero (original site)","06-079-8001","AQS","41","0","44","76","33"
"11/27/2013","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","31","61","30"
"11/28/2013","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","31","59","23"
"11/29/2013","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","38","58","27"
"11/30/2013","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","1","44","58","26"
"12/01/2013","68","PM2.5","Atascadero (original site)","06-079-8001","AQS","48","1","31","68","27"
"12/02/2013","60","PM2.5","Atascadero (original site)","06-079-8001","AQS","44","0","57","60","31"
"12/03/2013","57","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","56","57","17"
"12/04/2013","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","37","58","25"
"12/05/2013","55","PM2.5","Atascadero (original site)","06-079-8001","AQS","34","0","24","55","25"
"12/06/2013","60","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","41","60","31"
"12/07/2013","40","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","0","19","40","20"
"12/08/2013","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","0","13","43","13"
"12/09/2013","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","33","0","23","61","28"
"12/10/2013","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","31","0","29","59","30"
"12/11/2013","63","PM2.5","Atascadero (original site)","06-079-8001","AQS","33","0","27","63","33"
"12/12/2013","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","0","28","61","36"
"12/13/2013","69","PM2.5","Atascadero (original site)","06-079-8001","AQS","39","0","31","69","33"
"12/14/2013","95","PM2.5","Atascadero (original site)","06-079-8001","AQS","43","0","41","95","34"
"12/15/2013","94","PM2.5","Atascadero (original site)","06-079-8001","AQS","45","4","41","94","29"
"12/16/2013","73","PM2.5","Atascadero (original site)","06-079-8001","AQS","47","1","67","73","40"
"12/17/2013","59","PM2.5","San Luis Obispo","06-079-2006","AQS","43","1","49","59","32"
"12/18/2013","72","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","31","72","22"
"12/19/2013","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","36","54","21"
"12/20/2013","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","29","52","23"
"12/21/2013","66","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","1","37","66","20"
"12/22/2013","70","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","1","33","70","25"
"12/23/2013","63","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","1","33","63","20"
"12/24/2013","75","PM2.5","Atascadero (original site)","06-079-8001","AQS","48","0","38","75","21"
"12/25/2013","70","PM2.5","Atascadero (original site)","06-079-8001","AQS","49","1","33","70","31"
"12/26/2013","69","PM2.5","Atascadero (original site)","06-079-8001","AQS","48","0","42","69","26"
"12/27/2013","62","PM2.5","Atascadero (original site)","06-079-8001","AQS","45","3","47","62","31"
"12/28/2013","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","0","50","67","20"
"12/29/2013","66","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","1","47","66","35"
"12/30/2013","63","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","0","53","63","38"
"12/31/2013","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","1","61","67","32"
