"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"11/30/2013","72","PM2.5","Redwood City","06-081-1001","AQS","11","17","72","40"
"12/01/2013","74","PM2.5","Redwood City","06-081-1001","AQS","14","14","74","35"
"12/02/2013","38","PM2.5","Redwood City","06-081-1001","AQS","15","28","38","35"
"12/03/2013","33","NO2","Redwood City","06-081-1001","AQS","9","31","32","33"
"12/04/2013","45","PM2.5","Redwood City","06-081-1001","AQS","13","24","45","34"
"12/05/2013","43","PM2.5","Redwood City","06-081-1001","AQS","11","21","43","35"
"12/06/2013","37","NO2","Redwood City","06-081-1001","AQS","13","33","34","37"
"12/07/2013","31","Ozone","Redwood City","06-081-1001","AQS","7","31","30","30"
"12/08/2013","51","PM2.5","Redwood City","06-081-1001","AQS","9","28","51","30"
"12/09/2013","41","PM2.5","Redwood City","06-081-1001","AQS","10","25","41","36"
"12/10/2013","60","PM2.5","Redwood City","06-081-1001","AQS","15","18","60","35"
"12/11/2013","65","PM2.5","Redwood City","06-081-1001","AQS","15","18","65","40"
"12/12/2013","85","PM2.5","Redwood City","06-081-1001","AQS","16","8","85","44"
"12/13/2013","71","PM2.5","Redwood City","06-081-1001","AQS","13","15","71","40"
"12/14/2013","70","PM2.5","Redwood City","06-081-1001","AQS","13","15","70","39"
"12/15/2013","86","PM2.5","Redwood City","06-081-1001","AQS","13","15","86","40"
"12/16/2013","81","PM2.5","Redwood City","06-081-1001","AQS","17","18","81","45"
"12/17/2013","108","PM2.5","Redwood City","06-081-1001","AQS","18","5","108","48"
"12/18/2013","65","PM2.5","Redwood City","06-081-1001","AQS","17","19","65","30"
"12/19/2013","36","NO2","Redwood City","06-081-1001","AQS","10","19","29","36"
"12/20/2013","44","PM2.5","Redwood City","06-081-1001","AQS","11","23","44","42"
"12/21/2013","57","PM2.5","Redwood City","06-081-1001","AQS","13","15","57","27"
"12/22/2013","66","PM2.5","Redwood City","06-081-1001","AQS","13","21","66","36"
"12/23/2013","81","PM2.5","Redwood City","06-081-1001","AQS","15","10","81","45"
"12/24/2013","88","PM2.5","Redwood City","06-081-1001","AQS","16","9","88","39"
"12/25/2013","65","PM2.5","Redwood City","06-081-1001","AQS","16","20","65","31"
"12/26/2013","66","PM2.5","Redwood City","06-081-1001","AQS","14","12","66","38"
"12/27/2013","78","PM2.5","Redwood City","06-081-1001","AQS","15","3","78","42"
"12/28/2013","58","PM2.5","Redwood City","06-081-1001","AQS","15","15","58","33"
"12/29/2013","34","NO2","Redwood City","06-081-1001","AQS","13","29","25","34"
"12/30/2013","68","PM2.5","Redwood City","06-081-1001","AQS","14","12","68","42"
"12/31/2013","107","PM2.5","Redwood City","06-081-1001","AQS","18","6","107","38"
