"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"11/16/2013","48","PM2.5","Oakland West","06-001-0011","AQS","9","32","1","48","29"
"11/17/2013","41","PM2.5","Livermore","06-001-0007","AQS","9","32","0","41","28"
"11/18/2013","39","PM2.5","Livermore","06-001-0007","AQS","13","29","1","39","33"
"11/19/2013","34","PM2.5","Oakland West","06-001-0011","AQS","9","29","1","34","30"
"11/20/2013","29","NO2","Oakland West","06-001-0011","AQS","5","24","0","23","29"
"11/21/2013","35","Ozone","Hayward","06-001-2001","AQS","7","35","1","34","23"
"11/22/2013","33","Ozone","Oakland","06-001-0009","AQS","3","33","1","26","30"
"11/23/2013","67","PM2.5","Livermore","06-001-0007","AQS","6","28","0","67","35"
"11/24/2013","70","PM2.5","Livermore","06-001-0007","AQS","11","32","1","70","39"
"11/25/2013","80","PM2.5","Oakland West","06-001-0011","AQS","19","35","11","80","47"
"11/26/2013","73","PM2.5","Livermore","06-001-0007","AQS","16","32","7","73","46"
"11/27/2013","112","PM2.5","Livermore","06-001-0007","AQS","15","28","7","112","42"
"11/28/2013","92","PM2.5","Livermore","06-001-0007","AQS","11","32","6","92","37"
"11/29/2013","63","PM2.5","Livermore","06-001-0007","AQS","10","35","1","63","40"
"11/30/2013","64","PM2.5","Oakland","06-001-0009","AQS","11","22","4","64","39"
"12/01/2013","67","PM2.5","Oakland West","06-001-0011","AQS","16","25","4","67","41"
"12/02/2013","40","PM2.5","Livermore","06-001-0007","AQS","13","29","1","40","30"
"12/03/2013","34","NO2","Oakland","06-001-0009","AQS","8","33","0","27","34"
"12/04/2013","41","PM2.5","Livermore","06-001-0007","AQS","8","24","3","41","31"
"12/05/2013","57","PM2.5","Oakland West","06-001-0011","AQS","16","23","1","57","40"
"12/06/2013","41","PM2.5","Oakland West","06-001-0011","AQS","14","30","3","41","35"
"12/07/2013","33","PM2.5","Oakland West","06-001-0011","AQS","7","31","0","33","29"
"12/08/2013","48","PM2.5","Livermore","06-001-0007","AQS","9","28","0","48","26"
"12/09/2013","49","PM2.5","Livermore","06-001-0007","AQS","13","31","3","49","41"
"12/10/2013","64","PM2.5","Livermore","06-001-0007","AQS","17","25","1","64","46"
"12/11/2013","79","PM2.5","Livermore","06-001-0007","AQS","20","23","1","79","44"
"12/12/2013","80","PM2.5","Oakland","06-001-0009","AQS","24","18","3","80","49"
"12/13/2013","82","PM2.5","Oakland West","06-001-0011","AQS","27","20","1","82","44"
"12/14/2013","83","PM2.5","Livermore","06-001-0007","AQS","36","22","1","83","42"
"12/15/2013","92","PM2.5","Oakland West","06-001-0011","AQS","26","31","4","92","46"
"12/16/2013","96","PM2.5","Livermore","06-001-0007","AQS","22","29","3","96","50"
"12/17/2013","119","PM2.5","Oakland West","06-001-0011","AQS","23","23","6","119","56"
"12/18/2013","78","PM2.5","Livermore","06-001-0007","AQS","17","24","3","78","42"
"12/19/2013","35","NO2","Oakland","06-001-0009","AQS","7","27","0","22","35"
"12/20/2013","55","NO2","Oakland West","06-001-0011","AQS","19","31","1","53","55"
"12/21/2013","61","PM2.5","Livermore","06-001-0007","AQS","20","17","1","61","38"
"12/22/2013","85","PM2.5","Livermore","06-001-0007","AQS","24","27","3","85","42"
"12/23/2013","94","PM2.5","Oakland West","06-001-0011","AQS","18","19","4","94","50"
"12/24/2013","93","PM2.5","Oakland West","06-001-0011","AQS","18","23","24","93","44"
"12/25/2013","89","PM2.5","Oakland West","06-001-0011","AQS","24","37","1","89","42"
"12/26/2013","80","PM2.5","Oakland West","06-001-0011","AQS","23","28","4","80","58"
"12/27/2013","96","PM2.5","Livermore","06-001-0007","AQS","30","20","4","96","61"
"12/28/2013","64","PM2.5","Oakland West","06-001-0011","AQS","25","27","3","64","39"
"12/29/2013","55","PM2.5","Oakland West","06-001-0011","AQS","26","32","1","55","35"
"12/30/2013","101","PM2.5","Oakland","06-001-0009","AQS","22","24","7","101","57"
"12/31/2013","101","PM2.5","Livermore","06-001-0007","AQS","11","24","10","101","42"
