"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"11/12/2015","53","PM2.5","Oakland West","06-001-0011","AQS","20","32","3","53","42"
"11/13/2015","60","PM2.5","Livermore","06-001-0007","AQS","20","34","1","60","37"
"11/14/2015","64","PM2.5","Oakland West","06-001-0011","AQS","10","36",".","64","35"
"11/15/2015","37","Ozone","Patterson Pass","06-001-2005","AQS","7","37",".","24","23"
"11/16/2015","35","Ozone","Hayward","06-001-2001","AQS","6","35","1","21","35"
"11/17/2015","39","NO2","Laney College","06-001-0012","AQS","9","31","1","28","39"
"11/18/2015","42","PM2.5","Laney College","06-001-0012","AQS","13","34","6","42","37"
"11/19/2015","38","PM2.5","Oakland West","06-001-0011","AQS","15","34","1","38","37"
"11/20/2015","45","NO2","Laney College","06-001-0012","AQS","14","30","4","44","45"
"11/21/2015","60","PM2.5","Livermore","06-001-0007","AQS","10","38","1","60","35"
"11/22/2015","76","PM2.5","Livermore","06-001-0007","AQS","14","37","3","76","40"
"11/23/2015","65","PM2.5","Livermore","06-001-0007","AQS","14","36","1","65","28"
"11/24/2015","38","PM2.5","Laney College","06-001-0012","AQS","6","32","1","38","30"
"11/25/2015","34","NO2","Oakland West","06-001-0011","AQS","11","32","1","32","34"
"11/26/2015","48","PM2.5","Oakland West","06-001-0011","AQS","15","28","4","48","29"
"11/27/2015","41","PM2.5","Livermore","06-001-0007","AQS","10","31","3","41","34"
"11/28/2015","49","PM2.5","Livermore","06-001-0007","AQS","13","31","1","49","31"
"11/29/2015","65","PM2.5","Livermore","06-001-0007","AQS","11","33","1","65","36"
"11/30/2015","57","PM2.5","Livermore","06-001-0007","AQS","19","31","1","57","44"
"12/01/2015","47","PM2.5","Laney College","06-001-0012","AQS","13","35","1","47","41"
"12/02/2015","70","PM2.5","Livermore","06-001-0007","AQS","17","36","4","70","43"
"12/03/2015","55","PM2.5","Oakland West","06-001-0011","AQS","17","32","1","55","37"
"12/04/2015","47","PM2.5","Oakland West","06-001-0011","AQS","17","31","3","47","37"
"12/05/2015","55","PM2.5","Livermore","06-001-0007","AQS","22","32","1","55","31"
"12/06/2015","50","PM2.5","Livermore","06-001-0007","AQS","11","32","0","50","32"
"12/07/2015","53","PM2.5","Laney College","06-001-0012","AQS","9","31","0","53","34"
"12/08/2015","59","PM2.5","Oakland West","06-001-0011","AQS","15","31","3","59","40"
"12/09/2015","40","PM2.5","Laney College","06-001-0012","AQS","13","27",".","40","33"
"12/10/2015","36","Ozone","Patterson Pass","06-001-2005","AQS","7","36","0","32","27"
"12/11/2015","33","Ozone","Patterson Pass","06-001-2005","AQS","7","33","0","28","33"
"12/12/2015","33","PM2.5","Laney College","06-001-0012","AQS","9","33","1","33","25"
"12/13/2015","34","Ozone","Livermore","06-001-0007","AQS","6","34","0","24","18"
"12/14/2015","31","Ozone","Patterson Pass","06-001-2005","AQS","6","31","1","20","27"
"12/15/2015","37","NO2","Oakland West","06-001-0011","AQS","15","31","1","28","37"
"12/16/2015","51","PM2.5","Oakland West","06-001-0011","AQS","18","28","4","51","39"
"12/17/2015","51","PM2.5","Oakland West","06-001-0011","AQS","18","27","1","51","37"
"12/18/2015","40","PM2.5","Laney College","06-001-0012","AQS","14","31","1","40","32"
"12/19/2015","31","Ozone","Patterson Pass","06-001-2005","AQS","8","31","0","22","25"
"12/20/2015","31","Ozone","Livermore","06-001-0007","AQS","10","31","1","27","23"
"12/21/2015","29","NO2","Laney College","06-001-0012","AQS","7","28","0","12","29"
"12/22/2015","36","NO2","Laney College","06-001-0012","AQS","7","33","0","32","36"
"12/23/2015","34","PM2.5","Laney College","06-001-0012","AQS","6","30","1","34","24"
"12/24/2015","32","PM2.5","Oakland","06-001-0009","AQS","7","31","0","32","28"
"12/25/2015","39","PM2.5","Livermore","06-001-0007","AQS","10","29","4","39","27"
"12/26/2015","43","PM2.5","Livermore","06-001-0007","AQS","11","29","3","43","32"
"12/27/2015","59","PM2.5","Oakland West","06-001-0011","AQS","17","26","6","59","29"
"12/28/2015","49","PM2.5","Livermore","06-001-0007","AQS","14","25","1","49","30"
"12/29/2015","53","PM2.5","Laney College","06-001-0012","AQS","17","30","7","53","35"
"12/30/2015","53","PM2.5","Livermore","06-001-0007","AQS","17","27","1","53","39"
"12/31/2015","62","PM2.5","Livermore","06-001-0007","AQS","8","27","1","62","32"
