"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"10/26/2015","77","Ozone","Red Hills","06-079-8005","AQS","77","1","33","44","32"
"10/27/2015","74","Ozone","Red Hills","06-079-8005","AQS","74","0","32","36","23"
"10/28/2015","66","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","66","57","14"
"10/29/2015","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","41","0","58","59","27"
"10/30/2015","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","45","52","31"
"10/31/2015","53","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","0","47","53","23"
"11/01/2015","41","Ozone","Red Hills","06-079-8005","AQS","41","0","29","36","12"
"11/02/2015","38","Ozone","Carrizo Plains","06-079-8006","AQS","38","0","13","22","10"
"11/03/2015","34","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","33","0","20","34","17"
"11/04/2015","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","37","50","23"
"11/05/2015","49","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","19","49","31"
"11/06/2015","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","0","26","56","14"
"11/07/2015","60","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","31","60","27"
"11/08/2015","44","Ozone","Red Hills","06-079-8005","AQS","44","0","16","28","10"
"11/09/2015","39","Ozone","Morro Bay","06-079-3001","AQS","39","0","10","25","15"
"11/10/2015","37","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","37","0","14","28","14"
"11/11/2015","40","Ozone","San Luis Obispo","06-079-2006","AQS","40","3","15","39","18"
"11/12/2015","56","PM2.5","Atascadero","06-079-8002","AQS","43","0","21","56","11"
"11/13/2015","57","PM2.5","Atascadero","06-079-8002","AQS","44","0","28","57","25"
"11/14/2015","52","PM2.5","Atascadero","06-079-8002","AQS","47","0","28","52","23"
"11/15/2015","45","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","0","25","45","18"
"11/16/2015","36","Ozone","Morro Bay","06-079-3001","AQS","36","0","27","35","21"
"11/17/2015","41","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","0","23","41","20"
"11/18/2015","41","PM2.5","Atascadero","06-079-8002","AQS","37","0","20","41","15"
"11/19/2015","50","PM2.5","Atascadero","06-079-8002","AQS","40","0","21","50","14"
"11/20/2015","57","PM2.5","Atascadero","06-079-8002","AQS","44","0","27","57","18"
"11/21/2015","56","PM2.5","Atascadero","06-079-8002","AQS","50","0","31","56","28"
"11/22/2015","48","PM2.5","Atascadero","06-079-8002","AQS","47","0","31","48","30"
"11/23/2015","46","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","0","19","46","25"
"11/24/2015","35","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","0","14","35","13"
"11/25/2015","40","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","19","40","20"
"11/26/2015","46","PM2.5","Atascadero","06-079-8002","AQS","33","0","18","46","18"
"11/27/2015","64","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","31","0","28","64","15"
"11/28/2015","59","PM2.5","Atascadero","06-079-8002","AQS","36","0","28","59","20"
"11/29/2015","64","PM2.5","Atascadero","06-079-8002","AQS","38","0","25","64","21"
"11/30/2015","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","0","28","56","28"
"12/01/2015","66","PM2.5","Atascadero","06-079-8002","AQS","40","0","54","66","29"
"12/02/2015","59","PM2.5","Atascadero","06-079-8002","AQS","36","0","34","59","31"
"12/03/2015","37","Ozone","Carrizo Plains","06-079-8006","AQS","37","0","21","32","19"
"12/04/2015","36","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","36","0","11","26","15"
"12/05/2015","51","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","26","51","20"
"12/06/2015","46","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","0","22","46","20"
"12/07/2015","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","3","56","59","23"
"12/08/2015","46","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","39","46","15"
"12/09/2015","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","0","37","50","23"
"12/10/2015","34","Ozone","Morro Bay","06-079-3001","AQS","34","0","20","33","16"
"12/11/2015","37","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","0","20","37","29"
"12/12/2015","51","PM2.5","Atascadero","06-079-8002","AQS","32","0","19","51","17"
"12/13/2015","45","PM2.5","Atascadero","06-079-8002","AQS","38","0","17","45","9"
"12/14/2015","37","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","0","16","37","17"
"12/15/2015","41","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","33","0","18","41","15"
"12/16/2015","63","PM2.5","Atascadero","06-079-8002","AQS","32","0","27","63","25"
"12/17/2015","67","PM2.5","Atascadero","06-079-8002","AQS","34","0","41","67","24"
"12/18/2015","54","PM2.5","Atascadero","06-079-8002","AQS","36","0","25","54","24"
"12/19/2015","42","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","33","0","12","42","11"
"12/20/2015","43","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","31","0","19","43","14"
"12/21/2015","32","Ozone","Red Hills","06-079-8005","AQS","32","0","9","22","12"
"12/22/2015","32","Ozone","Morro Bay","06-079-3001","AQS","32","0","17","22","10"
"12/23/2015","38","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","32","0","31","38","10"
"12/24/2015","38","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","33","0","17","38","16"
"12/25/2015","42","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","33","0","18","42","14"
"12/26/2015","54","PM2.5","Atascadero","06-079-8002","AQS","31","0","17","54","14"
"12/27/2015","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","32","0","19","55","20"
"12/28/2015","45","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","31","0","17","45","18"
"12/29/2015","54","PM2.5","Atascadero","06-079-8002","AQS","32","0","19","54","19"
"12/30/2015","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","0","24","58","23"
"12/31/2015","82","PM2.5","Atascadero","06-079-8002","AQS","32","0","35","82","22"
