"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25"
"02/02/2016","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","38","0","5","6"
"02/03/2016","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","38","0","6","13"
"02/04/2016","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","39","0","6","16"
"02/05/2016","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","38","0","5","13"
"02/06/2016","37","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","37","0","6","15"
"02/07/2016","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","42","0","8","13"
"02/08/2016","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","39","0","12","12"
"02/09/2016","36","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","36","0","6","10"
"02/10/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","34","0","7","13"
"02/11/2016","33","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","33","0","9","16"
"02/12/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","34","0","8","18"
"02/13/2016","37","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","37","0","9","11"
"02/14/2016","41","PM2.5","Keeler","06-027-1003","AQS","1","34","0","34","41"
"02/15/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","34","0","6","11"
"02/16/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","34","0","12","11"
"02/17/2016","75","PM10","Dirty Socks","06-027-0022","AQS","1","44","0","75","19"
"02/18/2016","64","PM10","Dirty Socks","06-027-0022","AQS","1","46","0","64","15"
"02/19/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","9","12"
"02/20/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","8","17"
"02/21/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","11","15"
"02/22/2016","66","PM2.5","Keeler","06-027-1003","AQS","1","45","0","61","66"
"02/23/2016","42","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","42","0","16","11"
"02/24/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","43","0","19","36"
"02/25/2016","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","40","0","14","25"
"02/26/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","11","12"
"02/27/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","39","0","10","12"
"02/28/2016","37","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","37","0","8","15"
"02/29/2016","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","39","0","11","19"
"03/01/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","13","16"
"03/02/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","18","18"
"03/03/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","13","19"
"03/04/2016","36","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","36","0","22","17"
"03/05/2016","367","PM10","Shell Cut","06-027-0025","AQS","1","37","0","367","28"
"03/06/2016","47","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","47","0","28","38"
"03/07/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44","0","11","11"
"03/08/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","7","7"
"03/09/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","9","14"
"03/10/2016","32","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","32","0","8","10"
"03/11/2016","83","PM10","Shell Cut","06-027-0025","AQS","1","42","0","83","19"
"03/12/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","9","7"
"03/13/2016","54","PM10","Shell Cut","06-027-0025","AQS","1","38","0","54","14"
"03/14/2016","45","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","45","0","43","27"
"03/15/2016","43","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","43","0","13","16"
"03/16/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","11","15"
"03/17/2016","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","40","0","14","16"
"03/18/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","14","18"
"03/19/2016","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","40","0","16","23"
"03/20/2016","51","PM10","Keeler","06-027-1003","AQS","1","50","0","51","26"
"03/21/2016","73","PM10","Shell Cut","06-027-0025","AQS","1","44","0","73","34"
"03/22/2016","63","PM10","Olancha","06-027-0021","AQS","1","44","0","63","52"
"03/23/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","8","7"
"03/24/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","10","13"
"03/25/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","10","13"
"03/26/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","24","20"
"03/27/2016","43","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","43","0","18","22"
"03/28/2016","240","PM10","North Beach","06-027-0029","AQS","1","46","0","240","59"
"03/29/2016","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","40","0","11","13"
"03/30/2016","36","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","36","0","11","10"
"03/31/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","38","0","10","14"
"04/01/2016","35","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","35","0","10","14"
"04/02/2016","36","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","36","0","11","14"
"04/03/2016","54","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","54","0","14","19"
"04/04/2016","58","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","58","0","12","19"
"04/05/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44","0","13","15"
"04/06/2016","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","40","0","12","15"
"04/07/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45","0","19","14"
"04/08/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS",".","38","0","16","18"
"04/09/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","34","0","4","10"
"04/10/2016","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","41","0","5","11"
"04/11/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","7","16"
"04/12/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","6","19"
"04/13/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","11","27"
"04/14/2016","117","PM10","Keeler","06-027-1003","AQS","1","61","0","117","112"
"04/15/2016","148","PM10","North Beach","06-027-0029","AQS","2","44","0","148","79"
"04/16/2016","66","PM2.5","Keeler","06-027-1003","AQS","1","44","0","55","66"
"04/17/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49","0","10","23"
"04/18/2016","51","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","51","0","16","21"
"04/19/2016","45","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","45","0","15","25"
"04/20/2016","50","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","50","0","14","24"
"04/21/2016","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","41","0","16","18"
"04/22/2016","141","PM10","Shell Cut","06-027-0025","AQS",".","49","0","141","20"
"04/23/2016","64","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","64","0","11","15"
"04/24/2016","50","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","50","0","14","21"
"04/25/2016","59","PM2.5","Keeler","06-027-1003","AQS","2","47","0","55","59"
"04/26/2016","47","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","47","0","11","20"
"04/27/2016","48","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","48","0","19","20"
"04/28/2016","52","PM2.5","Keeler","06-027-1003","AQS",".","44","0","43","52"
"04/29/2016","46","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","46","0","18","25"
"04/30/2016","57","PM10","Olancha","06-027-0021","AQS","2","41","0","57","22"
"05/01/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","44","0","8","12"
"05/02/2016","48","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","48","0","7","18"
"05/03/2016","48","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","48","0","10","22"
"05/04/2016","67","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","67","0","31","23"
"05/05/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49","0","21","46"
"05/06/2016","50","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS",".","50","0","9","21"
"05/07/2016","48","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","48","0","6","15"
"05/08/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","45","0","5","16"
"05/09/2016","48","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","48","0","16","25"
"05/10/2016","50","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","50","0","18","29"
"05/11/2016","43","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","43","0","20","20"
"05/12/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45","0","14","25"
"05/13/2016","87","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","87","0","19","23"
"05/14/2016","87","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","87","0","28","28"
"05/15/2016","46","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","46","0","14","22"
"05/16/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","44","0","17","27"
"05/17/2016","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","42","0","19","18"
"05/18/2016","43","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","43","0","20","15"
"05/19/2016","87","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","87","0","74","37"
"05/20/2016","175","PM10","Shell Cut","06-027-0025","AQS","1","84","0","175","72"
"05/21/2016","45","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","45","0","19","26"
"05/22/2016","42","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","42","0","9","17"
"05/23/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","49","0","27","30"
"05/24/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","45","0","17","29"
"05/25/2016","58","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","58","0","27","22"
"05/26/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","8","6"
"05/27/2016","48","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","48","0","12","16"
"05/28/2016","80","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","80","0","44","55"
"05/29/2016","67","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","67","0","16","26"
"05/30/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49","0","21","38"
"05/31/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","16","26"
"06/01/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45","0","19","30"
"06/02/2016","58","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","58","0","26","47"
"06/03/2016","64","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","64","0","17","31"
"06/04/2016","77","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","77","0","23","35"
"06/05/2016","74","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","74","0","25","45"
"06/06/2016","54","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","54","0","30","42"
"06/07/2016","58","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","58","0","23","44"
"06/08/2016","71","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","71","0","28","45"
"06/09/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49","0","29","28"
"06/10/2016","53","PM10","Lone Pine Paiute-Shoshone Reservation","06-027-1018","AQS","1","49","0","53","26"
"06/11/2016","59","PM2.5","Keeler","06-027-1003","AQS","1","44","0","53","59"
"06/12/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44","0","19","30"
"06/13/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","45","0","20","27"
"06/14/2016","74","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","74","0","44","39"
"06/15/2016","127","PM10","Shell Cut","06-027-0025","AQS","1","47","0","127","46"
"06/16/2016","51","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","51","0","34","24"
"06/17/2016","71","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","71","0","21","23"
"06/18/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","14","17"
"06/19/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49","0","12","15"
"06/20/2016","46","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","46","0","14","23"
"06/21/2016","47","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","47","0","22","26"
"06/22/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49","0","21","30"
"06/23/2016","54","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","54","0","25","17"
"06/24/2016","77","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","77","0","19","7"
"06/25/2016","90","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","90","0","28","31"
"06/26/2016","93","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","93","0","35","69"
"06/27/2016","87","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","87","0","30","45"
"06/28/2016","64","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","64","0","38","40"
"06/29/2016","61","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","61","0","23","35"
"06/30/2016","56","PM10","Lizard Tail","06-027-0028","AQS","1","46","0","56","50"
"07/01/2016","64","PM10","Lizard Tail","06-027-0028","AQS","1","49","0","64","54"
"07/02/2016","94","PM10","Fort Independence Indian Community","06-027-1028","AQS","1","51","0","94","65"
"07/03/2016","51","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","51","0","22","34"
"07/04/2016","46","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","46","0","19","30"
"07/05/2016","49","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","49","0","26","30"
"07/06/2016","46","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","46","0","26","37"
"07/07/2016","50","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","50","0","31","36"
"07/08/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","25","30"
"07/09/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","21","20"
"07/10/2016","46","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","46","0","12","17"
"07/11/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","23","20"
"07/12/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","24","22"
"07/13/2016","90","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","90","0","30","29"
"07/14/2016","105","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","105","0","43","36"
"07/15/2016","108","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","108","0","31","41"
"07/16/2016","101","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","101","0","28","34"
"07/17/2016","90","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","90","0","22","28"
"07/18/2016","67","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","67","0","40","11"
"07/19/2016","61","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","61","0","38","17"
"07/20/2016","46","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","46","0","21","18"
"07/21/2016","47","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","47","0","29","22"
"07/22/2016","51","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","51","0","19","25"
"07/23/2016","126","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","126","0","27","35"
"07/24/2016","77","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","77","0","27","20"
"07/25/2016","84","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","84","0","26","55"
"07/26/2016","64","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","64","0","30","54"
"07/27/2016","67","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","67","0","33","40"
"07/28/2016","74","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","74","0","39","56"
"07/29/2016","87","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","87","0","30","42"
"07/30/2016","74","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","74","0","26","52"
"07/31/2016","80","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","80","0","46","67"
"08/01/2016","57","PM2.5","Keeler","06-027-1003","AQS","2","54","0","51","57"
"08/02/2016","71","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","71","0","39","55"
"08/03/2016","84","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","84","0","46","56"
"08/04/2016","77","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","77","0","37","55"
"08/05/2016","74","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","74","0","25","41"
"08/06/2016","87","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","87","0","30","47"
"08/07/2016","93","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","93","0","19","28"
"08/08/2016","80","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","80","0","25","26"
"08/09/2016","93","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","93","0","25","25"
"08/10/2016","80","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","80","0","33","32"
"08/11/2016","90","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","90","0","23","34"
"08/12/2016","61","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","61","0","22","18"
"08/13/2016","51","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","51","0","22","25"
"08/14/2016","74","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","74","0","22","30"
"08/15/2016","77","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","77","0","19","44"
"08/16/2016","64","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","64","0","22","33"
"08/17/2016","71","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","71","0","26","38"
"08/18/2016","64","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","64","0","26","42"
"08/19/2016","54","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","54","0","16","30"
"08/20/2016","122","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","122","0","57","81"
"08/21/2016","152","PM2.5","Keeler","06-027-1003","AQS","2","84","0","65","152"
"08/22/2016","56","PM2.5","Keeler","06-027-1003","AQS","2","44","0","45","56"
"08/23/2016","58","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","58","0","26","42"
"08/24/2016","77","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","77","0","28","60"
"08/25/2016","97","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","2","97","0","53","84"
"08/26/2016","102","PM2.5","Keeler","06-027-1003","AQS","2","87","0","96","102"
"08/27/2016","80","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","80","0","47","64"
"08/28/2016","71","PM2.5","Keeler","06-027-1003","AQS","2","67","0","32","71"
"08/29/2016","50","PM2.5","Keeler","06-027-1003","AQS","1","50",".","21","50"
"08/30/2016","46","PM2.5","Keeler","06-027-1003","AQS",".","45",".","34","46"
"08/31/2016","54","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","54",".","45","40"
"09/01/2016","48","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","48",".","23","23"
"09/02/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49",".","19","23"
"09/03/2016","67","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","67",".","35","25"
"09/04/2016","48","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","48",".","28","32"
"09/05/2016","51","PM2.5","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","46",".","27","51"
"09/06/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49",".","19","31"
"09/07/2016","58","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","58",".","30","38"
"09/08/2016","90","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","90",".","36","48"
"09/09/2016","49","PM2.5","Keeler","06-027-1003","AQS","1","49",".","26","49"
"09/10/2016","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","49",".","21","32"
"09/11/2016","61","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","61",".","28","42"
"09/12/2016","58","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","58",".","31","39"
"09/13/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45",".","34","31"
"09/14/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44",".","25","20"
"09/15/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44",".","20","23"
"09/16/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43",".","22","25"
"09/17/2016","46","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","46",".","19","23"
"09/18/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43",".","15","18"
"09/19/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44",".","21","31"
"09/20/2016","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","35",".","34","32"
"09/21/2016","50","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","50",".","36","27"
"09/22/2016","84","PM10","Keeler","06-027-1003","AQS","1","46",".","84","77"
"09/23/2016","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","39",".","12","17"
"09/24/2016","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","39",".","12","13"
"09/25/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45",".","17","17"
