"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"06/26/2016","54","PM2.5","Oakland West","06-001-0011","AQS","6","54","1","54","18"
"06/27/2016","67","Ozone","Patterson Pass","06-001-2005","AQS","5","67","1","49","26"
"06/28/2016","61","Ozone","Patterson Pass","06-001-2005","AQS","5","61","3","54","25"
"06/29/2016","55","PM2.5","Livermore","06-001-0007","AQS","5","41","4","55","12"
"06/30/2016","140","Ozone","Patterson Pass","06-001-2005","AQS","5","140",".","64","20"
"07/01/2016","74","Ozone","Patterson Pass","06-001-2005","AQS","7","74",".","62","22"
"07/02/2016","58","Ozone","Patterson Pass","06-001-2005","AQS","6","58","1","43","15"
"07/03/2016","64","Ozone","Patterson Pass","06-001-2005","AQS","6","64","0","28","10"
"07/04/2016","49","Ozone","Patterson Pass","06-001-2005","AQS","6","49","0","43","16"
"07/05/2016","39","Ozone","Patterson Pass","06-001-2005","AQS","7","39","0","33","14"
"07/06/2016","40","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","7","36","4","40","24"
"07/07/2016","28","Ozone","Patterson Pass","06-001-2005","AQS","7","28","3","27","17"
"07/08/2016","29","Ozone","Patterson Pass","06-001-2005","AQS","7","29","4","18","17"
"07/09/2016","27","Ozone","Patterson Pass","06-001-2005","AQS","7","27","0","15","11"
"07/10/2016","38","Ozone","Patterson Pass","06-001-2005","AQS","8","38","0","35","15"
"07/11/2016","53","PM2.5","Oakland West","06-001-0011","AQS","8","44","1","53","22"
"07/12/2016","36","PM2.5","Laney College","06-001-0012","AQS","8","36","0","36","19"
"07/13/2016","77","Ozone","Patterson Pass","06-001-2005","AQS","7","77","10","49","25"
"07/14/2016","119","Ozone","Patterson Pass","06-001-2005","AQS","6","119",".","54","28"
"07/15/2016","101","Ozone","Patterson Pass","06-001-2005","AQS","5","101",".","38","22"
"07/16/2016","49","Ozone","Patterson Pass","06-001-2005","AQS","5","49",".","39","16"
"07/17/2016","31","Ozone","Patterson Pass","06-001-2005","AQS","5","31",".","28","8"
"07/18/2016","28","Ozone","Patterson Pass","06-001-2005","AQS","5","28","0","19","16"
"07/19/2016","37","Ozone","Patterson Pass","06-001-2005","AQS","5","37","1","19","22"
"07/20/2016","44","Ozone","Patterson Pass","06-001-2005","AQS","6","44","20","28","22"
"07/21/2016","39","Ozone","Patterson Pass","06-001-2005","AQS","6","39","3","22","22"
"07/22/2016","51","Ozone","Patterson Pass","06-001-2005","AQS","6","51","13","35","27"
"07/23/2016","77","Ozone","Patterson Pass","06-001-2005","AQS","6","77","3","53","21"
"07/24/2016","56","PM2.5","Laney College","06-001-0012","AQS","7","50","9","56","19"
"07/25/2016","115","Ozone","Patterson Pass","06-001-2005","AQS","5","115","3","58","18"
"07/26/2016","150","Ozone","Livermore","06-001-0007","AQS","7","150","3","45","31"
"07/27/2016","151","Ozone","Patterson Pass","06-001-2005","AQS","6","151","1","52","29"
"07/28/2016","74","Ozone","Patterson Pass","06-001-2005","AQS","5","74","1","33","25"
"07/29/2016","77","Ozone","Patterson Pass","06-001-2005","AQS","6","77","1","30","24"
"07/30/2016","74","Ozone","Patterson Pass","06-001-2005","AQS","6","74",".","34","17"
"07/31/2016","58","Ozone","Patterson Pass","06-001-2005","AQS","6","58",".","43","13"
"08/01/2016","64","Ozone","Patterson Pass","06-001-2005","AQS","5","64",".","42","20"
"08/02/2016","58","Ozone","Patterson Pass","06-001-2005","AQS","6","58",".","32","21"
"08/03/2016","74","Ozone","Patterson Pass","06-001-2005","AQS","6","74","4","54","23"
"08/04/2016","35","Ozone","Patterson Pass","06-001-2005","AQS","6","35","0","30","18"
"08/05/2016","44","Ozone","Patterson Pass","06-001-2005","AQS","6","44","0","25","19"
"08/06/2016","44","PM2.5","Laney College","06-001-0012","AQS","6","40","0","44","13"
"08/07/2016","41","PM2.5","Laney College","06-001-0012","AQS","6","39","0","41","11"
"08/08/2016","40","Ozone","Patterson Pass","06-001-2005","AQS","6","40","0","39","18"
"08/09/2016","58","Ozone","Patterson Pass","06-001-2005","AQS","6","58","1","40","16"
"08/10/2016","54","Ozone","Patterson Pass","06-001-2005","AQS","7","54","3","37","20"
"08/11/2016","71","Ozone","Patterson Pass","06-001-2005","AQS","7","71","1","43","23"
"08/12/2016","105","Ozone","Patterson Pass","06-001-2005","AQS","7","105","1","37","20"
"08/13/2016","129","Ozone","Patterson Pass","06-001-2005","AQS","7","129","3","38","19"
"08/14/2016","67","Ozone","Patterson Pass","06-001-2005","AQS","7","67","0","25","14"
"08/15/2016","48","Ozone","Patterson Pass","06-001-2005","AQS","7","48","1","28","19"
"08/16/2016","77","Ozone","Patterson Pass","06-001-2005","AQS","7","77","1","34","22"
"08/17/2016","112","Ozone","Patterson Pass","06-001-2005","AQS","8","112","10","43","22"
"08/18/2016","97","Ozone","Patterson Pass","06-001-2005","AQS","7","97","1","53","18"
"08/19/2016","74","Ozone","Patterson Pass","06-001-2005","AQS","8","74","0","53","24"
"08/20/2016","54","Ozone","Patterson Pass","06-001-2005","AQS","8","54","0","40","17"
"08/21/2016","46","Ozone","Patterson Pass","06-001-2005","AQS","7","46","0","29","12"
"08/22/2016","46","Ozone","Patterson Pass","06-001-2005","AQS","8","46","0","26","25"
"08/23/2016","44","Ozone","Patterson Pass","06-001-2005","AQS","7","44","1","34","25"
"08/24/2016","45","Ozone","Patterson Pass","06-001-2005","AQS","8","45","1","36","25"
"08/25/2016","45","Ozone","Patterson Pass","06-001-2005","AQS","8","45","0","36","30"
"08/26/2016","39","Ozone","Patterson Pass","06-001-2005","AQS","8","39","3","30","21"
"08/27/2016","41","Ozone","Patterson Pass","06-001-2005","AQS","8","41","0","38","18"
"08/28/2016","48","Ozone","Patterson Pass","06-001-2005","AQS","8","48","0","40","14"
"08/29/2016","41","Ozone","Patterson Pass","06-001-2005","AQS","5","41","0","25","22"
"08/30/2016","37","Ozone","Patterson Pass","06-001-2005","AQS","5","37",".","26","17"
"08/31/2016","30","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS",".","30",".","30","18"
"09/01/2016","38","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","7","31",".","38","19"
"09/02/2016","52","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","7","37","4","52","22"
"09/03/2016","48","PM2.5","Oakland West","06-001-0011","AQS","7","30","0","48","11"
"09/04/2016","51","PM2.5","Oakland West","06-001-0011","AQS","7","33","0","51","8"
"09/05/2016","52","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","7","44","1","52","19"
"09/06/2016","67","Ozone","Patterson Pass","06-001-2005","AQS","9","67","3","63","26"
"09/07/2016","67","PM2.5","Livermore","06-001-0007","AQS","9","61","3","67","41"
"09/08/2016","64","Ozone","Patterson Pass","06-001-2005","AQS","7","64","0","48","29"
"09/09/2016","67","Ozone","Patterson Pass","06-001-2005","AQS","7","67","0","56","30"
"09/10/2016","48","PM2.5","Oakland West","06-001-0011","AQS","8","46","0","48","18"
"09/11/2016","39","PM2.5","Oakland West","06-001-0011","AQS","7","37","0","39","9"
"09/12/2016","44","PM2.5","Oakland West","06-001-0011","AQS","7","33",".","44","18"
"09/13/2016","40","PM2.5","Laney College","06-001-0012","AQS","5","39",".","40","22"
"09/14/2016","47","PM2.5","Laney College","06-001-0012","AQS","8","45","1","47","31"
"09/15/2016","45","PM2.5","Laney College","06-001-0012","AQS","8","45","0","45","26"
"09/16/2016","87","Ozone","Patterson Pass","06-001-2005","AQS","8","87","7","43","25"
"09/17/2016","80","Ozone","Patterson Pass","06-001-2005","AQS","8","80","1","51","23"
"09/18/2016","84","Ozone","Patterson Pass","06-001-2005","AQS","9","84","3","45","23"
"09/19/2016","93","Ozone","Patterson Pass","06-001-2005","AQS","9","93","3","53","35"
"09/20/2016","54","Ozone","Patterson Pass","06-001-2005","AQS","8","54","0","53","30"
"09/21/2016","49","PM2.5","Laney College","06-001-0012","AQS","8","34",".","49","25"
"09/22/2016","34","Ozone","Patterson Pass","06-001-2005","AQS","8","34",".","32","24"
"09/23/2016","43","PM2.5","Laney College","06-001-0012","AQS","9","39","4","43","26"
"09/24/2016","41","PM2.5","Oakland West","06-001-0011","AQS","9","40","0","41","22"
"09/25/2016","93","Ozone","Patterson Pass","06-001-2005","AQS","10","93","1","50","41"
"09/26/2016","154","Ozone","Patterson Pass","06-001-2005","AQS","13","154","7","56","56"
"09/27/2016","93","Ozone","Patterson Pass","06-001-2005","AQS","13","93","3","54","40"
"09/28/2016","45","Ozone","Patterson Pass","06-001-2005","AQS","9","45","1","38","26"
"09/29/2016","51","PM2.5","Oakland West","06-001-0011","AQS","9","47","1","51","26"
"09/30/2016","46","PM2.5","Laney College","06-001-0012","AQS","9","39","0","46","25"
"10/01/2016","41","Ozone","Patterson Pass","06-001-2005","AQS","9","41","0","35","22"
"10/02/2016","35","Ozone","Livermore","06-001-0007","AQS","9","35","0","28","23"
"10/03/2016","33","Ozone","Patterson Pass","06-001-2005","AQS","10","33","0","27","26"
"10/04/2016","38","Ozone","Patterson Pass","06-001-2005","AQS","10","38","1","27","28"
"10/05/2016","39","Ozone","Patterson Pass","06-001-2005","AQS","8","39","0","32","25"
"10/06/2016","40","Ozone","Patterson Pass","06-001-2005","AQS","10","40","6","35","34"
"10/07/2016","48","Ozone","Patterson Pass","06-001-2005","AQS","10","48","4","40","45"
"10/08/2016","112","Ozone","Patterson Pass","06-001-2005","AQS","15","112","7","38","35"
"10/09/2016","115","Ozone","Patterson Pass","06-001-2005","AQS","9","115","3","43","25"
"10/10/2016","45","Ozone","Patterson Pass","06-001-2005","AQS","8","45","0","34","32"
"10/11/2016","41","Ozone","Patterson Pass","06-001-2005","AQS","7","41","0","32","29"
"10/12/2016","32","Ozone","Patterson Pass","06-001-2005","AQS","7","32","6","25","23"
"10/13/2016","31","Ozone","Patterson Pass","06-001-2005","AQS","7","31","0","25","28"
"10/14/2016","28","NO2","Laney College","06-001-0012","AQS","8","26","0","24","28"
"10/15/2016","33","Ozone","Patterson Pass","06-001-2005","AQS","8","33","0","19","21"
"10/16/2016","34","Ozone","Patterson Pass","06-001-2005","AQS","7","34","0","21","18"
"10/17/2016","42","Ozone","Patterson Pass","06-001-2005","AQS","8","42","0","41","33"
"10/18/2016","39","Ozone","Patterson Pass","06-001-2005","AQS","10","39","1","25","27"
"10/19/2016","40","Ozone","Patterson Pass","06-001-2005","AQS","9","40","3","33","35"
"10/20/2016","40","Ozone","Patterson Pass","06-001-2005","AQS","14","40","1","36","36"
"10/21/2016","44","Ozone","Patterson Pass","06-001-2005","AQS","11","44","1","38","28"
"10/22/2016","42","Ozone","Patterson Pass","06-001-2005","AQS","10","42","1","40","27"
"10/23/2016","40","Ozone","Patterson Pass","06-001-2005","AQS","8","40","0","33","21"
"10/24/2016","32","Ozone","Patterson Pass","06-001-2005","AQS","7","32","0","25","22"
"10/25/2016","31","Ozone","Patterson Pass","06-001-2005","AQS","8","31","0","20","24"
"10/26/2016","33","Ozone","Patterson Pass","06-001-2005","AQS","8","33","3","22","25"
"10/27/2016","27","Ozone","Patterson Pass","06-001-2005","AQS","10","27","0","23","27"
"10/28/2016","30","Ozone","Patterson Pass","06-001-2005","AQS","9","30","0","20","25"
"10/29/2016","32","Ozone","Patterson Pass","06-001-2005","AQS","9","32","0","18","20"
"10/30/2016","36","Ozone","Patterson Pass","06-001-2005","AQS","9","36","0","19","12"
"10/31/2016","35","Ozone","Patterson Pass","06-001-2005","AQS","9","35","0","23","32"
"11/01/2016","40","Ozone","Patterson Pass","06-001-2005","AQS","9","40","0","31","37"
"11/02/2016","35","NO2","Laney College","06-001-0012","AQS","15","34","4","31","35"
"11/03/2016","38","NO2","Laney College","06-001-0012","AQS","11","31","3","35","38"
"11/04/2016","55","PM2.5","Laney College","06-001-0012","AQS","11","41",".","55","36"
"11/05/2016","48","PM2.5","Oakland","06-001-0009","AQS","13","37",".","48","25"
"11/06/2016","32","Ozone","Patterson Pass","06-001-2005","AQS","8","32",".","30","27"
"11/07/2016","41","PM2.5","Laney College","06-001-0012","AQS","9","32",".","41","33"
