"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"11/30/2016","28","PM2.5","Redwood City","06-081-1001","AQS","8","15","28","25"
"12/01/2016","30","PM2.5","Redwood City","06-081-1001","AQS","10","19","30","27"
"12/02/2016","36","NO2","Redwood City","06-081-1001","AQS","8","27","23","36"
"12/03/2016","32","PM2.5","Redwood City","06-081-1001","AQS","9","19","32","29"
"12/04/2016","37","PM2.5","Redwood City","06-081-1001","AQS","9","21","37","19"
"12/05/2016","27","PM2.5","Redwood City","06-081-1001","AQS","8","15","27","25"
"12/06/2016","30","Ozone","Redwood City","06-081-1001","AQS","9","30","18","30"
"12/07/2016","29","NO2","Redwood City","06-081-1001","AQS","8","19","28","29"
"12/08/2016","21","NO2","Redwood City","06-081-1001","AQS","6","19","8","21"
"12/09/2016","24","NO2","Redwood City","06-081-1001","AQS","6","21","15","24"
"12/10/2016","24","Ozone","Redwood City","06-081-1001","AQS","6","24","8","11"
"12/11/2016","29","Ozone","Redwood City","06-081-1001","AQS","6","29","18","18"
"12/12/2016","24","PM2.5","Redwood City","06-081-1001","AQS","8","11","24","20"
"12/13/2016","42","PM2.5","Redwood City","06-081-1001","AQS","8","5","42","25"
"12/14/2016","25","PM2.5","Redwood City","06-081-1001","AQS","9","19","25","20"
"12/15/2016","34","Ozone","Redwood City","06-081-1001","AQS","5","34","5","7"
"12/16/2016","33","Ozone","Redwood City","06-081-1001","AQS","3","33","12","14"
"12/17/2016","31","PM2.5","Redwood City","06-081-1001","AQS","9","24","31","25"
"12/18/2016","35","PM2.5","Redwood City","06-081-1001","AQS","9","30","35","24"
"12/19/2016","38","PM2.5","Redwood City","06-081-1001","AQS","11","17","38","29"
"12/20/2016","52","PM2.5","Redwood City","06-081-1001","AQS","11","13","52","31"
"12/21/2016","30","NO2","Redwood City","06-081-1001","AQS","10","19","29","30"
"12/22/2016","37","PM2.5","Redwood City","06-081-1001","AQS","13","16","37","31"
"12/23/2016","27","Ozone","Redwood City","06-081-1001","AQS","7","27","18","21"
"12/24/2016","30","Ozone","Redwood City","06-081-1001","AQS","2","30","23","19"
"12/25/2016","51","PM2.5","Redwood City","06-081-1001","AQS","6","26","51","20"
"12/26/2016","25","PM2.5","Redwood City","06-081-1001","AQS","6","21","25","19"
"12/27/2016","42","NO2","Redwood City","06-081-1001","AQS","8","13","38","42"
"12/28/2016","39","PM2.5","Redwood City","06-081-1001","AQS","8","14","39","29"
"12/29/2016","47","PM2.5","Redwood City","06-081-1001","AQS","8","14","47","31"
"12/30/2016","55","PM2.5","Redwood City","06-081-1001","AQS","10","27","55","27"
"12/31/2016","38","PM2.5","Redwood City","06-081-1001","AQS","3","27","38","22"
