"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"02/11/2016","51","Ozone","Red Hills","06-079-8005","AQS","51","1","23","27","24"
"02/12/2016","58","PM2.5","Atascadero","06-079-8002","AQS","47","0","31","58","25"
"02/13/2016","60","PM2.5","Atascadero","06-079-8002","AQS","43","0","60","60","11"
"02/14/2016","35","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","35","0","16","29","10"
"02/15/2016","40","Ozone","Red Hills","06-079-8005","AQS","40","0","15","28","9"
"02/16/2016","47","Ozone","Red Hills","06-079-8005","AQS","47","0","25","33","27"
"02/17/2016","42","Ozone","Red Hills","06-079-8005","AQS","42","0","17","22","18"
"02/18/2016","41","Ozone","Morro Bay","06-079-3001","AQS","41","0","18","17","15"
"02/19/2016","39","Ozone","Morro Bay","06-079-3001","AQS","39","0","32","29","16"
"02/20/2016","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","54","55","15"
"02/21/2016","57","PM10","Arroyo Grande CDF","06-079-2007","AQS","40","0","57","55","7"
"02/22/2016","41","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","41","0","12","28","9"
"02/23/2016","45","Ozone","Red Hills","06-079-8005","AQS","45","0","25","35","24"
"02/24/2016","49","Ozone","Red Hills","06-079-8005","AQS","49","0","36","40","25"
"02/25/2016","51","Ozone","Red Hills","06-079-8005","AQS","51","0","36","50","22"
"02/26/2016","50","Ozone","Red Hills","06-079-8005","AQS","50","0","27","45","16"
"02/27/2016","62","PM10","Arroyo Grande CDF","06-079-2007","AQS","39","0","62","55","9"
"02/28/2016","53","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","0","53","52","8"
"02/29/2016","42","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","42","0","19","25","21"
"03/01/2016","43","Ozone","Red Hills","06-079-8005","AQS","43","0","37","38","34"
"03/02/2016","42","Ozone","Red Hills","06-079-8005","AQS","42","0","20","21","11"
"03/03/2016","35","Ozone","Red Hills","06-079-8005","AQS","35","0","18","20","10"
"03/04/2016","34","Ozone","Red Hills","06-079-8005","AQS","34","0","11","10","8"
"03/05/2016","39","Ozone","Morro Bay","06-079-3001","AQS","39","0","5","0","4"
"03/06/2016","43","Ozone","Morro Bay","06-079-3001","AQS","43","0","22","34","9"
"03/07/2016","41","Ozone","Morro Bay","06-079-3001","AQS","41","0","13","19","7"
"03/08/2016","68","PM10","Arroyo Grande CDF","06-079-2007","AQS","36","0","68","53","12"
"03/09/2016","38","Ozone","Red Hills","06-079-8005","AQS","38","0","26","23","9"
"03/10/2016","40","Ozone","Red Hills","06-079-8005","AQS","40","0","9","14","11"
"03/11/2016","42","Ozone","Morro Bay","06-079-3001","AQS","42","0","19","23","7"
"03/12/2016","38","Ozone","Morro Bay","06-079-3001","AQS","38","0","22","27","13"
"03/13/2016","38","Ozone","Morro Bay","06-079-3001","AQS","38","0","13","17","8"
"03/14/2016","57","PM10","Arroyo Grande CDF","06-079-2007","AQS","38","0","57","48","12"
"03/15/2016","43","Ozone","Carrizo Plains","06-079-8006","AQS","43","0","12","18","10"
"03/16/2016","42","Ozone","Atascadero","06-079-8002","AQS","42","0","23","29","13"
"03/17/2016","54","Ozone","Red Hills","06-079-8005","AQS","54","0","23","34","16"
"03/18/2016","49","Ozone","Red Hills","06-079-8005","AQS","49","0","18","28","7"
"03/19/2016","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","27","25","8"
"03/20/2016","33","Ozone","San Luis Obispo","06-079-2006","AQS","33","0","9","13","6"
"03/21/2016","40","Ozone","Paso Robles","06-079-0005","AQS","40","0","21","10","7"
"03/22/2016","79","PM10","Arroyo Grande CDF","06-079-2007","AQS","40","0","79","68","13"
"03/23/2016","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","0","51","52","9"
"03/24/2016","62","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","0","62","62","11"
"03/25/2016","77","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","0","77","74","8"
"03/26/2016","76","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","1","76","73","15"
"03/27/2016","58","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","0","58","57","5"
"03/28/2016","86","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","0","86","75","8"
"03/29/2016","39","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","39","0","25","33","14"
"03/30/2016","45","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","44","45","10"
"03/31/2016","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","44","52","11"
"04/01/2016","53","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","0","53","52","11"
"04/02/2016","47","Ozone","Red Hills","06-079-8005","AQS","47","0","21","38","7"
"04/03/2016","48","Ozone","Red Hills","06-079-8005","AQS","48","0","14","29","7"
"04/04/2016","67","PM10","Arroyo Grande CDF","06-079-2007","AQS","47","0","67","63","13"
"04/05/2016","49","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","49","0","41","33","14"
"04/06/2016","74","Ozone","Red Hills","06-079-8005","AQS","74","0","31","33","18"
"04/07/2016","54","Ozone","Red Hills","06-079-8005","AQS","54","0","19","31","12"
"04/08/2016","31","Ozone","Paso Robles","06-079-0005","AQS","31","0","12","18","4"
"04/09/2016","30","Ozone","Paso Robles","06-079-0005","AQS","30","0","14","13","5"
"04/10/2016","31","Ozone","Paso Robles","06-079-0005","AQS","31","0","18","11","2"
"04/11/2016","34","Ozone","Morro Bay","06-079-3001","AQS","34","0","19","6","4"
"04/12/2016","49","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","0","49","46","9"
"04/13/2016","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","0","59","59","10"
"04/14/2016","67","PM10","Arroyo Grande CDF","06-079-2007","AQS","46","0","67","66","12"
"04/15/2016","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","0","66","67","8"
"04/16/2016","51","Ozone","Red Hills","06-079-8005","AQS","51","0","38","38","13"
"04/17/2016","74","Ozone","Red Hills","06-079-8005","AQS","74","0","31","39","13"
"04/18/2016","77","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","77","0","33","34","17"
"04/19/2016","87","Ozone","Red Hills","06-079-8005","AQS","87","0","33","31","18"
"04/20/2016","64","Ozone","Red Hills","06-079-8005","AQS","64","0","23","25","15"
"04/21/2016","54","Ozone","Red Hills","06-079-8005","AQS","54","0","16","12","17"
"04/22/2016","44","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","44","0","12","6","7"
"04/23/2016","69","PM10","Arroyo Grande CDF","06-079-2007","AQS","48","0","69","62","4"
"04/24/2016","84","PM10","Arroyo Grande CDF","06-079-2007","AQS","47","0","84","78","4"
"04/25/2016","84","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","0","81","84","13"
"04/26/2016","74","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","0","71","74","14"
"04/27/2016","63","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","57","63","16"
"04/28/2016","65","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","62","65","9"
"04/29/2016","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","44","52","4"
"04/30/2016","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","0","50","59","8"
"05/01/2016","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","1","35","50","7"
"05/02/2016","50","Ozone","Red Hills","06-079-8005","AQS","50","0","25","29","7"
"05/03/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","0","21","28","8"
"05/04/2016","44","Ozone","Red Hills","06-079-8005","AQS","44","0","17","19","6"
"05/05/2016","37","Ozone","Carrizo Plains","06-079-8006","AQS","37","0","19","20","8"
"05/06/2016","36","Ozone","Carrizo Plains","06-079-8006","AQS","36","0","22","16","7"
"05/07/2016","36","Ozone","Carrizo Plains","06-079-8006","AQS","36","0","15","16","4"
"05/08/2016","41","Ozone","Red Hills","06-079-8005","AQS","41","0","9","9","5"
"05/09/2016","41","Ozone","Carrizo Plains","06-079-8006","AQS","41","0","19","15","11"
"05/10/2016","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","19","12","3"
"05/11/2016","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","0","22","18","4"
"05/12/2016","80","Ozone","Red Hills","06-079-8005","AQS","80","0","17","20","3"
"05/13/2016","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","0","20","25","3"
"05/14/2016","67","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","66","67","5"
"05/15/2016","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","61","61","3"
"05/16/2016","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","44","48","4"
"05/17/2016","47","Ozone","Carrizo Plains","06-079-8006","AQS","47","0","24","28","9"
"05/18/2016","48","Ozone","Red Hills","06-079-8005","AQS","48","0","18","14","13"
"05/19/2016","44","Ozone","Red Hills","06-079-8005","AQS","44",".","32","29","5"
"05/20/2016","38","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","31","38","7"
"05/21/2016","35","Ozone","Red Hills","06-079-8005","AQS","35","0","26","30","5"
"05/22/2016","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","56","56","4"
"05/23/2016","38","Ozone","Red Hills","06-079-8005","AQS","38","0","25","28","8"
"05/24/2016","28","Ozone","Morro Bay","06-079-3001","AQS","28","0","6","3","2"
"05/25/2016","32","Ozone","Carrizo Plains","06-079-8006","AQS","32","0","31","29","2"
"05/26/2016","47","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","1","47","47","7"
"05/27/2016","50","Ozone","Red Hills","06-079-8005","AQS","50","1","29","42","6"
"05/28/2016","58","Ozone","Red Hills","06-079-8005","AQS","58","3","31","45","7"
"05/29/2016","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","3","19","23","3"
"05/30/2016","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","3","17","22","5"
"05/31/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","3","23","23","10"
"06/01/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","3","22","24","9"
"06/02/2016","58","Ozone","Red Hills","06-079-8005","AQS","58","3","21","23","14"
"06/03/2016","112","Ozone","Red Hills","06-079-8005","AQS","112","3","21","28","11"
"06/04/2016","112","Ozone","Red Hills","06-079-8005","AQS","112","0","22","25","12"
"06/05/2016","71","Ozone","Red Hills","06-079-8005","AQS","71","0","21","22","6"
"06/06/2016","47","Ozone","Red Hills","06-079-8005","AQS","47","0","18","10","5"
"06/07/2016","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","29","26","3"
"06/08/2016","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","0","54","55","7"
"06/09/2016","44","Ozone","Red Hills","06-079-8005","AQS","44","0","43","42","5"
"06/10/2016","47","Ozone","Red Hills","06-079-8005","AQS","47","0","25","26","7"
"06/11/2016","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","34","38","4"
"06/12/2016","37","Ozone","Red Hills","06-079-8005","AQS","37","0","27","32","2"
"06/13/2016","44","Ozone","Red Hills","06-079-8005","AQS","44","0","31","35","3"
"06/14/2016","95","PM10","Arroyo Grande CDF","06-079-2007","AQS","48","0","95","89","6"
"06/15/2016","52","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","49","52","7"
"06/16/2016","57","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","57","57","6"
"06/17/2016","38","Ozone","Red Hills","06-079-8005","AQS","38","0","22","22","8"
"06/18/2016","51","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","0","51","47","8"
"06/19/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","0","46","48","5"
"06/20/2016","87","Ozone","Red Hills","06-079-8005","AQS","87","0","57","67","7"
"06/21/2016","87","Ozone","Red Hills","06-079-8005","AQS","87","0","48","60","13"
"06/22/2016","58","Ozone","Red Hills","06-079-8005","AQS","58","0","35","55","18"
"06/23/2016","93","Ozone","Red Hills","06-079-8005","AQS","93","0","52","55","8"
"06/24/2016","77","Ozone","Paso Robles","06-079-0005","AQS","77","0","60","59","6"
"06/25/2016","84","Ozone","Red Hills","06-079-8005","AQS","84","0","71","75","10"
"06/26/2016","87","Ozone","Red Hills","06-079-8005","AQS","87","0","43","58","6"
"06/27/2016","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","0","48","56","13"
"06/28/2016","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","43","56","14"
"06/29/2016","64","Ozone","Red Hills","06-079-8005","AQS","64","0","24","44","14"
"06/30/2016","67","Ozone","Red Hills","06-079-8005","AQS","67","0","33","36","4"
"07/01/2016","84","Ozone","Red Hills","06-079-8005","AQS","84","0","21","27","5"
"07/02/2016","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","29","24","3"
"07/03/2016","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","26","28","3"
"07/04/2016","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","14","18","3"
"07/05/2016","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","0","16","16","5"
"07/06/2016","47","Ozone","Carrizo Plains","06-079-8006","AQS","47","0","18","18","4"
"07/07/2016","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","19","21","3"
"07/08/2016","44","Ozone","Red Hills","06-079-8005","AQS","44","0","12","10","3"
"07/09/2016","36","PM10","Arroyo Grande CDF","06-079-2007","AQS","34","0","36","13","7"
"07/10/2016","95","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","0","95","87","4"
"07/11/2016","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","32","38","8"
"07/12/2016","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","25","38","12"
"07/13/2016","67","Ozone","Red Hills","06-079-8005","AQS","67","0","21","32","13"
"07/14/2016","87","Ozone","Red Hills","06-079-8005","AQS","87","0","33","30","12"
"07/15/2016","71","Ozone","Red Hills","06-079-8005","AQS","71","0","21","20","12"
"07/16/2016","71","Ozone","Carrizo Plains","06-079-8006","AQS","71","0","17","17","8"
"07/17/2016","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","15","21","5"
"07/18/2016","44","Ozone","Red Hills","06-079-8005","AQS","44","0","21","27","5"
"07/19/2016","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","19","29","9"
"07/20/2016","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","25","32","13"
"07/21/2016","67","Ozone","Red Hills","06-079-8005","AQS","67","0","35","30","9"
"07/22/2016","77","Ozone","Red Hills","06-079-8005","AQS","77","0","59","43","9"
"07/23/2016","80","Ozone","Red Hills","06-079-8005","AQS","80","0","65","70","8"
"07/24/2016","90","Ozone","Red Hills","06-079-8005","AQS","90","0","39","65","7"
"07/25/2016","58","Ozone","Red Hills","06-079-8005","AQS","58","0","37","54","8"
"07/26/2016","101","Ozone","Red Hills","06-079-8005","AQS","101","0","41","59","8"
"07/27/2016","101","Ozone","Red Hills","06-079-8005","AQS","101","0","40","60","15"
"07/28/2016","156","Ozone","Carrizo Plains","06-079-8006","AQS","156","0","44","75","13"
"07/29/2016","115","Ozone","Red Hills","06-079-8005","AQS","115","0","39","64","9"
"07/30/2016","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","27","38","7"
"07/31/2016","47","Ozone","Red Hills","06-079-8005","AQS","47","0","26","15","6"
"08/01/2016","37","Ozone","Red Hills","06-079-8005","AQS","37","16","22","19","7"
"08/02/2016","36","Ozone","Carrizo Plains","06-079-8006","AQS","36","3","23","34","6"
"08/03/2016","84","Ozone","Red Hills","06-079-8005","AQS","84","0","32","70","8"
"08/04/2016","119","Ozone","Carrizo Plains","06-079-8006","AQS","119","0","51","70","7"
"08/05/2016","48","Ozone","Red Hills","06-079-8005","AQS","48","0","35","45","5"
"08/06/2016","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","0","38","60","6"
"08/07/2016","68","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","54","0","64","68","7"
"08/08/2016","54","Ozone","Red Hills","06-079-8005","AQS","54","0","38","44","10"
"08/09/2016","52","PM2.5","San Luis Obispo","06-079-2006","AQS","44","0","25","52","6"
"08/10/2016","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","0","22","41","6"
"08/11/2016","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","0","22","33","6"
"08/12/2016","97","Ozone","Red Hills","06-079-8005","AQS","97","0","31","30","10"
"08/13/2016","115","Ozone","Red Hills","06-079-8005","AQS","115","0","34","69","13"
"08/14/2016","90","Ozone","Red Hills","06-079-8005","AQS","90","0","29","38","8"
"08/15/2016","77","Ozone","Red Hills","06-079-8005","AQS","77","0","32","57","11"
"08/16/2016","97","Ozone","Red Hills","06-079-8005","AQS","97","0","43","77","11"
"08/17/2016","100","Ozone","Red Hills","06-079-8005","AQS","100","0","33","58","18"
"08/18/2016","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","22","29","18"
"08/19/2016","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","0","23","30","11"
"08/20/2016","100","Ozone","Red Hills","06-079-8005","AQS","100","0","27","42","8"
"08/21/2016","59","PM2.5","San Luis Obispo","06-079-2006","AQS","51","0","30","59","7"
"08/22/2016","67","Ozone","Carrizo Plains","06-079-8006","AQS","67","0","27","47","8"
"08/23/2016","93","Ozone","Carrizo Plains","06-079-8006","AQS","93","0","35","51","6"
"08/24/2016","100","Ozone","Carrizo Plains","06-079-8006","AQS","100","0","28","41","11"
"08/25/2016","87","Ozone","Carrizo Plains","06-079-8006","AQS","87","0","22","38","9"
"08/26/2016","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","16","35","8"
"08/27/2016","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","25","35","8"
"08/28/2016","97","Ozone","Red Hills","06-079-8005","AQS","97","0","56","54","7"
"08/29/2016","105","Ozone","Red Hills","06-079-8005","AQS","105","0","32","48","9"
"08/30/2016","90","Ozone","Carrizo Plains","06-079-8006","AQS","90","0","76","75","10"
"08/31/2016","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","0","36","34","14"
"09/01/2016","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","33","31","8"
"09/02/2016","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","0","25","20","7"
"09/03/2016","45","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","36","0","40","45","6"
"09/04/2016","62","PM10","Arroyo Grande CDF","06-079-2007","AQS","36","0","62","59","4"
"09/05/2016","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","0","49","54","8"
"09/06/2016","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","0","34","42","12"
"09/07/2016","80","Ozone","Red Hills","06-079-8005","AQS","80","0","32","27","17"
"09/08/2016","80","Ozone","Carrizo Plains","06-079-8006","AQS","80","0","25","37","8"
"09/09/2016","84","Ozone","Carrizo Plains","06-079-8006","AQS","84","0","31","40","12"
"09/10/2016","77","Ozone","Red Hills","06-079-8005","AQS","77","0","31","36","7"
"09/11/2016","44","Ozone","Red Hills","06-079-8005","AQS","44","0","20","28","5"
"09/12/2016","35","Ozone","Carrizo Plains","06-079-8006","AQS","35","0","22","33","8"
"09/13/2016","35","Ozone","Carrizo Plains","06-079-8006","AQS","35","0","27","33","9"
"09/14/2016","48","Ozone","Red Hills","06-079-8005","AQS","48","0","29","30","11"
"09/15/2016","64","Ozone","Red Hills","06-079-8005","AQS","64","0","34","42","15"
"09/16/2016","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","0","32","44","14"
"09/17/2016","87","Ozone","Paso Robles","06-079-0005","AQS","87","0","34","45","13"
"09/18/2016","74","Ozone","Carrizo Plains","06-079-8006","AQS","74","0","31","40","17"
"09/19/2016","84","Ozone","Atascadero","06-079-8002","AQS","84","0","51","81","21"
"09/20/2016","58","PM2.5","Atascadero","06-079-8002","AQS","40","0","33","58","18"
"09/21/2016","63","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","0","63","60","17"
"09/22/2016","84","PM10","Arroyo Grande CDF","06-079-2007","AQS","35","0","84","79","14"
"09/23/2016","69","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","69","68","9"
"09/24/2016","70","PM10","Arroyo Grande CDF","06-079-2007","AQS","48","0","70","63","17"
"09/25/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","0","51","41","21"
"09/26/2016","93","Ozone","Red Hills","06-079-8005","AQS","93","0","54","34","20"
"09/27/2016","100","Ozone","Red Hills","06-079-8005","AQS","100","0","61","54","23"
"09/28/2016","61","Ozone","Red Hills","06-079-8005","AQS","61","0","32","26","20"
"09/29/2016","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","29","27","12"
"09/30/2016","42","Ozone","Carrizo Plains","06-079-8006","AQS","42","0","33","38","13"
"10/01/2016","94","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","94","94","7"
"10/02/2016","77","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","0","77","76","7"
"10/03/2016","60","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","59","60","13"
"10/04/2016","65","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","0","65","62","15"
"10/05/2016","72","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","72","71","13"
"10/06/2016","53","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","0","53","49","13"
"10/07/2016","67","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","67","0","55","41","17"
"10/08/2016","84","Ozone","Red Hills","06-079-8005","AQS","84","0","53","42","24"
"10/09/2016","74","Ozone","Red Hills","06-079-8005","AQS","74","0","33","31","13"
"10/10/2016","40","Ozone","Red Hills","06-079-8005","AQS","40","0","19","28","15"
"10/11/2016","39","Ozone","Morro Bay","06-079-3001","AQS","39","0","24","20","5"
"10/12/2016","51","Ozone","Red Hills","06-079-8005","AQS","51","0","28","26","12"
"10/13/2016","58","Ozone","Red Hills","06-079-8005","AQS","58","0","25","26","12"
"10/14/2016","31","Ozone","Carrizo Plains","06-079-8006","AQS","31","0","20","12","16"
"10/15/2016","21","Ozone","Red Hills","06-079-8005","AQS","21","0","11","10","6"
"10/16/2016","32","Ozone","Red Hills","06-079-8005","AQS","32","0","8","10","2"
"10/17/2016","39","Ozone","Paso Robles","06-079-0005","AQS","39","0","38","26","7"
"10/18/2016","39","Ozone","Paso Robles","06-079-0005","AQS","39","0","25","29","6"
"10/19/2016","44","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","44","0","19","20","14"
"10/20/2016","67","Ozone","Red Hills","06-079-8005","AQS","67","0","35","42","17"
"10/21/2016","84","Ozone","Red Hills","06-079-8005","AQS","84","0","35","32","25"
"10/22/2016","67","Ozone","Red Hills","06-079-8005","AQS","67","0","26","23","21"
"10/23/2016","58","Ozone","Red Hills","06-079-8005","AQS","58","0","26","33","12"
"10/24/2016","33","Ozone","Red Hills","06-079-8005","AQS","33","0","22","27","9"
"10/25/2016","33","Ozone","Red Hills","06-079-8005","AQS","33","0","21","20","14"
"10/26/2016","35","Ozone","Red Hills","06-079-8005","AQS","35","0","20","16","16"
"10/27/2016","35","Ozone","Red Hills","06-079-8005","AQS","35","0","20","18","13"
"10/28/2016","31","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","31","0","6","1","8"
