"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"02/02/2018","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"02/03/2018","56","PM2.5","Quincy-N Church Street","06-063-1006","AQS","56"
"02/04/2018","70","PM2.5","Portola","06-063-1010","AQS","70"
"02/05/2018","58","PM2.5","Quincy-N Church Street","06-063-1006","AQS","58"
"02/06/2018","61","PM2.5","Quincy-N Church Street","06-063-1006","AQS","61"
"02/07/2018","72","PM2.5","Portola","06-063-1010","AQS","72"
"02/08/2018","63","PM2.5","Quincy-N Church Street","06-063-1006","AQS","63"
"02/09/2018","60","PM2.5","Quincy-N Church Street","06-063-1006","AQS","60"
"02/10/2018","80","PM2.5","Portola","06-063-1010","AQS","80"
"02/11/2018","58","PM2.5","Quincy-N Church Street","06-063-1006","AQS","58"
"02/12/2018","37","PM2.5","Quincy-N Church Street","06-063-1006","AQS","37"
"02/13/2018","64","PM2.5","Portola","06-063-1010","AQS","64"
"02/14/2018","49","PM2.5","Quincy-N Church Street","06-063-1006","AQS","49"
"02/15/2018","59","PM2.5","Quincy-N Church Street","06-063-1006","AQS","59"
"02/16/2018","80","PM2.5","Portola","06-063-1010","AQS","80"
"02/17/2018","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"02/18/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"02/19/2018","90","PM2.5","Portola","06-063-1010","AQS","90"
"02/20/2018","40","PM2.5","Quincy-N Church Street","06-063-1006","AQS","40"
"02/21/2018","38","PM2.5","Quincy-N Church Street","06-063-1006","AQS","38"
"02/22/2018","56","PM2.5","Portola","06-063-1010","AQS","56"
"02/23/2018","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"02/24/2018","48","PM2.5","Quincy-N Church Street","06-063-1006","AQS","48"
"02/25/2018","84","PM2.5","Portola","06-063-1010","AQS","84"
"02/26/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"02/28/2018","62","PM2.5","Portola","06-063-1010","AQS","62"
"03/01/2018","4","PM2.5","Quincy-N Church Street","06-063-1006","AQS","4"
"03/02/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"03/03/2018","55","PM2.5","Portola","06-063-1010","AQS","55"
"03/04/2018","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"03/05/2018","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"03/06/2018","89","PM2.5","Portola","06-063-1010","AQS","89"
"03/07/2018","59","PM2.5","Quincy-N Church Street","06-063-1006","AQS","59"
"03/08/2018","36","PM2.5","Quincy-N Church Street","06-063-1006","AQS","36"
"03/09/2018","82","PM2.5","Portola","06-063-1010","AQS","82"
"03/10/2018","48","PM2.5","Quincy-N Church Street","06-063-1006","AQS","48"
"03/11/2018","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"03/12/2018","72","PM2.5","Portola","06-063-1010","AQS","72"
"03/13/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"03/14/2018","32","PM2.5","Quincy-N Church Street","06-063-1006","AQS","32"
"03/15/2018","35","PM2.5","Portola","06-063-1010","AQS","35"
"03/16/2018","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"03/17/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"03/18/2018","73","PM2.5","Portola","06-063-1010","AQS","73"
"03/19/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"03/20/2018","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"03/21/2018","71","PM2.5","Portola","06-063-1010","AQS","71"
"03/22/2018","12","PM2.5","Quincy-N Church Street","06-063-1006","AQS","12"
"03/23/2018","10","PM2.5","Quincy-N Church Street","06-063-1006","AQS","10"
"03/24/2018","20","PM2.5","Portola","06-063-1010","AQS","20"
"03/25/2018","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"03/26/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"03/27/2018","58","PM2.5","Portola","06-063-1010","AQS","58"
"03/28/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"03/29/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"03/30/2018","65","PM2.5","Portola","06-063-1010","AQS","65"
"03/31/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"04/01/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"04/02/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"04/03/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"04/04/2018","45","PM2.5","Portola","06-063-1010","AQS","45"
"04/06/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"04/07/2018","12","PM2.5","Quincy-N Church Street","06-063-1006","AQS","12"
"04/08/2018","71","PM2.5","Portola","06-063-1010","AQS","71"
"04/09/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"04/10/2018","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"04/11/2018","28","PM2.5","Portola","06-063-1010","AQS","28"
"04/12/2018","37","PM2.5","Portola","06-063-1010","AQS","37"
"04/14/2018","53","PM2.5","Portola","06-063-1010","AQS","53"
"04/15/2018","48","PM2.5","Portola","06-063-1010","AQS","48"
"04/16/2018","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"04/17/2018","35","PM2.5","Portola","06-063-1010","AQS","35"
"04/18/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"04/19/2018","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"04/20/2018","63","PM2.5","Portola","06-063-1010","AQS","63"
"04/21/2018","42","PM2.5","Portola","06-063-1010","AQS","42"
"04/22/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"04/23/2018","66","PM2.5","Portola","06-063-1010","AQS","66"
"04/24/2018","32","PM2.5","Quincy-N Church Street","06-063-1006","AQS","32"
"04/25/2018","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"04/26/2018","38","PM2.5","Quincy-N Church Street","06-063-1006","AQS","38"
"04/27/2018","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"04/28/2018","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"04/29/2018","24","PM2.5","Portola","06-063-1010","AQS","24"
"04/30/2018","10","PM2.5","Quincy-N Church Street","06-063-1006","AQS","10"
"05/01/2018","10","PM2.5","Quincy-N Church Street","06-063-1006","AQS","10"
"05/02/2018","24","PM2.5","Portola","06-063-1010","AQS","24"
"05/03/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"05/04/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"05/05/2018","26","PM2.5","Portola","06-063-1010","AQS","26"
"05/06/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"05/07/2018","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"05/08/2018","21","PM2.5","Portola","06-063-1010","AQS","21"
"05/09/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"05/10/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"05/11/2018","14","PM2.5","Portola","06-063-1010","AQS","14"
"05/12/2018","10","PM2.5","Quincy-N Church Street","06-063-1006","AQS","10"
"05/13/2018","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"05/14/2018","17","PM2.5","Portola","06-063-1010","AQS","17"
"05/15/2018","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"05/16/2018","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"05/17/2018","21","PM2.5","Portola","06-063-1010","AQS","21"
"05/18/2018","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"05/19/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"05/20/2018","28","PM2.5","Portola","06-063-1010","AQS","28"
"05/21/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"05/22/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"05/23/2018","24","PM2.5","Portola","06-063-1010","AQS","24"
"05/24/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"05/25/2018","9","PM2.5","Quincy-N Church Street","06-063-1006","AQS","9"
"05/26/2018","35","PM2.5","Portola","06-063-1010","AQS","35"
"05/27/2018","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"05/28/2018","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"05/29/2018","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"05/30/2018","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"05/31/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"06/01/2018","20","PM2.5","Portola","06-063-1010","AQS","20"
"06/02/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"06/03/2018","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"06/04/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"06/05/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"06/06/2018","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"06/07/2018","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"06/08/2018","27","PM2.5","Quincy-N Church Street","06-063-1006","AQS","27"
"06/09/2018","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"06/10/2018","10","PM2.5","Quincy-N Church Street","06-063-1006","AQS","10"
"06/11/2018","11","PM2.5","Quincy-N Church Street","06-063-1006","AQS","11"
"06/12/2018","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"06/13/2018","22","PM2.5","Portola","06-063-1010","AQS","22"
"06/14/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"06/15/2018","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"06/16/2018","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"06/17/2018","12","PM2.5","Quincy-N Church Street","06-063-1006","AQS","12"
"06/18/2018","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"06/19/2018","22","PM2.5","Portola","06-063-1010","AQS","22"
"06/20/2018","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"06/21/2018","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"06/22/2018","20","PM2.5","Portola","06-063-1010","AQS","20"
"06/23/2018","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"06/24/2018","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"06/25/2018","31","PM2.5","Portola","06-063-1010","AQS","31"
"06/26/2018","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"06/27/2018","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"06/28/2018","23","PM2.5","Portola","06-063-1010","AQS","23"
"06/29/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"06/30/2018","11","PM2.5","Quincy-N Church Street","06-063-1006","AQS","11"
"07/01/2018","19","PM2.5","Portola","06-063-1010","AQS","19"
"07/02/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"07/03/2018","47","PM2.5","Quincy-N Church Street","06-063-1006","AQS","47"
"07/04/2018","50","PM2.5","Quincy-N Church Street","06-063-1006","AQS","50"
"07/05/2018","27","PM2.5","Quincy-N Church Street","06-063-1006","AQS","27"
"07/06/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"07/07/2018","12","PM2.5","Portola","06-063-1010","AQS","12"
"07/08/2018","13","PM2.5","Quincy-N Church Street","06-063-1006","AQS","13"
"07/09/2018","15","PM2.5","Quincy-N Church Street","06-063-1006","AQS","15"
"07/10/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"07/11/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"07/12/2018","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"07/13/2018","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"07/14/2018","38","PM2.5","Quincy-N Church Street","06-063-1006","AQS","38"
"07/15/2018","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"07/16/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"07/17/2018","41","PM2.5","Quincy-N Church Street","06-063-1006","AQS","41"
"07/18/2018","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"07/19/2018","42","PM2.5","Portola","06-063-1010","AQS","42"
"07/20/2018","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"07/21/2018","29","PM2.5","Quincy-N Church Street","06-063-1006","AQS","29"
"07/22/2018","35","PM2.5","Portola","06-063-1010","AQS","35"
"07/23/2018","43","PM2.5","Quincy-N Church Street","06-063-1006","AQS","43"
"07/24/2018","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"07/25/2018","30","PM2.5","Quincy-N Church Street","06-063-1006","AQS","30"
"07/26/2018","74","PM2.5","Quincy-N Church Street","06-063-1006","AQS","74"
"07/27/2018","90","PM2.5","Quincy-N Church Street","06-063-1006","AQS","90"
"07/28/2018","118","PM2.5","Quincy-N Church Street","06-063-1006","AQS","118"
"07/29/2018","139","PM2.5","Quincy-N Church Street","06-063-1006","AQS","139"
"07/30/2018","151","PM2.5","Quincy-N Church Street","06-063-1006","AQS","151"
"07/31/2018","105","PM2.5","Quincy-N Church Street","06-063-1006","AQS","105"
"08/01/2018","80","PM2.5","Quincy-N Church Street","06-063-1006","AQS","80"
"08/02/2018","81","PM2.5","Quincy-N Church Street","06-063-1006","AQS","81"
"08/03/2018","79","PM2.5","Quincy-N Church Street","06-063-1006","AQS","79"
"08/04/2018","96","PM2.5","Quincy-N Church Street","06-063-1006","AQS","96"
"08/05/2018","106","PM2.5","Quincy-N Church Street","06-063-1006","AQS","106"
"08/06/2018","84","PM2.5","Portola","06-063-1010","AQS","84"
"08/07/2018","110","PM2.5","Quincy-N Church Street","06-063-1006","AQS","110"
"08/08/2018","105","PM2.5","Quincy-N Church Street","06-063-1006","AQS","105"
"08/09/2018","94","PM2.5","Portola","06-063-1010","AQS","94"
"08/10/2018","76","PM2.5","Quincy-N Church Street","06-063-1006","AQS","76"
"08/11/2018","61","PM2.5","Quincy-N Church Street","06-063-1006","AQS","61"
"08/12/2018","41","PM2.5","Portola","06-063-1010","AQS","41"
"08/13/2018","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"08/14/2018","27","PM2.5","Quincy-N Church Street","06-063-1006","AQS","27"
"08/15/2018","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"08/16/2018","78","PM2.5","Quincy-N Church Street","06-063-1006","AQS","78"
"08/17/2018","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"08/18/2018","22","PM2.5","Quincy-N Church Street","06-063-1006","AQS","22"
"08/19/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"08/21/2018","36","PM2.5","Portola","06-063-1010","AQS","36"
"08/22/2018","44","PM2.5","Quincy-N Church Street","06-063-1006","AQS","44"
"08/23/2018","52","PM2.5","Quincy-N Church Street","06-063-1006","AQS","52"
"08/24/2018","98","PM2.5","Quincy-N Church Street","06-063-1006","AQS","98"
"08/25/2018","93","PM2.5","Quincy-N Church Street","06-063-1006","AQS","93"
"08/26/2018","84","PM2.5","Quincy-N Church Street","06-063-1006","AQS","84"
"08/27/2018","46","PM2.5","Quincy-N Church Street","06-063-1006","AQS","46"
"08/28/2018","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"08/29/2018","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"08/30/2018","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"08/31/2018","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"09/01/2018","38","PM2.5","Quincy-N Church Street","06-063-1006","AQS","38"
"09/02/2018","39","PM2.5","Quincy-N Church Street","06-063-1006","AQS","39"
"09/03/2018","51","PM2.5","Quincy-N Church Street","06-063-1006","AQS","51"
"09/04/2018","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"09/05/2018","49","PM2.5","Portola","06-063-1010","AQS","49"
"09/06/2018","27","PM2.5","Quincy-N Church Street","06-063-1006","AQS","27"
"09/07/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"09/08/2018","23","PM2.5","Portola","06-063-1010","AQS","23"
"09/09/2018","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"09/10/2018","34","PM2.5","Quincy-N Church Street","06-063-1006","AQS","34"
"09/11/2018","46","PM2.5","Quincy-N Church Street","06-063-1006","AQS","46"
"09/12/2018","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"09/13/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"09/14/2018","18","PM2.5","Portola","06-063-1010","AQS","18"
"09/15/2018","16","PM2.5","Quincy-N Church Street","06-063-1006","AQS","16"
"09/16/2018","14","PM2.5","Quincy-N Church Street","06-063-1006","AQS","14"
"09/17/2018","20","PM2.5","Quincy-N Church Street","06-063-1006","AQS","20"
"09/18/2018","21","PM2.5","Quincy-N Church Street","06-063-1006","AQS","21"
"09/20/2018","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"09/21/2018","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"09/22/2018","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"09/23/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"09/24/2018","17","PM2.5","Quincy-N Church Street","06-063-1006","AQS","17"
"09/25/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"09/26/2018","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"09/27/2018","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"09/28/2018","33","PM2.5","Quincy-N Church Street","06-063-1006","AQS","33"
"09/29/2018","25","PM2.5","Quincy-N Church Street","06-063-1006","AQS","25"
"09/30/2018","23","PM2.5","Portola","06-063-1010","AQS","23"
"10/01/2018","19","PM2.5","Quincy-N Church Street","06-063-1006","AQS","19"
"10/02/2018","23","PM2.5","Portola","06-063-1010","AQS","23"
"10/03/2018","26","PM2.5","Quincy-N Church Street","06-063-1006","AQS","26"
"10/04/2018","9","PM2.5","Quincy-N Church Street","06-063-1006","AQS","9"
"10/05/2018","17","PM2.5","Portola","06-063-1010","AQS","17"
"10/06/2018","4","PM2.5","Quincy-N Church Street","06-063-1006","AQS","4"
"10/07/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"10/08/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"10/09/2018","18","PM2.5","Quincy-N Church Street","06-063-1006","AQS","18"
"10/10/2018","27","PM2.5","Quincy-N Church Street","06-063-1006","AQS","27"
"10/11/2018","34","PM2.5","Portola","06-063-1010","AQS","34"
"10/12/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"10/13/2018","42","PM2.5","Quincy-N Church Street","06-063-1006","AQS","42"
"10/14/2018","23","PM2.5","Quincy-N Church Street","06-063-1006","AQS","23"
"10/15/2018","41","PM2.5","Quincy-N Church Street","06-063-1006","AQS","41"
"10/16/2018","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"10/17/2018","58","PM2.5","Portola","06-063-1010","AQS","58"
"10/18/2018","52","PM2.5","Quincy-N Church Street","06-063-1006","AQS","52"
"10/19/2018","45","PM2.5","Quincy-N Church Street","06-063-1006","AQS","45"
"10/20/2018","53","PM2.5","Quincy-N Church Street","06-063-1006","AQS","53"
"10/21/2018","47","PM2.5","Quincy-N Church Street","06-063-1006","AQS","47"
"10/22/2018","43","PM2.5","Quincy-N Church Street","06-063-1006","AQS","43"
"10/23/2018","63","PM2.5","Portola","06-063-1010","AQS","63"
"10/24/2018","59","PM2.5","Quincy-N Church Street","06-063-1006","AQS","59"
"10/25/2018","56","PM2.5","Quincy-N Church Street","06-063-1006","AQS","56"
"10/26/2018","56","PM2.5","Portola","06-063-1010","AQS","56"
"10/27/2018","46","PM2.5","Quincy-N Church Street","06-063-1006","AQS","46"
"10/28/2018","40","PM2.5","Quincy-N Church Street","06-063-1006","AQS","40"
"10/29/2018","53","PM2.5","Portola","06-063-1010","AQS","53"
"10/31/2018","57","PM2.5","Portola","06-063-1010","AQS","57"
"11/01/2018","56","PM2.5","Quincy-N Church Street","06-063-1006","AQS","56"
"11/02/2018","58","PM2.5","Quincy-N Church Street","06-063-1006","AQS","58"
"11/03/2018","54","PM2.5","Quincy-N Church Street","06-063-1006","AQS","54"
"11/04/2018","75","PM2.5","Portola","06-063-1010","AQS","75"
"11/05/2018","68","PM2.5","Quincy-N Church Street","06-063-1006","AQS","68"
"11/06/2018","68","PM2.5","Quincy-N Church Street","06-063-1006","AQS","68"
"11/07/2018","79","PM2.5","Portola","06-063-1010","AQS","79"
"11/08/2018","70","PM2.5","Quincy-N Church Street","06-063-1006","AQS","70"
"11/09/2018","73","PM2.5","Quincy-N Church Street","06-063-1006","AQS","73"
"11/10/2018","76","PM2.5","Portola","06-063-1010","AQS","76"
"11/11/2018","68","PM2.5","Quincy-N Church Street","06-063-1006","AQS","68"
"11/12/2018","67","PM2.5","Quincy-N Church Street","06-063-1006","AQS","67"
"11/13/2018","88","PM2.5","Portola","06-063-1010","AQS","88"
"11/14/2018","84","PM2.5","Quincy-N Church Street","06-063-1006","AQS","84"
"11/15/2018","90","PM2.5","Quincy-N Church Street","06-063-1006","AQS","90"
"11/16/2018","77","PM2.5","Portola","06-063-1010","AQS","77"
"11/17/2018","91","PM2.5","Quincy-N Church Street","06-063-1006","AQS","91"
"11/18/2018","87","PM2.5","Quincy-N Church Street","06-063-1006","AQS","87"
"11/19/2018","88","PM2.5","Portola","06-063-1010","AQS","88"
"11/20/2018","76","PM2.5","Quincy-N Church Street","06-063-1006","AQS","76"
"11/21/2018","58","PM2.5","Quincy-N Church Street","06-063-1006","AQS","58"
"11/22/2018","26","PM2.5","Portola","06-063-1010","AQS","26"
"11/23/2018","24","PM2.5","Quincy-N Church Street","06-063-1006","AQS","24"
"11/24/2018","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"11/25/2018","53","PM2.5","Quincy-N Church Street","06-063-1006","AQS","53"
"11/26/2018","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"11/27/2018","61","PM2.5","Quincy-N Church Street","06-063-1006","AQS","61"
"11/28/2018","74","PM2.5","Portola","06-063-1010","AQS","74"
"11/29/2018","35","PM2.5","Quincy-N Church Street","06-063-1006","AQS","35"
"11/30/2018","59","PM2.5","Quincy-N Church Street","06-063-1006","AQS","59"
"12/01/2018","64","PM2.5","Portola","06-063-1010","AQS","64"
"12/02/2018","45","PM2.5","Quincy-N Church Street","06-063-1006","AQS","45"
"12/03/2018","48","PM2.5","Quincy-N Church Street","06-063-1006","AQS","48"
"12/04/2018","59","PM2.5","Quincy-N Church Street","06-063-1006","AQS","59"
"12/05/2018","53","PM2.5","Quincy-N Church Street","06-063-1006","AQS","53"
"12/06/2018","52","PM2.5","Quincy-N Church Street","06-063-1006","AQS","52"
"12/07/2018","46","PM2.5","Quincy-N Church Street","06-063-1006","AQS","46"
"12/08/2018","66","PM2.5","Quincy-N Church Street","06-063-1006","AQS","66"
"12/09/2018","60","PM2.5","Quincy-N Church Street","06-063-1006","AQS","60"
"12/10/2018","59","PM2.5","Portola","06-063-1010","AQS","59"
"12/11/2018","58","PM2.5","Quincy-N Church Street","06-063-1006","AQS","58"
"12/12/2018","68","PM2.5","Quincy-N Church Street","06-063-1006","AQS","68"
"12/13/2018","99","PM2.5","Portola","06-063-1010","AQS","99"
"12/14/2018","59","PM2.5","Quincy-N Church Street","06-063-1006","AQS","59"
"12/15/2018","55","PM2.5","Quincy-N Church Street","06-063-1006","AQS","55"
"12/16/2018","90","PM2.5","Portola","06-063-1010","AQS","90"
"12/17/2018","37","PM2.5","Quincy-N Church Street","06-063-1006","AQS","37"
"12/18/2018","42","PM2.5","Quincy-N Church Street","06-063-1006","AQS","42"
"12/19/2018","159","PM2.5","Portola","06-063-1010","AQS","159"
"12/20/2018","28","PM2.5","Quincy-N Church Street","06-063-1006","AQS","28"
"12/21/2018","39","PM2.5","Quincy-N Church Street","06-063-1006","AQS","39"
"12/22/2018","99","PM2.5","Portola","06-063-1010","AQS","99"
"12/24/2018","31","PM2.5","Quincy-N Church Street","06-063-1006","AQS","31"
"12/25/2018","55","PM2.5","Portola","06-063-1010","AQS","55"
"12/26/2018","58","PM2.5","Quincy-N Church Street","06-063-1006","AQS","58"
"12/27/2018","36","PM2.5","Quincy-N Church Street","06-063-1006","AQS","36"
"12/28/2018","55","PM2.5","Portola","06-063-1010","AQS","55"
"12/31/2018","21","PM2.5","Portola","06-063-1010","AQS","21"
