"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"03/29/2018","33","PM2.5","Napa","06-055-0003","AQS","6","31","33","15"
"03/30/2018","34","PM2.5","Napa","06-055-0003","AQS","5","33","34","17"
"03/31/2018","40","PM2.5","Napa","06-055-0003","AQS","5","29","40","11"
"04/01/2018","40","PM2.5","Napa","06-055-0003","AQS","3","35","40","8"
"04/02/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","5","34","33","13"
"04/03/2018","46","PM2.5","Napa","06-055-0003","AQS","5","39","46","13"
"04/04/2018","38","Ozone","Napa Valley College","06-055-0004","AQS","5","38","35","16"
"04/05/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","2","36","29","13"
"04/06/2018","23","Ozone","Napa Valley College","06-055-0004","AQS","2","23","7","5"
"04/07/2018","42","Ozone","Napa Valley College","06-055-0004","AQS","1","42","31","3"
"04/08/2018","40","Ozone","Napa Valley College","06-055-0004","AQS","2","40","37","6"
"04/09/2018","38","Ozone","Napa Valley College","06-055-0004","AQS","3","38","34","8"
"04/10/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","2","35","23","6"
"04/11/2018","46","Ozone","Napa Valley College","06-055-0004","AQS","3","46","20","8"
"04/12/2018","45","Ozone","Napa Valley College","06-055-0004","AQS","5","45","35","12"
"04/13/2018","43","Ozone","Napa Valley College","06-055-0004","AQS","3","43","42","22"
"04/14/2018","45","Ozone","Napa Valley College","06-055-0004","AQS","3","45","43","8"
"04/15/2018","43","Ozone","Napa Valley College","06-055-0004","AQS","2","43","35","8"
"04/16/2018","43","Ozone","Napa Valley College","06-055-0004","AQS","3","43","29","13"
"04/17/2018","31","PM2.5","Napa","06-055-0003","AQS","7","31","31","."
"04/18/2018","39","Ozone","Napa Valley College","06-055-0004","AQS","3","39","33","11"
"04/19/2018","40","PM2.5","Napa","06-055-0003","AQS","6","35","40","16"
"04/20/2018","42","PM2.5","Napa","06-055-0003","AQS","5","35","42","10"
"04/21/2018","44","PM2.5","Napa","06-055-0003","AQS","3","39","44","8"
"04/22/2018","43","PM2.5","Napa","06-055-0003","AQS","2","43","43","7"
"04/23/2018","62","PM2.5","Napa","06-055-0003","AQS","3","46","62","11"
"04/24/2018","56","PM2.5","Napa","06-055-0003","AQS","2","38","56","6"
"04/25/2018","51","PM2.5","Napa","06-055-0003","AQS","3","40","51","11"
"04/26/2018","46","PM2.5","Napa","06-055-0003","AQS","2","31","46","3"
"04/27/2018","43","PM2.5","Napa","06-055-0003","AQS","2","43","43","7"
"04/28/2018","47","Ozone","Napa Valley College","06-055-0004","AQS","2","47","30","7"
"04/29/2018","39","Ozone","Napa Valley College","06-055-0004","AQS","2","39","19","7"
"04/30/2018","39","PM2.5","Napa","06-055-0003","AQS","3","37","39","8"
"05/01/2018","42","PM2.5","Napa","06-055-0003","AQS","3","36","42","."
"05/02/2018","49","PM2.5","Napa","06-055-0003","AQS","1","42","49","."
"05/03/2018","33","PM2.5","Napa","06-055-0003","AQS","2","33","33","8"
"05/04/2018","43","PM2.5","Napa","06-055-0003","AQS","2","39","43","7"
"05/05/2018","36","PM2.5","Napa","06-055-0003","AQS","2","36","36","7"
"05/06/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","2","32","22","1"
"05/07/2018","40","Ozone","Napa Valley College","06-055-0004","AQS","2","40","29","11"
"05/08/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","2","32","28","13"
"05/09/2018","37","Ozone","Napa Valley College","06-055-0004","AQS","1","37","28","4"
"05/10/2018","40","PM2.5","Napa","06-055-0003","AQS","2","39","40","11"
"05/11/2018","43","Ozone","Napa","06-055-0003","AirNow","2","43","38","11"
"05/12/2018","42","PM2.5","Napa","06-055-0003","AQS",".","41","42","1"
"05/13/2018","37","PM2.5","Napa","06-055-0003","AQS",".","37","37","0"
"05/14/2018","19","PM2.5","Napa","06-055-0003","AQS",".",".","19","1"
"05/15/2018","20","PM2.5","Napa","06-055-0003","AQS","1",".","20","0"
"05/16/2018","40","Ozone","Napa Valley College","06-055-0004","AQS","2","40","20","6"
"05/17/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","3","31","24","8"
"05/18/2018","30","Ozone","Napa Valley College","06-055-0004","AQS","2","30","28","6"
"05/19/2018","43","PM2.5","Napa","06-055-0003","AQS","2","38","43","1"
"05/20/2018","41","PM2.5","Napa","06-055-0003","AQS","2","36","41","2"
"05/21/2018","48","PM2.5","Napa","06-055-0003","AQS","3","35","48","10"
"05/22/2018","45","PM2.5","Napa","06-055-0003","AQS","2","35","45","2"
"05/23/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","2","36","21","1"
"05/24/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","2","35","20","1"
"05/25/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","2","34","14","2"
"05/26/2018","30","Ozone","Napa Valley College","06-055-0004","AQS","2","30","25","2"
"05/27/2018","35","PM2.5","Napa Valley College","06-055-0004","AQS","2","35","35","8"
"05/28/2018","50","PM2.5","Napa Valley College","06-055-0004","AQS","2","44","50","8"
"05/29/2018","60","PM2.5","Napa Valley College","06-055-0004","AQS","2","38","60","10"
"05/30/2018","54","PM2.5","Napa Valley College","06-055-0004","AQS","2","35","54","4"
"05/31/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","2","35","30","2"
"06/01/2018","41","Ozone","Napa Valley College","06-055-0004","AQS","3","41","25","11"
"06/02/2018","49","Ozone","Napa Valley College","06-055-0004","AQS","3","49","35","8"
"06/03/2018","52","PM2.5","Napa Valley College","06-055-0004","AQS","3","43","52","6"
"06/04/2018","48","PM2.5","Napa Valley College","06-055-0004","AQS","3","39","48","10"
"06/05/2018","41","PM2.5","Napa Valley College","06-055-0004","AQS","2","40","41","10"
"06/06/2018","38","PM2.5","Napa Valley College","06-055-0004","AQS","2","34","38","7"
"06/07/2018","40","Ozone","Napa Valley College","06-055-0004","AQS","2","40","36","8"
"06/08/2018","40","Ozone","Napa Valley College","06-055-0004","AQS","5","40","32","12"
"06/09/2018","42","Ozone","Napa Valley College","06-055-0004","AQS","1","42","19","2"
"06/10/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","1","35","18","3"
"06/11/2018","37","Ozone","Napa Valley College","06-055-0004","AQS","2","37","25","9"
"06/12/2018","48","PM2.5","Napa Valley College","06-055-0004","AQS","2","43","48","8"
"06/13/2018","50","PM2.5","Napa Valley College","06-055-0004","AQS","2","39","50","10"
"06/14/2018","52","PM2.5","Napa Valley College","06-055-0004","AQS","1","32","52","4"
"06/15/2018","52","PM2.5","Napa Valley College","06-055-0004","AQS","1","30","52","3"
"06/16/2018","44","PM2.5","Napa Valley College","06-055-0004","AQS","1","31","44","1"
"06/17/2018","45","PM2.5","Napa Valley College","06-055-0004","AQS","1","39","45","2"
"06/18/2018","41","Ozone","Napa Valley College","06-055-0004","AQS","2","41","36","8"
"06/19/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","2","33","29","2"
"06/20/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","1","31","23","2"
"06/21/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","2","34","33","9"
"06/22/2018","48","PM2.5","Napa Valley College","06-055-0004","AQS","2","48","48","8"
"06/23/2018","49","PM2.5","Napa Valley College","06-055-0004","AQS","2","47","49","9"
"06/24/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","2","36","28","2"
"06/25/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","1","31","19","3"
"06/26/2018","45","PM2.5","Napa Valley College","06-055-0004","AQS","2","35","45","14"
"06/27/2018","51","PM2.5","Napa Valley College","06-055-0004","AQS","2","33","51","7"
"06/28/2018","47","PM2.5","Napa Valley College","06-055-0004","AQS","3","38","47","12"
"06/29/2018","52","PM2.5","Napa Valley College","06-055-0004","AQS","2","41","52","9"
"06/30/2018","51","PM2.5","Napa Valley College","06-055-0004","AQS","3","42","51","9"
"07/01/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","2","32","23","2"
"07/02/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","2","31","10","2"
"07/03/2018","55","PM2.5","Napa Valley College","06-055-0004","AQS","2","33","55","3"
"07/04/2018","44","PM2.5","Napa Valley College","06-055-0004","AQS","2","34","44","4"
"07/05/2018","36","PM2.5","Napa Valley College","06-055-0004","AQS","3","34","36","10"
"07/06/2018","25","PM2.5","Napa Valley College","06-055-0004","AQS","3",".","25","8"
"07/09/2018","40","Ozone","Napa Valley College","06-055-0004","AQS","3","40",".","."
"07/10/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","3","34","29","14"
"07/11/2018","29","Ozone","Napa Valley College","06-055-0004","AQS","2","29","27","5"
"07/12/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","2","33","21","5"
"07/13/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","3","35","18","4"
"07/14/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","3","31","17","2"
"07/15/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","2","32","26","2"
"07/16/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","3","36","26","4"
"07/17/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","3","34","24","5"
"07/18/2018","35","PM2.5","Napa Valley College","06-055-0004","AQS","3","35","35","5"
"07/19/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","3","34","30","8"
"07/20/2018","35","PM2.5","Napa Valley College","06-055-0004","AQS","3","35","35","9"
"07/21/2018","32","PM2.5","Napa Valley College","06-055-0004","AQS","3","31","32","4"
"07/22/2018","39","PM2.5","Napa Valley College","06-055-0004","AQS","3","34","39","1"
"07/23/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","3","36","35","6"
"07/24/2018","42","PM2.5","Napa Valley College","06-055-0004","AQS","5","38","42","3"
"07/25/2018","42","PM2.5","Napa Valley College","06-055-0004","AQS","5","40","42","."
"07/26/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","3","31","27","6"
"07/27/2018","31","PM2.5","Napa Valley College","06-055-0004","AQS","3","28","31","3"
"07/28/2018","28","Ozone","Napa Valley College","06-055-0004","AQS","3","28","27","3"
"07/29/2018","27","Ozone","Napa Valley College","06-055-0004","AQS","3","27","23","3"
"07/30/2018","29","PM2.5","Napa Valley College","06-055-0004","AQS","3","28","29","9"
"07/31/2018","38","PM2.5","Napa Valley College","06-055-0004","AQS","2","31","38","5"
"08/01/2018","38","PM2.5","Napa Valley College","06-055-0004","AQS","1","29","38","7"
"08/02/2018","40","PM2.5","Napa Valley College","06-055-0004","AQS","2",".","40","."
"08/03/2018","53","PM2.5","Napa Valley College","06-055-0004","AQS","2","32","53","10"
"08/04/2018","53","PM2.5","Napa Valley College","06-055-0004","AQS","3","29","53","11"
"08/05/2018","29","Ozone","Napa Valley College","06-055-0004","AQS","1","29","27","5"
"08/06/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","2","31","25","9"
"08/07/2018","29","PM2.5","Napa Valley College","06-055-0004","AQS","2","26","29","8"
"08/08/2018","54","PM2.5","Napa Valley College","06-055-0004","AQS","3","37","54","6"
"08/09/2018","48","PM2.5","Napa Valley College","06-055-0004","AQS","3","47","48","7"
"08/10/2018","38","PM2.5","Napa Valley College","06-055-0004","AQS","3","32","38","12"
"08/11/2018","33","PM2.5","Napa Valley College","06-055-0004","AQS","2","28","33","11"
"08/12/2018","45","PM2.5","Napa Valley College","06-055-0004","AQS","2","26","45","4"
"08/13/2018","52","PM2.5","Napa Valley College","06-055-0004","AQS","2","31","52","4"
"08/14/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","2","32","31","2"
"08/15/2018","53","PM2.5","Napa Valley College","06-055-0004","AQS","3","41","53","2"
"08/16/2018","61","PM2.5","Napa Valley College","06-055-0004","AQS","5","47","61","11"
"08/17/2018","54","PM2.5","Napa Valley College","06-055-0004","AQS","3","46","54","8"
"08/18/2018","55","PM2.5","Napa Valley College","06-055-0004","AQS","5","48","55","8"
"08/19/2018","64","PM2.5","Napa Valley College","06-055-0004","AQS","5","41","64","3"
"08/20/2018","75","PM2.5","Napa Valley College","06-055-0004","AQS","5","38","75","4"
"08/21/2018","53","PM2.5","Napa Valley College","06-055-0004","AQS","5","33","53","9"
"08/22/2018","68","PM2.5","Napa Valley College","06-055-0004","AQS","6","46","68","."
"08/23/2018","79","PM2.5","Napa Valley College","06-055-0004","AQS","6","49","79","."
"08/24/2018","61","PM2.5","Napa Valley College","06-055-0004","AQS","6","43","61","."
"08/25/2018","55","PM2.5","Napa Valley College","06-055-0004","AQS","5","34","55","."
"08/26/2018","48","PM2.5","Napa Valley College","06-055-0004","AQS","3","33","48","."
"08/27/2018","53","PM2.5","Napa Valley College","06-055-0004","AQS","2","31","53","."
"08/28/2018","28","PM2.5","Napa Valley College","06-055-0004","AQS","2","24","28","4"
"08/29/2018","42","Ozone","Napa Valley College","06-055-0004","AQS","3","42","38","8"
"08/30/2018","44","PM2.5","Napa Valley College","06-055-0004","AQS","3","44","44","9"
"08/31/2018","30","Ozone","Napa Valley College","06-055-0004","AQS","2","30","28","6"
"09/01/2018","37","PM2.5","Napa Valley College","06-055-0004","AQS","2","27","37","6"
"09/02/2018","53","PM2.5","Napa Valley College","06-055-0004","AQS","2","35","53","4"
"09/03/2018","55","PM2.5","Napa Valley College","06-055-0004","AQS","2","36","55","3"
"09/04/2018","50","PM2.5","Napa Valley College","06-055-0004","AQS","3","39","50","4"
"09/05/2018","44","PM2.5","Napa Valley College","06-055-0004","AQS","3","32","44","3"
"09/06/2018","38","PM2.5","Napa Valley College","06-055-0004","AQS","3","35","38","6"
"09/07/2018","40","Ozone","Napa Valley College","06-055-0004","AQS","5","40",".","13"
"09/08/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","3","31",".","7"
"09/09/2018","37","Ozone","Napa Valley College","06-055-0004","AQS","3","37",".","7"
"09/10/2018","39","Ozone","Napa Valley College","06-055-0004","AQS","5","39",".","12"
"09/11/2018","38","Ozone","Napa Valley College","06-055-0004","AQS","5","38","34","11"
"09/12/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","5","32","26","15"
"09/13/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","3","32","24","5"
"09/14/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","3","33","24","8"
"09/15/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","3","31","15","7"
"09/16/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","5","34","15","5"
"09/17/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","3","34","21","4"
"09/18/2018","35","PM2.5","Napa Valley College","06-055-0004","AQS","5","34","35","8"
"09/19/2018","47","PM2.5","Napa Valley College","06-055-0004","AQS","6","44","47","10"
"09/20/2018","87","Ozone","Napa Valley College","06-055-0004","AQS","7","87","48","17"
"09/21/2018","52","PM2.5","Napa Valley College","06-055-0004","AQS","6","44","52","19"
"09/22/2018","38","Ozone","Napa Valley College","06-055-0004","AQS","5","38","35","8"
"09/23/2018","36","PM2.5","Napa Valley College","06-055-0004","AQS","5","32","36","8"
"09/24/2018","53","PM2.5","Napa Valley College","06-055-0004","AQS","7","49","53","11"
"09/25/2018","51","PM2.5","Napa Valley College","06-055-0004","AQS","6","42","51","12"
"09/26/2018","54","Ozone","Napa Valley College","06-055-0004","AQS","3","54","44","12"
"09/27/2018","38","Ozone","Napa Valley College","06-055-0004","AQS","5","38","30","15"
"09/28/2018","42","Ozone","Napa Valley College","06-055-0004","AQS","2","42","33","6"
"09/29/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","2","33","29","11"
"09/30/2018","38","Ozone","Napa Valley College","06-055-0004","AQS","1","38","15","7"
"10/01/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","2","33","30","13"
"10/02/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","2","33","20","12"
"10/03/2018","3","CO","Napa Valley College","06-055-0004","AQS","3",".",".","."
"10/04/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","1","33","15","6"
"10/05/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","3","32","20","8"
"10/06/2018","37","Ozone","Napa Valley College","06-055-0004","AQS","2","37","13","11"
"10/07/2018","41","Ozone","Napa Valley College","06-055-0004","AQS","2","41","14","6"
"10/08/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","3","32","26","23"
"10/09/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","5","31","28","11"
"10/10/2018","33","PM2.5","Napa Valley College","06-055-0004","AQS","2","32","33","14"
"10/11/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","3","35",".","9"
"10/12/2018","39","Ozone","Napa Valley College","06-055-0004","AQS","5","39",".","15"
"10/13/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","5","36","32","12"
"10/14/2018","39","Ozone","Napa Valley College","06-055-0004","AQS","3","39","24","6"
"10/15/2018","45","Ozone","Napa Valley College","06-055-0004","AQS","2","45","13","12"
"10/16/2018","37","Ozone","Napa Valley College","06-055-0004","AQS","6","37","20","21"
"10/17/2018","46","PM2.5","Napa Valley College","06-055-0004","AQS","6","43","46","17"
"10/18/2018","52","PM2.5","Napa Valley College","06-055-0004","AQS","7","46","52","20"
"10/19/2018","93","Ozone","Napa Valley College","06-055-0004","AQS","8","93","54","18"
"10/20/2018","54","PM2.5","Napa Valley College","06-055-0004","AQS","7","46","54","14"
"10/21/2018","49","PM2.5","Napa Valley College","06-055-0004","AQS","6","35","49","8"
"10/22/2018","41","PM2.5","Napa Valley College","06-055-0004","AQS","6","36","41","11"
"10/23/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","7","36","32","12"
"10/24/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","6","31","26","11"
"10/25/2018","32","Ozone","Napa Valley College","06-055-0004","AQS","3","32","22","8"
"10/26/2018","45","Ozone","Napa Valley College","06-055-0004","AQS","3","45","34","15"
"10/27/2018","25","Ozone","Napa Valley College","06-055-0004","AQS","3","25","24","8"
"10/28/2018","30","Ozone","Napa Valley College","06-055-0004","AQS","2","30","11","9"
"10/29/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","3","36","22","21"
"10/30/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","6","36",".","17"
"10/31/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","6","34","21","23"
"11/01/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","7","35","30","19"
"11/02/2018","39","Ozone","Napa Valley College","06-055-0004","AQS","7","39","30","24"
"11/03/2018","34","Ozone","Napa Valley College","06-055-0004","AQS","6","34","24","20"
"11/04/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","6","35","26","11"
"11/05/2018","35","Ozone","Napa Valley College","06-055-0004","AQS","6","35","23","19"
"11/06/2018","33","Ozone","Napa Valley College","06-055-0004","AQS","7","33","28","29"
"11/07/2018","40","NO2","Napa Valley College","06-055-0004","AQS","7","37","28","40"
"11/08/2018","88","PM2.5","Napa Valley College","06-055-0004","AQS","6","47","88","17"
"11/09/2018","120","PM2.5","Napa Valley College","06-055-0004","AQS","11","24","120","28"
"11/10/2018","159","PM2.5","Napa Valley College","06-055-0004","AQS","13","31","159","27"
"11/11/2018","147","PM2.5","Napa Valley College","06-055-0004","AQS","13","49","147","25"
"11/12/2018","158","PM2.5","Napa Valley College","06-055-0004","AQS","11","38","158","29"
"11/13/2018","161","PM2.5","Napa Valley College","06-055-0004","AQS","13","31","161","37"
"11/14/2018","135","PM2.5","Napa Valley College","06-055-0004","AQS","13","36","135","36"
"11/15/2018","170","PM2.5","Napa Valley College","06-055-0004","AQS","13","38","170","41"
"11/16/2018","183","PM2.5","Napa Valley College","06-055-0004","AQS","13","40","183","35"
"11/17/2018","179","PM2.5","Napa Valley College","06-055-0004","AQS","13","50","179","28"
"11/18/2018","171","PM2.5","Napa Valley College","06-055-0004","AQS","11","44","171","25"
"11/19/2018","161","PM2.5","Napa Valley College","06-055-0004","AQS","11","31","161","32"
"11/20/2018","125","PM2.5","Napa Valley College","06-055-0004","AQS","9","38","125","33"
"11/21/2018","58","PM2.5","Napa Valley College","06-055-0004","AQS","7","23","58","21"
"11/22/2018","36","Ozone","Napa Valley College","06-055-0004","AQS","2","36","18","9"
"11/23/2018","31","Ozone","Napa Valley College","06-055-0004","AQS","2","31","10","9"
"11/24/2018","30","Ozone","Napa Valley College","06-055-0004","AQS","3","30","11","9"
"11/25/2018","22","PM2.5","Napa Valley College","06-055-0004","AQS","3","20","22","11"
"11/26/2018","22","PM2.5","Napa Valley College","06-055-0004","AQS","5","20","22","16"
