"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","SO2","PM10","PM25","NO2"
"01/29/2018","36","Ozone","Red Hills","06-079-8005","AQS","36","0","31","35","22"
"01/30/2018","37","Ozone","Red Hills","06-079-8005","AQS","37","0","25","35","25"
"01/31/2018","43","PM2.5","Atascadero","06-079-8002","AQS","38","1","26","43","12"
"02/01/2018","42","PM2.5","Atascadero","06-079-8002","AQS","42","0","24","42","14"
"02/02/2018","46","PM2.5","Atascadero","06-079-8002","AQS","39","0","31","46","18"
"02/03/2018","54","PM2.5","Atascadero","06-079-8002","AQS","49","0","28","54","25"
"02/04/2018","55","PM2.5","Atascadero","06-079-8002","AQS","44","0","27","55","22"
"02/05/2018","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","28","56","25"
"02/06/2018","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","0","23","59","23"
"02/07/2018","51","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","0","24","51","28"
"02/08/2018","48","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","48","0","27","45","26"
"02/09/2018","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","0","51","56","28"
"02/10/2018","63","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","38","0","57","63","14"
"02/11/2018","44","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","41","0","35","44","14"
"02/12/2018","41","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","0","26","41","15"
"02/13/2018","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","37","0","17","48","18"
"02/14/2018","40","Ozone","Paso Robles","06-079-0005","AQS","40","0","19","38","23"
"02/15/2018","44","Ozone","Paso Robles","06-079-0005","AQS","44","0","19","39","22"
"02/16/2018","48","PM2.5","Mesa2","06-079-2004","AQS","45","0","42","48","18"
"02/17/2018","50","PM2.5","Atascadero","06-079-8002","AQS","47","0","37","50","21"
"02/18/2018","60","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","0","60","52","13"
"02/19/2018","60","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","0","60","51","16"
"02/20/2018","39","Ozone","Paso Robles","06-079-0005","AQS","39","0","31","38","18"
"02/21/2018","42","Ozone","Paso Robles","06-079-0005","AQS","42","0","17","30","16"
"02/22/2018","43","PM2.5","Mesa2","06-079-2004","AQS","42","0","34","43","19"
"02/23/2018","52","PM2.5","Mesa2","06-079-2004","AQS","41","0","43","52","15"
"02/24/2018","57","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","51","57","14"
"02/25/2018","45","PM2.5","Mesa2","06-079-2004","AQS","43","0","30","45","16"
"02/26/2018","38","Ozone","San Luis Obispo","06-079-2006","AQS","38","0","14","27","19"
"02/27/2018","37","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","37","0","10","22","12"
"02/28/2018","42","Ozone","Paso Robles","06-079-0005","AQS","42","0","16","30","9"
"03/01/2018","44","Ozone","Morro Bay","06-079-3001","AQS","44","0","11","13","5"
"03/02/2018","42","Ozone","Paso Robles","06-079-0005","AQS","42","0","11","15","5"
"03/03/2018","42","Ozone","Paso Robles","06-079-0005","AQS","42","0","9","9","8"
"03/04/2018","43","Ozone","Paso Robles","06-079-0005","AQS","43","0","17","22","8"
"03/05/2018","43","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","43","0","11","19","12"
"03/06/2018","46","Ozone","Paso Robles","06-079-0005","AQS","46","0","16","24","16"
"03/07/2018","58","Ozone","Red Hills","06-079-8005","AQS","58","0","18","31","22"
"03/08/2018","50","Ozone","Red Hills","06-079-8005","AQS","50","0","26","36","17"
"03/09/2018","42","Ozone","Red Hills","06-079-8005","AQS","42","0","9","5","11"
"03/10/2018","39","Ozone","Red Hills","06-079-8005","AQS","39","0","11","11","10"
"03/11/2018","36","Ozone","Paso Robles","06-079-0005","AQS","36","0","7","8","8"
"03/12/2018","31","Ozone","Paso Robles","06-079-0005","AQS","31","0","7","6","6"
"03/13/2018","38","Ozone","Paso Robles","06-079-0005","AQS","38","0","3","1","4"
"03/14/2018","42","Ozone","Paso Robles","06-079-0005","AQS","42","0","12","6","10"
"03/15/2018","41","Ozone","Carrizo Plains","06-079-8006","AQS","41","0","19","16","10"
"03/16/2018","42","Ozone","Paso Robles","06-079-0005","AQS","42","0","7","8","10"
"03/17/2018","40","Ozone","Paso Robles","06-079-0005","AQS","40","0","9","15","8"
"03/18/2018","39","Ozone","Paso Robles","06-079-0005","AQS","39","0","13","14","8"
"03/19/2018","45","Ozone","Paso Robles","06-079-0005","AQS","45","0","11","13","14"
"03/20/2018","41","Ozone","Red Hills","06-079-8005","AQS","41","0","10","11","15"
"03/21/2018","31","Ozone","Morro Bay","06-079-3001","AQS","31","0","3","0","5"
"03/22/2018","41","Ozone","Morro Bay","06-079-3001","AQS","41","0","9","8","2"
"03/23/2018","46","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","0","46","32","9"
"03/24/2018","43","Ozone","Paso Robles","06-079-0005","AQS","43","0","15","17","7"
"03/25/2018","50","PM10","Arroyo Grande CDF","06-079-2007","AQS","42","0","50","44","6"
"03/26/2018","53","PM10","Arroyo Grande CDF","06-079-2007","AQS","43","0","53","51","12"
"03/27/2018","44","Ozone","Paso Robles","06-079-0005","AQS","44","0","21","26","12"
"03/28/2018","49","Ozone","Red Hills","06-079-8005","AQS","49","0","19","24","14"
"03/29/2018","58","Ozone","Red Hills","06-079-8005","AQS","58","0","17","12","12"
"03/30/2018","54","Ozone","Red Hills","06-079-8005","AQS","54","0","19","30","12"
"03/31/2018","51","Ozone","Red Hills","06-079-8005","AQS","51","0","15","18","8"
"04/01/2018","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","0","18","26","5"
"04/02/2018","45","PM10","Arroyo Grande CDF","06-079-2007","AQS","39","0","45","37","13"
"04/03/2018","48","Ozone","Red Hills","06-079-8005","AQS","48","0","23","45","10"
"04/04/2018","48","Ozone","Carrizo Plains","06-079-8006","AQS","48","0","26","38","6"
"04/05/2018","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","41","39","13"
"04/06/2018","34","Ozone","Carrizo Plains","06-079-8006","AQS","34","0","20","16","8"
"04/07/2018","40","Ozone","Paso Robles","06-079-0005","AQS","40","0","19","25","4"
"04/08/2018","67","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","67","58","3"
"04/09/2018","48","Ozone","Red Hills","06-079-8005","AQS","48","0","37","33","9"
"04/10/2018","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","31","34","11"
"04/11/2018","50","PM10","Arroyo Grande CDF","06-079-2007","AQS","45","0","50","45","3"
"04/12/2018","62","PM10","Arroyo Grande CDF","06-079-2007","AQS","51","0","62","59","7"
"04/13/2018","54","PM2.5","Mesa2","06-079-2004","AQS","46","0","44","54","6"
"04/14/2018","54","Ozone","Red Hills","06-079-8005","AQS","54","0","36","41","8"
"04/15/2018","52","PM2.5","San Luis Obispo","06-079-2006","AQS","48","0","40","52","6"
"04/16/2018","44","Ozone","Paso Robles","06-079-0005","AQS","44","0","20","17","14"
"04/17/2018","44","Ozone","Paso Robles","06-079-0005","AQS","44","0","43","35","8"
"04/18/2018","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","29","32","10"
"04/19/2018","45","Ozone","Paso Robles","06-079-0005","AQS","45","0","36","35","7"
"04/20/2018","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","36","48","8"
"04/21/2018","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","26","39","7"
"04/22/2018","53","PM2.5","San Luis Obispo","06-079-2006","AQS","50","0","38","53","7"
"04/23/2018","50","Ozone","Red Hills","06-079-8005","AQS","50","0","49","26","8"
"04/24/2018","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","49","31","10"
"04/25/2018","52","PM10","Paso Robles","06-079-0005","AQS","50","0","52","34","8"
"04/26/2018","44","Ozone","Morro Bay","06-079-3001","AQS","44","0","41","37","4"
"04/27/2018","71","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","71","68","8"
"04/28/2018","68","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","68","64","7"
"04/29/2018","63","PM10","Arroyo Grande CDF","06-079-2007","AQS","44","0","63","59","5"
"04/30/2018","64","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","0","64","64","12"
"05/01/2018","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","41","50","8"
"05/02/2018","42","Ozone","Nipomo Regional Park (NRP)","06-079-4002","AQS","42","0","35","28","7"
"05/03/2018","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","0","32","48","10"
"05/04/2018","49","Ozone","Red Hills","06-079-8005","AQS","49","0","44","39","9"
"05/05/2018","54","Ozone","Red Hills","06-079-8005","AQS","54","0","24","38","6"
"05/06/2018","48","Ozone","Red Hills","06-079-8005","AQS","48","0","20","35","8"
"05/07/2018","72","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","0","57","72","10"
"05/08/2018","61","Ozone","Red Hills","06-079-8005","AQS","61","0","40","44","9"
"05/09/2018","80","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","61","80","8"
"05/10/2018","88","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","47","0","66","88","5"
"05/11/2018","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","48","40","3"
"05/12/2018","48","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","42","0","33","48","8"
"05/13/2018","45","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","41","0","24","45","4"
"05/14/2018","46","PM10","Paso Robles","06-079-0005","AQS","38","0","46","33","8"
"05/15/2018","38","PM10","Paso Robles","06-079-0005","AQS","36","0","38","19","8"
"05/16/2018","55","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","40","0","27","55","8"
"05/17/2018","124","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","43","0","70","124","8"
"05/18/2018","73","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","40","0","40","73","2"
"05/19/2018","91","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","40","0","52","91","3"
"05/20/2018","95","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","38","0","52","95","2"
"05/21/2018","58","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","34","0","31","58","5"
"05/22/2018","37","PM10","Paso Robles","06-079-0005","AQS","35","0","37","17","3"
"05/23/2018","39","Ozone","Paso Robles","06-079-0005","AQS","39","0","31","17","1"
"05/24/2018","39","Ozone","Paso Robles","06-079-0005","AQS","39","0","20","25","3"
"05/25/2018","35","Ozone","Paso Robles","06-079-0005","AQS","35","0","18","18","7"
"05/26/2018","70","PM10","Arroyo Grande CDF","06-079-2007","AQS","34","0","70","68","4"
"05/27/2018","48","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","46","48","3"
"05/28/2018","51","Ozone","Red Hills","06-079-8005","AQS","51","0","17","18","6"
"05/29/2018","51","Ozone","Red Hills","06-079-8005","AQS","51","0","38","14","8"
"05/30/2018","38","PM10","Paso Robles","06-079-0005","AQS","37","0","38","25","2"
"05/31/2018","61","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","42","0","58","61","6"
"06/01/2018","68","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","0","68","68","10"
"06/02/2018","80","Ozone","Paso Robles","06-079-0005","AQS","80","0","39","36","8"
"06/03/2018","80","Ozone","Red Hills","06-079-8005","AQS","80","0","26","31","6"
"06/04/2018","66","PM10","Paso Robles","06-079-0005","AQS","47","0","66","32","11"
"06/05/2018","51","Ozone","Red Hills","06-079-8005","AQS","51","0","46","44","7"
"06/06/2018","51","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","39","0","39","51","1"
"06/07/2018","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","53","58","6"
"06/08/2018","80","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","74","0","76","80","8"
"06/09/2018","80","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","40","0","77","80","5"
"06/10/2018","88","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","0","85","88","1"
"06/11/2018","70","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","0","66","70","3"
"06/12/2018","74","Ozone","Red Hills","06-079-8005","AQS","74","0","39","19","9"
"06/13/2018","54","Ozone","Red Hills","06-079-8005","AQS","54","0","47","28","14"
"06/14/2018","44","Ozone","Red Hills","06-079-8005","AQS","44","0","39","30","8"
"06/15/2018","59","PM10","Paso Robles","06-079-0005","AQS","45","0","59","20","3"
"06/16/2018","38","Ozone","Carrizo Plains","06-079-8006","AQS","38","0","18","18","2"
"06/17/2018","37","Ozone","Paso Robles","06-079-0005","AQS","37","0","23","26","2"
"06/18/2018","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","49","54","4"
"06/19/2018","61","Ozone","Red Hills","06-079-8005","AQS","61","0","33","26","8"
"06/20/2018","67","Ozone","Red Hills","06-079-8005","AQS","67","0","31","65","9"
"06/21/2018","67","Ozone","Red Hills","06-079-8005","AQS","67","0","28","48","10"
"06/22/2018","87","Ozone","Paso Robles","06-079-0005","AQS","87","0","26","37","10"
"06/23/2018","64","Ozone","Red Hills","06-079-8005","AQS","64","0","44","35","7"
"06/24/2018","41","Ozone","Carrizo Plains","06-079-8006","AQS","41","0","19","27","1"
"06/25/2018","44","Ozone","Red Hills","06-079-8005","AQS","44","0","21","30","2"
"06/26/2018","54","Ozone","Red Hills","06-079-8005","AQS","54","0","33","34","4"
"06/27/2018","50","Ozone","Red Hills","06-079-8005","AQS","50","0","36","37","4"
"06/28/2018","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","35","0","52","56","4"
"06/29/2018","47","PM2.5","Atascadero","06-079-8002","AQS","45","0","44","47","6"
"06/30/2018","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","0","39","42","4"
"07/01/2018","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","20","39","5"
"07/02/2018","43","Ozone","Red Hills","06-079-8005","AQS","43","0","37","25","5"
"07/03/2018","43","Ozone","Carrizo Plains","06-079-8006","AQS","43","0","25","17","4"
"07/04/2018","34","Ozone","Red Hills","06-079-8005","AQS","34","0","21","25","2"
"07/05/2018","51","Ozone","Red Hills","06-079-8005","AQS","51","0","23","32","5"
"07/06/2018","82","PM10","Arroyo Grande CDF","06-079-2007","AQS","51","3","82","73","11"
"07/07/2018","80","PM10","Arroyo Grande CDF","06-079-2007","AQS","50","3","80","73","3"
"07/08/2018","58","Ozone","Red Hills","06-079-8005","AQS","58","0","51","57","5"
"07/09/2018","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","51","48","10"
"07/10/2018","49","PM2.5","San Luis Obispo","06-079-2006","AQS","43","0","41","49","12"
"07/11/2018","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","29","26","11"
"07/12/2018","37","Ozone","Carrizo Plains","06-079-8006","AQS","37","0","25","35","3"
"07/13/2018","47","Ozone","Red Hills","06-079-8005","AQS","47","0","36","28","2"
"07/14/2018","59","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","58","0","31","59","6"
"07/15/2018","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","0","19","40","5"
"07/16/2018","46","Ozone","Carrizo Plains","06-079-8006","AQS","46","0","29","20","6"
"07/17/2018","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","0","29","26","7"
"07/18/2018","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","31","28","11"
"07/19/2018","54","Ozone","Red Hills","06-079-8005","AQS","54","0","43","35","6"
"07/20/2018","46","Ozone","Red Hills","06-079-8005","AQS","46","0","29","28","8"
"07/21/2018","43","Ozone","Carrizo Plains","06-079-8006","AQS","43","0","26","22","7"
"07/22/2018","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","16","19","5"
"07/23/2018","91","PM2.5","Arroyo Grande CDF","06-079-2007","AirNow","49","0","56","91","5"
"07/24/2018","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","46","40","8"
"07/25/2018","58","Ozone","Red Hills","06-079-8005","AQS","58","0","41","37","12"
"07/26/2018","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","30","32","8"
"07/27/2018","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","0","44","40","7"
"07/28/2018","77","Ozone","Carrizo Plains","06-079-8006","AQS","77","0","23","51","6"
"07/29/2018","100","Ozone","Carrizo Plains","06-079-8006","AQS","100","0","23","44","6"
"07/30/2018","46","Ozone","Red Hills","06-079-8005","AQS","46","0","27","35","8"
"07/31/2018","93","Ozone","Carrizo Plains","06-079-8006","AQS","93","0","26","29","8"
"08/01/2018","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","38","28","8"
"08/02/2018","49","Ozone","Carrizo Plains","06-079-8006","AQS","49","0","21","29","8"
"08/03/2018","108","Ozone","Red Hills","06-079-8005","AQS","108","0","26","38","6"
"08/04/2018","112","Ozone","Red Hills","06-079-8005","AQS","112","0","59","46","12"
"08/05/2018","44","Ozone","Carrizo Plains","06-079-8006","AQS","44","0","33","40","6"
"08/06/2018","101","Ozone","Red Hills","06-079-8005","AQS","101","1","79","73","11"
"08/07/2018","133","Ozone","Carrizo Plains","06-079-8006","AQS","133","0","47","48","13"
"08/08/2018","101","Ozone","Paso Robles","06-079-0005","AQS","101","0","39","52","14"
"08/09/2018","115","Ozone","Carrizo Plains","06-079-8006","AQS","115","0","52","58","17"
"08/10/2018","61","Ozone","Red Hills","06-079-8005","AQS","61","1","42","43","17"
"08/11/2018","45","Ozone","Carrizo Plains","06-079-8006","AQS","45","0","26","27","8"
"08/12/2018","41","Ozone","Carrizo Plains","06-079-8006","AQS","41","0","20","37","7"
"08/13/2018","40","Ozone","Carrizo Plains","06-079-8006","AQS","40","0","38","30","7"
"08/14/2018","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","30","36","12"
"08/15/2018","58","Ozone","Carrizo Plains","06-079-8006","AQS","58","0","32","52","11"
"08/16/2018","64","Ozone","Carrizo Plains","06-079-8006","AQS","64","0","38","63","8"
"08/17/2018","69","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","64","0","46","69","8"
"08/18/2018","71","Ozone","Red Hills","06-079-8005","AQS","71","0","30","64","8"
"08/19/2018","74","Ozone","Red Hills","06-079-8005","AQS","74","0","30","65","19"
"08/20/2018","74","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","45","0","45","74","8"
"08/21/2018","63","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","34","63","2"
"08/22/2018","69","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","48","69","2"
"08/23/2018","114","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","46","0","51","114","5"
"08/24/2018","129","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","67","0","56","129","7"
"08/25/2018","80","Ozone","Red Hills","06-079-8005","AQS","80","0","35","72","4"
"08/26/2018","58","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","0","23","58","4"
"08/27/2018","51","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","33","0","21","51","8"
"08/28/2018","45","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","31","0","22","45","2"
"08/29/2018","49","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","34","0","23","49","7"
"08/30/2018","73","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","53","73","8"
"08/31/2018","98","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","61","1","85","98","13"
"09/01/2018","81","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","48","0","69","81","8"
"09/02/2018","54","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","49","0","26","54","5"
"09/03/2018","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","19","40","5"
"09/04/2018","61","Ozone","Carrizo Plains","06-079-8006","AQS","61","0","22","39","5"
"09/05/2018","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","21","34","8"
"09/06/2018","61","Ozone","Red Hills","06-079-8005","AQS","61","0","24","47","8"
"09/07/2018","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","50","0","28","50","15"
"09/08/2018","56","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","51","0","37","56","11"
"09/09/2018","49","Ozone","Red Hills","06-079-8005","AQS","49","0","30","48","10"
"09/10/2018","71","Ozone","Red Hills","06-079-8005","AQS","71","0","24","43","13"
"09/11/2018","54","Ozone","Carrizo Plains","06-079-8006","AQS","54","0","26","39","12"
"09/12/2018","50","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","33","50","19"
"09/13/2018","55","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","43","0","54","55","13"
"09/14/2018","46","Ozone","Red Hills","06-079-8005","AQS","46","0","29","32","14"
"09/15/2018","59","PM2.5","Arroyo Grande CDF","06-079-2007","AQS","44","0","59","59","8"
"09/16/2018","44","Ozone","Red Hills","06-079-8005","AQS","44","0","33","31","8"
"09/17/2018","44","Ozone","Red Hills","06-079-8005","AQS","44","0","27","20","11"
"09/18/2018","54","Ozone","Red Hills","06-079-8005","AQS","54","0","38","28","14"
"09/19/2018","58","Ozone","Red Hills","06-079-8005","AQS","58","0","54","54","10"
"09/20/2018","67","Ozone","Red Hills","06-079-8005","AQS","67","1","51","49","15"
"09/21/2018","74","Ozone","Red Hills","06-079-8005","AQS","74","0","42","36","21"
"09/22/2018","90","Ozone","Red Hills","06-079-8005","AQS","90","0","32","35","8"
"09/23/2018","54","Ozone","Red Hills","06-079-8005","AQS","54","0","23","34","8"
"09/24/2018","49","Ozone","Red Hills","06-079-8005","AQS","49","0","23","37","16"
"09/25/2018","61","Ozone","Red Hills","06-079-8005","AQS","61","0","31","46","13"
"09/26/2018","100","Ozone","Red Hills","06-079-8005","AQS","100","0","34","51","17"
"09/27/2018","108","Ozone","Red Hills","06-079-8005","AQS","108","0","32","37","16"
"09/28/2018","46","Ozone","Red Hills","06-079-8005","AQS","46","0","24","38","8"
"09/29/2018","38","Ozone","Paso Robles","06-079-0005","AirNow","38","0","23","35","7"
"09/30/2018","39","Ozone","Red Hills","06-079-8005","AirNow","39","0","21","22","5"
"10/01/2018","37","Ozone","Paso Robles","06-079-0005","AirNow","37","0","18","20","10"
"10/02/2018","33","Ozone","Red Hills","06-079-8005","AQS","33","0","20","20","16"
"10/03/2018","23","PM2.5","Mesa2","06-079-2004","AQS","21","0","14","23","12"
"10/04/2018","30","Ozone","Red Hills","06-079-8005","AQS","30","0","8","10","7"
"10/05/2018","55","PM10","Arroyo Grande CDF","06-079-2007","AQS","41","0","55","45","10"
"10/06/2018","60","PM10","Mesa2","06-079-2004","AQS","41","0","60","55","8"
"10/07/2018","48","PM2.5","Mesa2","06-079-2004","AQS","41","0","45","48","21"
"10/08/2018","44","Ozone","Carrizo Plains","06-079-8006","AirNow","44","0","34","38","20"
"10/09/2018","42","Ozone","Red Hills","06-079-8005","AQS","42","0","25","38","11"
"10/10/2018","38","Ozone","Paso Robles","06-079-0005","AirNow","38","0","20","31","14"
"10/11/2018","39","Ozone","Red Hills","06-079-8005","AQS","39","0","19","24","10"
"10/12/2018","47","Ozone","Paso Robles","06-079-0005","AirNow","47","0","31","27","12"
"10/13/2018","42","Ozone","Paso Robles","06-079-0005","AirNow","42","0","24","38","12"
"10/14/2018","48","Ozone","Red Hills","06-079-8005","AQS","48","0","19","35","8"
"10/15/2018","45","Ozone","Red Hills","06-079-8005","AQS","45","0","31","36","24"
"10/16/2018","61","Ozone","Red Hills","06-079-8005","AQS","61","1","49","47","25"
"10/17/2018","64","Ozone","Red Hills","06-079-8005","AQS","64","0","32","33","30"
"10/18/2018","74","Ozone","Red Hills","06-079-8005","AQS","74","0","24","44","23"
"10/19/2018","80","Ozone","Red Hills","06-079-8005","AQS","80","1","44","51","24"
"10/20/2018","80","Ozone","Red Hills","06-079-8005","AQS","80","0","39","47","21"
"10/21/2018","80","Ozone","Red Hills","06-079-8005","AQS","80","0","25","47","22"
"10/22/2018","50","PM2.5","Mesa2","06-079-2004","AQS","50","0","31","50","19"
"10/23/2018","51","Ozone","Carrizo Plains","06-079-8006","AQS","51","0","41","47","22"
"10/24/2018","51","Ozone","Paso Robles","06-079-0005","AirNow","51","0","40","46","20"
"10/25/2018","50","Ozone","Carrizo Plains","06-079-8006","AQS","50","0","44","43","21"
"10/26/2018","77","Ozone","Red Hills","06-079-8005","AQS","77","0","40","39","23"
"10/27/2018","93","Ozone","Red Hills","06-079-8005","AQS","93","1","32","34","15"
"10/28/2018","74","Ozone","Red Hills","06-079-8005","AQS","74","1","44","39","8"
"10/29/2018","40","PM10","Mesa2","06-079-2004","AQS","38","0","40","19","6"
