"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"04/02/2018","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"04/03/2018","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"04/04/2018","53","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","53"
"04/05/2018","71","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","71"
"04/06/2018","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"04/07/2018","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"04/08/2018","26","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","26"
"04/09/2018","42","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","42"
"04/10/2018","44","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","44"
"04/11/2018","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"04/12/2018","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"04/13/2018","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"04/14/2018","37","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","37"
"04/15/2018","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"04/16/2018","29","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","29"
"04/17/2018","35","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","35"
"04/18/2018","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"04/19/2018","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"04/20/2018","32","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","32"
"04/21/2018","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"04/22/2018","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"04/23/2018","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","39"
"04/24/2018","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","45"
"04/25/2018","35","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","35"
"04/26/2018","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"04/27/2018","35","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","35"
"04/28/2018","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"04/29/2018","24","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","24"
"04/30/2018","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"05/01/2018","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"05/02/2018","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"05/03/2018","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"05/04/2018","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"05/05/2018","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","45"
"05/06/2018","27","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","27"
"05/07/2018","24","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","24"
"05/08/2018","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"05/09/2018","18","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","18"
"05/10/2018","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","21"
"05/11/2018","25","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","25"
"05/12/2018","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","20"
"05/13/2018","27","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","27"
"08/01/2018","138","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","138"
"08/02/2018","76","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","76"
"08/03/2018","55","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","55"
"08/06/2018","54","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","54"
"08/07/2018","79","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","79"
"08/08/2018","191","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","191"
"08/09/2018","184","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","184"
"08/10/2018","84","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","84"
"08/11/2018","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","22"
"08/12/2018","113","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","113"
"08/13/2018","156","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","156"
"08/14/2018","153","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","153"
"08/15/2018","147","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","147"
"08/16/2018","152","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","152"
"08/17/2018","111","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","111"
"08/18/2018","140","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","140"
"08/19/2018","119","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","119"
"08/20/2018","127","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","127"
"08/21/2018","104","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","104"
"08/22/2018","73","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","73"
"08/23/2018","73","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","73"
"08/24/2018","108","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","108"
"08/25/2018","105","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","105"
"08/26/2018","84","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","84"
"08/27/2018","81","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","81"
"08/28/2018","78","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","78"
"08/29/2018","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","47"
"08/30/2018","44","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","44"
"08/31/2018","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"09/01/2018","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","47"
"09/02/2018","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","66"
"09/03/2018","79","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","79"
"09/04/2018","80","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","80"
"09/05/2018","57","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","57"
"09/06/2018","81","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","81"
"09/07/2018","110","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","110"
"09/08/2018","61","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","61"
"09/09/2018","46","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","46"
"09/10/2018","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"09/11/2018","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","39"
"09/12/2018","46","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","46"
"09/13/2018","32","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","32"
"09/14/2018","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"09/15/2018","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"09/16/2018","19","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","19"
"09/21/2018","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","47"
"09/22/2018","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"09/23/2018","27","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","27"
"09/24/2018","36","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","36"
"09/25/2018","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"09/26/2018","60","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","60"
"09/27/2018","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"09/28/2018","63","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","63"
"09/29/2018","50","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","50"
"09/30/2018","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"10/01/2018","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"10/02/2018","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"10/03/2018","31","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","31"
"10/04/2018","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","22"
"10/05/2018","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"10/06/2018","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","21"
"10/07/2018","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"10/08/2018","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"10/09/2018","25","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","25"
"10/10/2018","36","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","36"
"10/11/2018","37","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","37"
"10/12/2018","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"10/13/2018","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"10/14/2018","34","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","34"
"10/15/2018","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"10/16/2018","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"10/17/2018","37","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","37"
"10/18/2018","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","45"
"10/19/2018","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"10/20/2018","69","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","69"
"10/21/2018","41","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","41"
"10/22/2018","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"10/23/2018","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"10/24/2018","49","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","49"
"10/25/2018","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"10/26/2018","34","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","34"
"10/27/2018","35","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","35"
"10/28/2018","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"11/16/2018","126","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","126"
"11/17/2018","126","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","126"
"11/18/2018","63","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","63"
"11/19/2018","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","66"
"11/20/2018","76","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","76"
"11/21/2018","96","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","96"
"11/22/2018","51","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","51"
"11/23/2018","35","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","35"
"11/24/2018","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","39"
"11/25/2018","55","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","55"
"11/26/2018","64","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","64"
"11/27/2018","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"11/28/2018","39","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","39"
"11/29/2018","29","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","29"
"11/30/2018","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"12/01/2018","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","22"
"12/02/2018","56","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","56"
"12/03/2018","60","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","60"
"12/04/2018","32","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","32"
"12/05/2018","55","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","55"
"12/06/2018","73","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","73"
"12/07/2018","78","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","78"
"12/08/2018","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"12/09/2018","52","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","52"
"12/10/2018","53","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","53"
"12/11/2018","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","21"
"12/12/2018","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"12/13/2018","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"12/14/2018","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"12/15/2018","74","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","74"
"12/16/2018","70","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","70"
"12/17/2018","27","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","27"
"12/18/2018","49","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","49"
"12/19/2018","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"12/20/2018","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","47"
"12/21/2018","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"12/22/2018","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","22"
"12/23/2018","56","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","56"
"12/24/2018","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"12/28/2018","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"12/29/2018","61","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","61"
"12/30/2018","31","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","31"
"12/31/2018","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
