"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM25","NO2"
"02/27/2017","33","Ozone","Redwood City","06-081-1001","AQS","6","33","7","23"
"02/28/2017","33","Ozone","Redwood City","06-081-1001","AQS","7","33","16","32"
"03/01/2017","31","Ozone","Redwood City","06-081-1001","AQS",".","31","20","25"
"03/02/2017","33","PM2.5","Redwood City","06-081-1001","AQS","9","24","33","27"
"03/03/2017","39","PM2.5","Redwood City","06-081-1001","AQS","10","28","39","25"
"03/04/2017","41","Ozone","Redwood City","06-081-1001","AQS","5","41","8","15"
"03/05/2017","41","Ozone","Redwood City","06-081-1001","AQS","3","41","7","11"
"03/06/2017","33","Ozone","Redwood City","06-081-1001","AQS","7","33","10","29"
"03/07/2017","32","Ozone","Redwood City","06-081-1001","AQS","7","32","17","21"
"03/08/2017","29","Ozone","Redwood City","06-081-1001","AQS","8","29","21","25"
"03/09/2017","25","PM2.5","Redwood City","06-081-1001","AQS","8","19","25","21"
"03/10/2017","33","PM2.5","Redwood City","06-081-1001","AQS","7","17","33","26"
"03/11/2017","29","Ozone","Redwood City","06-081-1001","AQS","7","29","24","15"
"03/12/2017","27","Ozone","Redwood City","06-081-1001","AQS","5","27","19","17"
"03/13/2017","35","PM2.5","Redwood City","06-081-1001","AQS","8","31","35","34"
"03/14/2017","44","PM2.5","Redwood City","06-081-1001","AQS","9","42","44","25"
"03/15/2017","30","PM2.5","Redwood City","06-081-1001","AQS","5","24","30","20"
"03/16/2017","25","Ozone","Redwood City","06-081-1001","AQS","6","25","18","17"
"03/17/2017","32","PM2.5","Redwood City","06-081-1001","AQS","8","32","32","25"
"03/18/2017","30","Ozone","Redwood City","06-081-1001","AQS","7","30","29","22"
"03/19/2017","27","PM2.5","Redwood City","06-081-1001","AQS","6","26","27","13"
"03/20/2017","22","Ozone","Redwood City","06-081-1001","AQS","5","22","21","19"
"03/21/2017","37","Ozone","Redwood City","06-081-1001","AQS","5","37","18","11"
"03/22/2017","37","Ozone","Redwood City","06-081-1001","AQS","5","37","13","20"
"03/23/2017","28","NO2","Redwood City","06-081-1001","AQS","7",".","18","28"
"03/24/2017","19","PM2.5","Redwood City","06-081-1001","AQS",".",".","19","19"
"03/25/2017","22","PM2.5","Redwood City","06-081-1001","AQS","7",".","22","10"
"03/26/2017","13","PM2.5","Redwood City","06-081-1001","AQS","5",".","13","9"
"03/27/2017","26","PM2.5","Redwood City","06-081-1001","AQS","5",".","26","25"
"03/28/2017","33","PM2.5","Redwood City","06-081-1001","AQS","7",".","33","22"
"03/29/2017","37","PM2.5","Redwood City","06-081-1001","AQS","8","32","37","24"
"03/30/2017","53","PM2.5","Redwood City","06-081-1001","AQS","3","36","53","13"
"03/31/2017","37","Ozone","Redwood City","06-081-1001","AQS","5","37","32","22"
"04/01/2017","46","Ozone","Redwood City","06-081-1001","AQS","7","46","25","23"
"04/02/2017","42","PM2.5","Redwood City","06-081-1001","AQS","5","35","42","17"
"04/03/2017","40","Ozone","Redwood City","06-081-1001","AQS",".","40","35","25"
"04/04/2017","45","PM2.5","Redwood City","06-081-1001","AQS",".","37","45","24"
"04/05/2017","44","Ozone","Redwood City","06-081-1001","AQS",".","44","25","31"
"04/06/2017","49","Ozone","Redwood City","06-081-1001","AQS","5","49","19","32"
"04/07/2017","40","Ozone","Redwood City","06-081-1001","AQS","3","40","14","17"
"04/08/2017","45","Ozone","Redwood City","06-081-1001","AQS","2","45","5","14"
"04/09/2017","40","Ozone","Redwood City","06-081-1001","AQS","1","40","15","8"
"04/10/2017","39","Ozone","Redwood City","06-081-1001","AQS","3","39","29","23"
"04/11/2017","41","Ozone","Redwood City","06-081-1001","AQS","3","41","23","17"
"04/12/2017","41","Ozone","Redwood City","06-081-1001","AQS","2","41","15","16"
"04/13/2017","45","Ozone","Redwood City","06-081-1001","AQS","2","45","8","8"
"04/14/2017","37","Ozone","Redwood City","06-081-1001","AQS","2","37","22","20"
"04/15/2017","39","Ozone","Redwood City","06-081-1001","AQS","5","39","18","16"
"04/16/2017","36","Ozone","Redwood City","06-081-1001","AQS","3","36","16","11"
"04/17/2017","25","Ozone","Redwood City","06-081-1001","AQS","5","25","20","18"
"04/18/2017","37","Ozone","Redwood City","06-081-1001","AQS","5","37","13","13"
"04/19/2017","43","Ozone","Redwood City","06-081-1001","AQS","5","43","27","18"
"04/20/2017","42","Ozone","Redwood City","06-081-1001","AQS","5","42","29","19"
"04/21/2017","44","Ozone","Redwood City","06-081-1001","AQS","6","44","29","20"
"04/22/2017","38","Ozone","Redwood City","06-081-1001","AQS","5","38","22","16"
"04/23/2017","42","Ozone","Redwood City","06-081-1001","AQS","2","42","19","2"
"04/24/2017","40","Ozone","Redwood City","06-081-1001","AQS","3","40","14","8"
"04/25/2017","39","Ozone","Redwood City","06-081-1001","AQS","3","39","16","16"
"04/26/2017","32","Ozone","Redwood City","06-081-1001","AQS","5","32","5","15"
"04/27/2017","44","Ozone","Redwood City","06-081-1001","AQS","5","44","22","13"
"04/28/2017","44","Ozone","Redwood City","06-081-1001","AQS","6","44","30","25"
"04/29/2017","47","Ozone","Redwood City","06-081-1001","AQS","5","47","24","21"
"04/30/2017","41","Ozone","Redwood City","06-081-1001","AQS","5","41","35","8"
"05/01/2017","38","Ozone","Redwood City","06-081-1001","AQS","7","38","37","25"
"05/02/2017","31","Ozone","Redwood City","06-081-1001","AQS","6","31","28","23"
"05/03/2017","33","Ozone","Redwood City","06-081-1001","AQS","6","33","28","26"
"05/04/2017","19","NO2","Redwood City","06-081-1001","AQS","5","18","17","19"
"05/05/2017","42","Ozone","Redwood City","06-081-1001","AQS","3","42","13","5"
"05/06/2017","39","Ozone","Redwood City","06-081-1001","AQS","3","39","36","7"
"05/07/2017","41","Ozone","Redwood City","06-081-1001","AQS","5","41","36","11"
"05/08/2017","45","PM2.5","Redwood City","06-081-1001","AQS","5","31","45","21"
"05/09/2017","55","PM2.5","Redwood City","06-081-1001","AQS","6","32","55","22"
"05/10/2017","36","Ozone","Redwood City","06-081-1001","AQS",".","36","19","10"
"05/11/2017","34","Ozone","Redwood City","06-081-1001","AQS","3","34","19","13"
"05/12/2017","38","Ozone","Redwood City","06-081-1001","AQS","3","38","10","18"
"05/13/2017","37","Ozone","Redwood City","06-081-1001","AQS","2","37","17","5"
"05/14/2017","35","Ozone","Redwood City","06-081-1001","AQS","2","35","18","6"
"05/15/2017","40","Ozone","Redwood City","06-081-1001","AQS","3","40","23","15"
"05/16/2017","34","Ozone","Redwood City","06-081-1001","AQS","2","34","6","6"
"05/17/2017","34","Ozone","Redwood City","06-081-1001","AQS","3","34","16","8"
"05/18/2017","33","Ozone","Redwood City","06-081-1001","AQS","5","33","30","21"
"05/19/2017","38","PM2.5","Redwood City","06-081-1001","AQS","6","35","38","28"
"05/20/2017","37","Ozone","Redwood City","06-081-1001","AQS","5","37","29","17"
"05/21/2017","38","PM2.5","Redwood City","06-081-1001","AQS","5","32","38","22"
"05/22/2017","35","PM2.5","Redwood City","06-081-1001","AQS","5","29","35","25"
"05/23/2017","33","PM2.5","Redwood City","06-081-1001","AQS","3","29","33","21"
"05/24/2017","32","Ozone","Redwood City","06-081-1001","AQS","3","32","26","19"
"05/25/2017","32","Ozone","Redwood City","06-081-1001","AQS","2","32","4","5"
"05/26/2017","31","Ozone","Redwood City","06-081-1001","AQS","3","31","5","6"
"05/27/2017","30","Ozone","Redwood City","06-081-1001","AQS","3","30","20","5"
"05/28/2017","31","Ozone","Redwood City","06-081-1001","AQS","3","31","22","4"
"05/29/2017","31","Ozone","Redwood City","06-081-1001","AQS","3","31","12","2"
"05/30/2017","30","Ozone","Redwood City","06-081-1001","AQS","3","30","14","7"
"05/31/2017","23","Ozone","Redwood City","06-081-1001","AQS","3","23","6","13"
"06/01/2017","21","Ozone","Redwood City","06-081-1001","AQS","3","21","6","18"
"06/02/2017","25","Ozone","Redwood City","06-081-1001","AQS","5","25","20","21"
"06/03/2017","31","Ozone","Redwood City","06-081-1001","AQS","3","31","22","6"
"06/04/2017","38","Ozone","Redwood City","06-081-1001","AQS","3","38","25","5"
"06/05/2017","42","PM2.5","Redwood City","06-081-1001","AQS","5","31","42","15"
"06/06/2017","35","PM2.5","Redwood City","06-081-1001","AQS",".","28","35","10"
"06/07/2017","27","PM2.5","Redwood City","06-081-1001","AQS","5","26","27","13"
"06/08/2017","25","Ozone","Redwood City","06-081-1001","AQS","6","25","10","11"
"06/09/2017","31","Ozone","Redwood City","06-081-1001","AQS","3","31","7","9"
"06/10/2017","30","Ozone","Redwood City","06-081-1001","AQS","3","30","11","4"
"06/11/2017","28","Ozone","Redwood City","06-081-1001","AQS","3","28","11","3"
"06/12/2017","25","Ozone","Redwood City","06-081-1001","AQS","3","25","24","5"
"06/13/2017","27","PM2.5","Redwood City","06-081-1001","AQS","5","24","27","10"
"06/14/2017","34","PM2.5","Redwood City","06-081-1001","AQS","5","31","34","13"
"06/15/2017","25","PM2.5","Redwood City","06-081-1001","AQS","5","19","25","12"
"06/16/2017","26","PM2.5","Redwood City","06-081-1001","AQS","3","24","26","11"
"06/17/2017","36","PM2.5","Redwood City","06-081-1001","AQS","3","27","36","23"
"06/18/2017","50","PM2.5","Redwood City","06-081-1001","AQS","5","48","50","22"
"06/19/2017","55","PM2.5","Redwood City","06-081-1001","AQS","3","21","55","19"
"06/20/2017","45","PM2.5","Redwood City","06-081-1001","AQS","3","19","45","18"
"06/21/2017","47","PM2.5","Redwood City","06-081-1001","AQS","3","25","47","24"
"06/22/2017","57","PM2.5","Redwood City","06-081-1001","AQS","5","31","57","27"
"06/23/2017","26","Ozone","Redwood City","06-081-1001","AQS","3","26","19","12"
"06/24/2017","26","Ozone","Redwood City","06-081-1001","AQS","3","26","13","7"
"06/25/2017","25","Ozone","Redwood City","06-081-1001","AQS","2","25","18","4"
"06/26/2017","23","Ozone","Redwood City","06-081-1001","AQS","2","23","13","8"
"06/27/2017","21","Ozone","Redwood City","06-081-1001","AQS","2","21","15","10"
"06/28/2017","32","PM2.5","Redwood City","06-081-1001","AQS","3","21","32","17"
"06/29/2017","42","PM2.5","Redwood City","06-081-1001","AQS","3","23","42","12"
"06/30/2017","31","PM2.5","Redwood City","06-081-1001","AQS","3","25","31","11"
"07/01/2017","27","Ozone","Redwood City","06-081-1001","AQS","2","27","26","8"
"07/02/2017","25","Ozone","Redwood City","06-081-1001","AQS","3","25","21","4"
"07/03/2017","29","Ozone","Redwood City","06-081-1001","AQS","3","29","21","8"
"07/04/2017","35","PM2.5","Redwood City","06-081-1001","AQS","3","32","35","9"
"07/05/2017","23","Ozone","Redwood City","06-081-1001","AQS","3","23",".","10"
"07/06/2017","26","Ozone","Redwood City","06-081-1001","AQS","3","26","25","13"
"07/07/2017","40","PM2.5","Redwood City","06-081-1001","AQS","5","27","40","27"
"07/08/2017","38","PM2.5","Redwood City","06-081-1001","AQS","5","30","38","25"
"07/09/2017","30","PM2.5","Redwood City","06-081-1001","AQS","3","26","30","13"
"07/10/2017","35","PM2.5","Redwood City","06-081-1001","AQS","3","19","35","14"
"07/11/2017","54","PM2.5","Redwood City","06-081-1001","AQS","5","27","54","14"
"07/12/2017","43","PM2.5","Redwood City","06-081-1001","AQS","3","24","43","9"
"07/13/2017","31","PM2.5","Redwood City","06-081-1001","AQS","3","21","31","14"
"07/14/2017","45","PM2.5","Redwood City","06-081-1001","AQS","5","23","45","13"
"07/15/2017","54","PM2.5","Redwood City","06-081-1001","AQS","5","31","54","14"
"07/16/2017","51","PM2.5","Redwood City","06-081-1001","AQS","5","31","51","13"
"07/17/2017","56","PM2.5","Redwood City","06-081-1001","AQS","5","21","56","19"
"07/18/2017","44","PM2.5","Redwood City","06-081-1001","AQS","3","20","44","10"
"07/19/2017","41","PM2.5","Redwood City","06-081-1001","AQS","3","19","41","10"
"07/20/2017","25","PM2.5","Redwood City","06-081-1001","AQS","5","19","25","9"
"07/21/2017","34","PM2.5","Redwood City","06-081-1001","AQS","3","19","34","10"
"07/22/2017","51","PM2.5","Redwood City","06-081-1001","AQS","5","30","51","10"
"07/23/2017","32","PM2.5","Redwood City","06-081-1001","AQS","5","22","32","21"
"07/24/2017","37","PM2.5","Redwood City","06-081-1001","AQS","3","25","37","8"
"07/25/2017","32","PM2.5","Redwood City","06-081-1001","AQS","3","25","32","9"
"07/26/2017","37","PM2.5","Redwood City","06-081-1001","AQS","5","28","37","10"
"07/27/2017","50","PM2.5","Redwood City","06-081-1001","AQS","5","23","50","18"
"07/28/2017","49","PM2.5","Redwood City","06-081-1001","AQS","5","19","49","20"
"07/29/2017","50","PM2.5","Redwood City","06-081-1001","AQS","5","21","50","8"
"07/30/2017","30","PM2.5","Redwood City","06-081-1001","AQS","3","28","30","13"
"07/31/2017","34","PM2.5","Redwood City","06-081-1001","AQS","5","24","34","12"
"08/01/2017","38","PM2.5","Redwood City","06-081-1001","AQS","5","22","38","18"
"08/02/2017","31","Ozone","Redwood City","06-081-1001","AQS","6","31","29","19"
"08/03/2017","36","PM2.5","Redwood City","06-081-1001","AQS","7","22","36","23"
"08/04/2017","33","PM2.5","Redwood City","06-081-1001","AQS","6","17","33","24"
"08/05/2017","25","Ozone","Redwood City","06-081-1001","AQS","6","25","14","17"
"08/06/2017","39","PM2.5","Redwood City","06-081-1001","AQS","5","26","39","6"
"08/07/2017","55","PM2.5","Redwood City","06-081-1001","AQS","5","28","55","13"
"08/08/2017","33","PM2.5","Redwood City","06-081-1001","AQS","5","25","33","17"
"08/09/2017","28","PM2.5","Redwood City","06-081-1001","AQS","5","22","28","8"
"08/10/2017","42","PM2.5","Redwood City","06-081-1001","AQS","5","21","42","8"
"08/11/2017","42","PM2.5","Redwood City","06-081-1001","AQS","6","28","42","17"
"08/12/2017","40","PM2.5","Redwood City","06-081-1001","AQS","5","27","40","6"
"08/13/2017","18","PM2.5","Redwood City","06-081-1001","AQS","5","18","18","5"
"08/14/2017","38","PM2.5","Redwood City","06-081-1001","AQS","3","23","38","8"
"08/15/2017","41","PM2.5","Redwood City","06-081-1001","AQS","2","23","41","10"
"08/16/2017","45","PM2.5","Redwood City","06-081-1001","AQS","3","27","45","14"
"08/17/2017","54","PM2.5","Redwood City","06-081-1001","AQS","3","21","54","16"
"08/18/2017","53","PM2.5","Redwood City","06-081-1001","AQS","3","27","53","11"
"08/19/2017","46","PM2.5","Redwood City","06-081-1001","AQS","3","28","46","8"
"08/20/2017","47","PM2.5","Redwood City","06-081-1001","AQS","3","34","47","6"
"08/21/2017","35","PM2.5","Redwood City","06-081-1001","AQS","3","27","35","8"
"08/22/2017","59","PM2.5","Redwood City","06-081-1001","AQS","3","31","59","12"
"08/23/2017","69","PM2.5","Redwood City","06-081-1001","AQS","5","29","69","13"
"08/24/2017","61","PM2.5","Redwood City","06-081-1001","AQS","5","13","61","14"
"08/25/2017","62","PM2.5","Redwood City","06-081-1001","AQS","5","25","62","21"
"08/26/2017","52","PM2.5","Redwood City","06-081-1001","AQS","6","37","52","25"
"08/27/2017","57","PM2.5","Redwood City","06-081-1001","AQS","5","33","57","23"
"08/28/2017","66","PM2.5","Redwood City","06-081-1001","AQS","6","30","66","18"
"08/29/2017","56","PM2.5","Redwood City","06-081-1001","AQS","5","23","56","18"
"08/30/2017","33","PM2.5","Redwood City","06-081-1001","AQS",".",".","33","."
"08/31/2017","78","PM2.5","Redwood City","06-081-1001","AQS","9","46","78","45"
"09/01/2017","147","Ozone","Redwood City","06-081-1001","AQS",".","147","106","43"
"09/02/2017","151","Ozone","Redwood City","06-081-1001","AQS","8","151","82","23"
"09/03/2017","119","PM2.5","Redwood City","06-081-1001","AQS","9","51","119","26"
"09/04/2017","132","PM2.5","Redwood City","06-081-1001","AQS","9","43","132","18"
"09/05/2017","49","PM2.5","Redwood City","06-081-1001","AQS","5","32","49","14"
"09/06/2017","54","PM2.5","Redwood City","06-081-1001","AQS","6","28","54","13"
"09/07/2017","53","PM2.5","Redwood City","06-081-1001","AQS","5","28","53","8"
"09/08/2017","48","PM2.5","Redwood City","06-081-1001","AQS","6","27","48","15"
"09/09/2017","52","PM2.5","Redwood City","06-081-1001","AQS","5","31","52","9"
"09/10/2017","52","PM2.5","Redwood City","06-081-1001","AQS","6","47","52","35"
"09/11/2017","44","PM2.5","Redwood City","06-081-1001","AQS","6","40","44","18"
"09/12/2017","47","PM2.5","Redwood City","06-081-1001","AQS","7","31","47","21"
"09/13/2017","29","Ozone","Redwood City","06-081-1001","AQS","5","29","13","10"
"09/14/2017","33","PM2.5","Redwood City","06-081-1001","AQS","6","30","33","19"
"09/15/2017","44","PM2.5","Redwood City","06-081-1001","AQS","5","31","44","21"
"09/16/2017","60","PM2.5","Redwood City","06-081-1001","AQS","5","31","60","12"
"09/17/2017","62","PM2.5","Redwood City","06-081-1001","AQS","5","33","62","7"
"09/18/2017","33","Ozone","Redwood City","06-081-1001","AQS","5","33","29","14"
"09/19/2017","30","Ozone","Redwood City","06-081-1001","AQS","3","30","29","16"
"09/20/2017","34","Ozone","Redwood City","06-081-1001","AQS","5","34","13","15"
"09/21/2017","30","Ozone","Redwood City","06-081-1001","AQS","3","30","22","8"
"09/22/2017","27","Ozone","Redwood City","06-081-1001","AQS","5","27","22","19"
"09/23/2017","32","Ozone","Redwood City","06-081-1001","AQS","8","32","21","19"
"09/24/2017","38","Ozone","Redwood City","06-081-1001","AQS","6","38","24","12"
"09/25/2017","41","Ozone","Redwood City","06-081-1001","AQS","9","41","28","24"
"09/26/2017","40","Ozone","Redwood City","06-081-1001","AQS","7","40","35","28"
"09/27/2017","45","Ozone","Redwood City","06-081-1001","AQS","8","45","44","28"
"09/28/2017","40","PM2.5","Redwood City","06-081-1001","AQS","8","31","40","38"
"09/29/2017","48","PM2.5","Redwood City","06-081-1001","AQS","6","26","48","23"
"09/30/2017","38","PM2.5","Redwood City","06-081-1001","AQS","5","31","38","16"
"10/01/2017","36","PM2.5","Redwood City","06-081-1001","AQS","6","34","36","14"
"10/02/2017","36","PM2.5","Redwood City","06-081-1001","AQS","3","32","36","26"
"10/03/2017","31","Ozone","Redwood City","06-081-1001","AQS","5","31","28","25"
"10/04/2017","42","PM2.5","Redwood City","06-081-1001","AQS","8","26","42","25"
"10/05/2017","34","Ozone","Redwood City","06-081-1001","AQS","8","34","32","29"
"10/06/2017","38","Ozone","Redwood City","06-081-1001","AQS","9","38",".","30"
"10/07/2017","33","Ozone","Redwood City","06-081-1001","AQS","7","33",".","23"
"10/08/2017","41","Ozone","Redwood City","06-081-1001","AQS","6","41",".","29"
"10/09/2017","40","Ozone","Redwood City","06-081-1001","AQS","8","40",".","27"
"10/10/2017","38","NO2","Redwood City","06-081-1001","AQS","9","35",".","38"
"10/11/2017","126","PM2.5","Redwood City","06-081-1001","AQS","8","31","126","23"
"10/12/2017","154","PM2.5","Redwood City","06-081-1001","AQS","14","47","154","31"
"10/13/2017","152","PM2.5","Redwood City","06-081-1001","AQS","13","44","152","29"
"10/14/2017","78","PM2.5","Redwood City","06-081-1001","AQS","10","38","78","30"
"10/15/2017","58","Ozone","Redwood City","06-081-1001","AQS","6","58","40","32"
"10/16/2017","68","PM2.5","Redwood City","06-081-1001","AQS","13","43","68","65"
"10/17/2017","92","PM2.5","Redwood City","06-081-1001","AQS",".","27","92","46"
"10/18/2017","63","PM2.5","Redwood City","06-081-1001","AQS","6","26","63","22"
"10/19/2017","31","Ozone","Redwood City","06-081-1001","AQS","5","31","27","25"
"10/20/2017","32","Ozone","Redwood City","06-081-1001","AQS","5","32","14","21"
"10/21/2017","31","Ozone","Redwood City","06-081-1001","AQS","6","31","25","17"
"10/22/2017","29","Ozone","Redwood City","06-081-1001","AQS","6","29","20","24"
"10/23/2017","38","PM2.5","Redwood City","06-081-1001","AQS","8","27","38","37"
"10/24/2017","44","NO2","Redwood City","06-081-1001","AQS","8","41","33","44"
"10/25/2017","52","PM2.5","Redwood City","06-081-1001","AQS","11","41","52","52"
"10/26/2017","58","PM2.5","Redwood City","06-081-1001","AQS","11","47","58","43"
"10/27/2017","55","PM2.5","Redwood City","06-081-1001","AQS","9","41","55","41"
"10/28/2017","30","PM2.5","Redwood City","06-081-1001","AQS","6","21","30","21"
"10/29/2017","52","PM2.5","Redwood City","06-081-1001","AQS","5","27","52","13"
"10/30/2017","34","Ozone","Redwood City","06-081-1001","AQS","7","34","33","19"
"10/31/2017","33","PM2.5","Redwood City","06-081-1001","AQS","6","30","33","25"
"11/01/2017","39","PM2.5","Redwood City","06-081-1001","AQS","6","31","39","23"
"11/02/2017","37","PM2.5","Redwood City","06-081-1001","AQS",".",".","37","26"
"11/03/2017","34","PM2.5","Redwood City","06-081-1001","AQS","5","32","34","17"
"11/04/2017","32","Ozone","Redwood City","06-081-1001","AQS","3","32","27","12"
"11/05/2017","33","Ozone","Redwood City","06-081-1001","AQS","5","33",".","19"
"11/06/2017","30","Ozone","Redwood City","06-081-1001","AQS","7","30",".","27"
"11/07/2017","34","NO2","Redwood City","06-081-1001","AQS","8","27",".","34"
"11/08/2017","31","PM2.5","Redwood City","06-081-1001","AQS","7","24","31","26"
"11/09/2017","33","Ozone","Redwood City","06-081-1001","AQS","5","33","17","23"
"11/10/2017","28","Ozone","Redwood City","06-081-1001","AQS","6","28","25","19"
"11/11/2017","31","Ozone","Redwood City","06-081-1001","AQS","7","31","26","23"
"11/12/2017","33","Ozone","Redwood City","06-081-1001","AQS","6","33","22","16"
"11/13/2017","23","Ozone","Redwood City","06-081-1001","AQS","6","23","6","21"
"11/14/2017","27","Ozone","Redwood City","06-081-1001","AQS","7","27","1","22"
"11/15/2017","30","Ozone","Redwood City","06-081-1001","AQS","8","30","4","25"
"11/16/2017","27","Ozone","Redwood City","06-081-1001","AQS","5","27","5","19"
"11/17/2017","30","Ozone","Redwood City","06-081-1001","AQS","7","30","13","25"
"11/18/2017","28","PM2.5","Redwood City","06-081-1001","AQS","8","27","28","23"
"11/19/2017","40","PM2.5","Redwood City","06-081-1001","AQS","8","27","40","29"
"11/20/2017","50","PM2.5","Redwood City","06-081-1001","AQS","9","10","50","34"
"11/21/2017","58","PM2.5","Redwood City","06-081-1001","AQS","8","16","58","24"
"11/22/2017","60","PM2.5","Redwood City","06-081-1001","AQS","9","12","60","27"
"11/23/2017","50","PM2.5","Redwood City","06-081-1001","AQS","10","11","50","17"
"11/24/2017","24","PM2.5","Redwood City","06-081-1001","AQS","7","21","24","22"
"11/25/2017","28","PM2.5","Redwood City","06-081-1001","AQS","9","16","28","26"
"11/26/2017","34","Ozone","Redwood City","06-081-1001","AQS","9","34","13","24"
"11/27/2017","31","Ozone","Redwood City","06-081-1001","AQS","6","31","26","27"
"11/28/2017","35","PM2.5","Redwood City","06-081-1001","AQS","9","16","35","27"
"11/29/2017","36","PM2.5","Redwood City","06-081-1001","AQS","8","18","36","25"
"11/30/2017","35","PM2.5","Redwood City","06-081-1001","AQS","9","19","35","26"
