"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"11/28/2017","39","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","39"
"11/29/2017","35","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","35"
"11/30/2017","26","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","26"
"12/01/2017","45","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","45"
"12/02/2017","28","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","28"
"12/03/2017","35","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","35"
"12/04/2017","24","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","24"
"12/05/2017","19","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","19"
"12/06/2017","38","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","38"
"12/07/2017","16","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","16"
"12/08/2017","18","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","18"
"12/09/2017","30","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","30"
"12/10/2017","28","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","28"
"12/11/2017","21","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","21"
"12/12/2017","71","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","71"
"12/13/2017","95","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","95"
"12/14/2017","96","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","96"
"12/15/2017","67","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","67"
"12/16/2017","20","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","20"
"12/17/2017","45","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","45"
"12/18/2017","45","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","45"
"12/19/2017","30","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","30"
"12/20/2017","49","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","49"
"12/21/2017","34","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","34"
"12/22/2017","25","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","25"
"12/23/2017","35","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","35"
"12/24/2017","41","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","41"
"12/25/2017","59","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","59"
"12/26/2017","15","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","15"
"12/27/2017","35","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","35"
"12/28/2017","28","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","28"
"12/29/2017","21","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","21"
"12/30/2017","29","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","29"
"12/31/2017","51","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","51"
