"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"02/08/2017","26","NO2","Laney College","06-001-0012","AQS","9","20","0","23","26"
"02/09/2017","31","Ozone","Patterson Pass","06-001-2005","AQS","9","31","0","15","25"
"02/10/2017","42","NO2","Laney College","06-001-0012","AQS","9","36","1","28","42"
"02/11/2017","34","Ozone","Patterson Pass","06-001-2005","AQS","9","34","0","28","29"
"02/12/2017","45","PM2.5","Oakland West","06-001-0011","AQS","13","35","1","45","25"
"02/13/2017","54","PM2.5","Oakland West","06-001-0011","AQS","11","34","4","54","33"
"02/14/2017","54","PM2.5","Oakland West","06-001-0011","AQS","14","36","3","54","40"
"02/15/2017","56","PM2.5","Oakland West","06-001-0011","AQS","11","36","14","56","38"
"02/16/2017","40","Ozone","Patterson Pass","06-001-2005","AQS","8","40","1","37","36"
"02/17/2017","40","Ozone","Patterson Pass","06-001-2005","AQS","8","40","0","28","26"
"02/18/2017","40","Ozone","Patterson Pass","06-001-2005","AQS","7","40","0","25","13"
"02/19/2017","40","Ozone","Patterson Pass","06-001-2005","AQS","6","40","0","32","8"
"02/20/2017","44","Ozone","Patterson Pass","06-001-2005","AQS","7","44","0","32","22"
"02/21/2017","44","PM2.5","Oakland West","06-001-0011","AQS","7","40","0","44","39"
"02/22/2017","38","Ozone","Patterson Pass","06-001-2005","AQS","10","38","0","28","33"
"02/23/2017","38","Ozone","Patterson Pass","06-001-2005","AQS","7","38","0","25","33"
"02/24/2017","40","PM2.5","Oakland West","06-001-0011","AQS","10","39","1","40","30"
"02/25/2017","41","Ozone","Patterson Pass","06-001-2005","AQS","7","41","1","33","22"
"02/26/2017","40","Ozone","Patterson Pass","06-001-2005","AQS","9","40","0","35","27"
"02/27/2017","39","Ozone","Patterson Pass","06-001-2005","AQS","8","39","0","30","32"
"02/28/2017","53","PM2.5","Oakland","06-001-0009","AQS","8","39","0","53","32"
"03/01/2017","49","PM2.5","Oakland West","06-001-0011","AQS","9","40","11","49","38"
"03/02/2017","50","PM2.5","Oakland West","06-001-0011","AQS","17","44","6","50","36"
"03/03/2017","47","PM2.5","Oakland West","06-001-0011","AQS","16","43","3","47","32"
"03/04/2017","41","Ozone","Oakland","06-001-0009","AQS","8","41","0","21","25"
"03/05/2017","42","Ozone","Patterson Pass","06-001-2005","AQS","7","42","0","32","13"
"03/06/2017","39","Ozone","Patterson Pass","06-001-2005","AQS","10","39","0","29","39"
"03/07/2017","41","PM2.5","Oakland West","06-001-0011","AQS","14","41","3","41","31"
"03/08/2017","38","PM2.5","Oakland West","06-001-0011","AQS","10","37","1","38","35"
"03/09/2017","55","PM2.5","Oakland West","06-001-0011","AQS","14","35","4","55","29"
"03/10/2017","40","PM2.5","Oakland West","06-001-0011","AQS","9","31","4","40","28"
"03/11/2017","36","PM2.5","Oakland West","06-001-0011","AQS","10","36","1","36","25"
"03/12/2017","42","PM2.5","Oakland West","06-001-0011","AQS","10","41","1","42","27"
"03/13/2017","45","PM2.5","Oakland West","06-001-0011","AQS","15","44","3","45","42"
"03/14/2017","50","PM2.5","Oakland West","06-001-0011","AQS","13","46","4","50","37"
"03/15/2017","40","Ozone","Patterson Pass","06-001-2005","AQS","8","40","4","35","25"
"03/16/2017","43","Ozone","Patterson Pass","06-001-2005","AQS","9","43","0","31","28"
"03/17/2017","47","Ozone","Patterson Pass","06-001-2005","AQS","11","47","4","45","34"
"03/18/2017","37","Ozone","Patterson Pass","06-001-2005","AQS","10","37","0","36","26"
"03/19/2017","37","PM2.5","Laney College","06-001-0012","AQS","9","37","0","37","22"
"03/20/2017","35","PM2.5","Oakland West","06-001-0011","AQS","8","30","0","35","26"
"03/21/2017","41","Ozone","Patterson Pass","06-001-2005","AQS","9","41","0","29","21"
"03/22/2017","41","Ozone","Livermore","06-001-0007","AQS","9","41","0","28","25"
"03/23/2017","39","Ozone","Livermore","06-001-0007","AQS","9","39","1","34","36"
"03/24/2017","43","Ozone","Patterson Pass","06-001-2005","AQS","9","43","0","42","35"
"03/25/2017","40","Ozone","Livermore","06-001-0007","AQS","10","40","0","38","27"
"03/26/2017","39","Ozone","Oakland West","06-001-0011","AQS","7","39","0","24","20"
"03/27/2017","40","PM2.5","Oakland West","06-001-0011","AQS","7","36","0","40","35"
"03/28/2017","46","Ozone","Patterson Pass","06-001-2005","AQS","8","46","0","38","29"
"03/29/2017","59","PM2.5","Oakland West","06-001-0011","AQS","10","42","9","59","40"
"03/30/2017","52","PM2.5","Oakland West","06-001-0011","AQS","7","40","1","52","33"
"03/31/2017","49","PM2.5","Oakland West","06-001-0011","AQS","8","40","1","49","26"
"04/01/2017","55","PM2.5","Oakland West","06-001-0011","AQS","8","45","0","55","30"
"04/02/2017","58","PM2.5","Oakland West","06-001-0011","AQS","8","36","0","58","19"
"04/03/2017","58","PM2.5","Oakland West","06-001-0011","AQS","7","42","1","58","31"
"04/04/2017","55","PM2.5","Oakland West","06-001-0011","AQS","7","44","0","55","32"
"04/05/2017","48","Ozone","Hayward","06-001-2001","AQS","8","48","3","41","44"
"04/06/2017","55","NO2","Laney College","06-001-0012","AQS","9","49","1","40","55"
"04/07/2017","41","Ozone","Oakland West","06-001-0011","AQS","8","41","0","38","31"
"04/08/2017","45","Ozone","Oakland West","06-001-0011","AQS","8","45","0","28","22"
"04/09/2017","41","Ozone","Oakland","06-001-0009","AQS","8","41","0","38","24"
"04/10/2017","41","Ozone","Hayward","06-001-2001","AQS","8","41","1","39","40"
"04/11/2017","47","PM2.5","Oakland West","06-001-0011","AQS","8","41","0","47","32"
"04/12/2017","41","Ozone","Oakland","06-001-0009","AQS","8","41","0","23","39"
"04/13/2017","44","Ozone","Oakland","06-001-0009","AQS","6","44","0","28","29"
"04/14/2017","38","Ozone","Hayward","06-001-2001","AQS","7","38","0","33","20"
"04/15/2017","44","PM2.5","Oakland West","06-001-0011","AQS","7","37","4","44","28"
"04/16/2017","40","PM2.5","Oakland West","06-001-0011","AQS","7","37","0","40","24"
"04/17/2017","31","Ozone","Hayward","06-001-2001","AQS","7","31","0","26","28"
"04/18/2017","38","Ozone","Hayward","06-001-2001","AQS","7","38","0","26","28"
"04/19/2017","44","Ozone","Hayward","06-001-2001","AQS","7","44","1","42","28"
"04/20/2017","44","Ozone","Livermore","06-001-0007","AQS","7","44","1","40","27"
"04/21/2017","45","PM2.5","Oakland West","06-001-0011","AQS","9","41","6","45","27"
"04/22/2017","43","PM2.5","Oakland West","06-001-0011","AQS","7","41","1","43","24"
"04/23/2017","40","Ozone","Hayward","06-001-2001","AQS","6","40","0","36","19"
"04/24/2017","39","Ozone","Oakland West","06-001-0011","AQS","6","39","0","32","28"
"04/25/2017","41","Ozone","Hayward","06-001-2001","AQS","7","41","1","33","29"
"04/26/2017","30","Ozone","Hayward","06-001-2001","AQS","7","30","0","22","24"
"04/27/2017","40","Ozone","Hayward","06-001-2001","AQS","7","40","1","34","24"
"04/28/2017","48","Ozone","Livermore","06-001-0007","AQS","6","48","0","42","29"
"04/29/2017","51","PM2.5","Oakland West","06-001-0011","AQS","7","44","1","51","27"
"04/30/2017","55","PM2.5","Oakland West","06-001-0011","AQS","7","42","1","55","20"
"05/01/2017","56","PM2.5","Oakland West","06-001-0011","AQS","8","46","3","56","28"
"05/02/2017","57","PM2.5","Oakland West","06-001-0011","AQS","8","39","3","57","33"
"05/03/2017","52","PM2.5","Oakland West","06-001-0011","AQS","9","44","7","52","38"
"05/04/2017","32","Ozone","Livermore","06-001-0007","AQS","7","32","1","26","21"
"05/05/2017","40","Ozone","Hayward","06-001-2001","AQS","7","40","1","27","17"
"05/06/2017","43","PM2.5","Laney College","06-001-0012","AQS","8","38","0","43","14"
"05/07/2017","57","PM2.5","Laney College","06-001-0012","AQS","8","39","0","57","27"
"05/08/2017","68","PM2.5","Laney College","06-001-0012","AQS","8","37",".","68","31"
"05/09/2017","67","PM2.5","Oakland West","06-001-0011","AQS","8","47",".","67","28"
"05/10/2017","47","PM2.5","Oakland West","06-001-0011","AQS","7","38",".","47","18"
"05/11/2017","38","PM2.5","Oakland West","06-001-0011","AQS","7","35","0","38","34"
"05/12/2017","36","Ozone","Oakland West","06-001-0011","AQS","8","36","0","32","24"
"05/13/2017","37","Ozone","Hayward","06-001-2001","AQS","7","37","0","33","17"
"05/14/2017","47","PM2.5","Oakland West","06-001-0011","AQS","7","34","0","47","13"
"05/15/2017","54","PM2.5","Oakland West","06-001-0011","AQS","8","39","0","54","23"
"05/16/2017","37","PM2.5","Oakland West","06-001-0011","AQS","7","35","0","37","23"
"05/17/2017","36","PM2.5","Oakland West","06-001-0011","AQS","8","34","3","36","23"
"05/18/2017","60","PM2.5","Oakland West","06-001-0011","AQS","9","33","3","60","32"
"05/19/2017","62","PM2.5","Oakland West","06-001-0011","AQS","9","45","4","62","34"
"05/20/2017","45","PM2.5","Oakland West","06-001-0011","AQS","9","44","3","45","24"
"05/21/2017","56","PM2.5","Oakland West","06-001-0011","AQS","9","47","1","56","20"
"05/22/2017","61","Ozone","Livermore","06-001-0007","AQS","9","61","1","52","27"
"05/23/2017","50","PM2.5","Oakland West","06-001-0011","AQS","9","47",".","50","25"
"05/24/2017","37","PM2.5","Oakland West","06-001-0011","AQS","8","34","0","37","22"
"05/25/2017","35","PM2.5","Oakland West","06-001-0011","AQS","7","34","0","35","24"
"05/26/2017","33","PM2.5","Oakland West","06-001-0011","AQS","7","32","0","33","21"
"05/27/2017","33","Ozone","Hayward","06-001-2001","AQS","6","33","0","31","14"
"05/28/2017","38","PM2.5","Oakland West","06-001-0011","AQS","7","31","0","38","11"
"05/29/2017","38","PM2.5","Oakland West","06-001-0011","AQS","7","30","0","38","10"
"05/30/2017","42","PM2.5","Oakland West","06-001-0011","AQS","7","31","0","42","21"
"05/31/2017","33","PM2.5","Oakland West","06-001-0011","AQS","6","29","7","33","24"
"06/01/2017","32","PM2.5","Oakland West","06-001-0011","AQS","7","23","1","32","21"
"06/02/2017","48","PM2.5","Oakland West","06-001-0011","AQS","7","32","4","48","22"
"06/03/2017","53","PM2.5","Oakland West","06-001-0011","AQS","7","32","0","53","13"
"06/04/2017","60","PM2.5","Oakland West","06-001-0011","AQS","7","38","0","60","11"
"06/05/2017","68","PM2.5","Oakland West","06-001-0011","AQS","7","42","4","68","26"
"06/06/2017","62","PM2.5","Oakland West","06-001-0011","AQS","7","31","0","62","24"
"06/07/2017","43","PM2.5","Oakland West","06-001-0011","AQS","7","28","3","43","23"
"06/08/2017","33","PM2.5","Oakland West","06-001-0011","AQS","8","27","0","33","22"
"06/09/2017","40","PM2.5","Oakland West","06-001-0011","AQS","7","32","0","40","25"
"06/10/2017","38","PM2.5","Oakland West","06-001-0011","AQS","7","30","0","38","17"
"06/11/2017","38","PM2.5","Oakland West","06-001-0011","AQS","6","27",".","38","12"
"06/12/2017","53","PM2.5","Oakland West","06-001-0011","AQS","7","26",".","53","21"
"06/13/2017","54","PM2.5","Oakland West","06-001-0011","AQS","7","30",".","54","21"
"06/14/2017","59","PM2.5","Oakland West","06-001-0011","AQS","7","34",".","59","29"
"06/15/2017","52","PM2.5","Oakland West","06-001-0011","AQS","5","31","3","52","22"
"06/16/2017","51","PM2.5","Oakland West","06-001-0011","AQS","6","34","6","51","25"
"06/17/2017","58","PM2.5","Oakland West","06-001-0011","AQS","6","41","4","58","22"
"06/18/2017","64","PM2.5","Oakland West","06-001-0011","AQS","8","49","1","64","21"
"06/19/2017","56","PM2.5","Laney College","06-001-0012","AQS","7","50","0","56","19"
"06/20/2017","56","PM2.5","Oakland West","06-001-0011","AQS","7","43","1","56","21"
"06/21/2017","64","Ozone","Livermore","06-001-0007","AQS","8","64","3","54","22"
"06/22/2017","93","Ozone","Livermore","06-001-0007","AQS","8","93","1","62","26"
"06/23/2017","42","Ozone","Livermore","06-001-0007","AQS","6","42","0","35","15"
"06/24/2017","32","Ozone","Livermore","06-001-0007","AQS","6","32","0","20","12"
"06/25/2017","28","Ozone","Livermore","06-001-0007","AQS","6","28","0","18","8"
"06/26/2017","26","Ozone","Livermore","06-001-0007","AQS","6","26","0","17","22"
"06/27/2017","23","Ozone","Oakland","06-001-0009","AQS","6","23","0","21","17"
"06/28/2017","52","PM2.5","Oakland West","06-001-0011","AQS","6","26","1","52","21"
"06/29/2017","58","PM2.5","Oakland West","06-001-0011","AQS","6","30","0","58","20"
"06/30/2017","45","PM2.5","Oakland West","06-001-0011","AQS","6","28","1","45","19"
"07/01/2017","52","PM2.5","Oakland West","06-001-0011","AQS","7","29","0","52","9"
"07/02/2017","34","PM2.5","Oakland West","06-001-0011","AQS","6","31","0","34","11"
"07/03/2017","41","Ozone","Livermore","06-001-0007","AQS","6","41","0","28","21"
"07/04/2017","59","PM2.5","Oakland","06-001-0009","AQS","6","39","0","59","9"
"07/05/2017","42","PM2.5","Livermore","06-001-0007","AQS","6","31","0","42","18"
"07/06/2017","44","Ozone","Livermore","06-001-0007","AQS","7","44","1","35","25"
"07/07/2017","62","PM2.5","Laney College","06-001-0012","AQS","7","49","1","62","34"
"07/08/2017","65","PM2.5","Oakland West","06-001-0011","AQS","9","43","3","65","25"
"07/09/2017","48","PM2.5","Oakland West","06-001-0011","AQS","6","37","0","48","19"
"07/10/2017","57","PM2.5","Oakland West","06-001-0011","AQS","7","31","0","57","17"
"07/11/2017","62","PM2.5","Oakland West","06-001-0011","AQS","6","33","0","62","20"
"07/12/2017","54","PM2.5","Laney College","06-001-0012","AQS","7","38","0","54","19"
"07/13/2017","39","PM2.5","Oakland","06-001-0009","AQS","7","29","1","39","19"
"07/14/2017","46","PM2.5","Oakland West","06-001-0011","AQS","7","38","1","46","20"
"07/15/2017","56","PM2.5","Laney College","06-001-0012","AQS","8","45","1","56","18"
"07/16/2017","67","PM2.5","Oakland West","06-001-0011","AQS","8","37","10","67","22"
"07/17/2017","67","PM2.5","Oakland West","06-001-0011","AQS","7","46","10","67","22"
"07/18/2017","49","PM2.5","Oakland West","06-001-0011","AQS","8","24","0","49","18"
"07/19/2017","52","PM2.5","Oakland West","06-001-0011","AQS","7","28",".","52","21"
"07/20/2017","47","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","8","22","0","47","19"
"07/21/2017","40","PM2.5","Oakland West","06-001-0011","AQS","7","28","1","40","14"
"07/22/2017","47","PM2.5","Laney College","06-001-0012","AQS","8","47","1","47","16"
"07/23/2017","43","Ozone","Livermore","06-001-0007","AQS","8","43","1","33","16"
"07/24/2017","33","Ozone","Livermore","06-001-0007","AQS","7","33","0","29","13"
"07/25/2017","33","Ozone","Livermore","06-001-0007","AQS","8","33","0","27","22"
"07/26/2017","36","Ozone","Livermore","06-001-0007","AQS","8","36","0","28","23"
"07/27/2017","49","Ozone","Livermore","06-001-0007","AQS","8","49","3","43","23"
"07/28/2017","54","PM2.5","Oakland West","06-001-0011","AQS","6","44","0","54","17"
"07/29/2017","51","PM2.5","Oakland","06-001-0009","AQS","6","41","0","51","14"
"07/30/2017","50","Ozone","Livermore","06-001-0007","AQS","6","50","0","34","12"
"07/31/2017","45","Ozone","Livermore","06-001-0007","AQS","6","45","0","31","20"
"08/01/2017","90","Ozone","Livermore","06-001-0007","AQS","6","90","1","46","27"
"08/02/2017","97","Ozone","Livermore","06-001-0007","AQS","6","97","1","54","24"
"08/03/2017","46","Ozone","Livermore","06-001-0007","AQS","8","46",".","44","28"
"08/04/2017","44","PM2.5","Livermore","06-001-0007","AQS","7","41",".","44","29"
"08/05/2017","42","Ozone","Livermore","06-001-0007","AQS","6","42","0","28","15"
"08/06/2017","52","PM2.5","Laney College","06-001-0012","AQS","6","38","0","52","9"
"08/07/2017","58","PM2.5","Livermore","06-001-0007","AQS","6","37","0","58","19"
"08/08/2017","43","PM2.5","Livermore","06-001-0007","AQS","6","42","0","43","23"
"08/09/2017","41","PM2.5","Laney College","06-001-0012","AQS","6","29","1","41","21"
"08/10/2017","45","PM2.5","Livermore","06-001-0007","AQS","7","34","0","45","20"
"08/11/2017","52","PM2.5","Laney College","06-001-0012","AQS","7","44","1","52","23"
"08/12/2017","55","PM2.5","Oakland","06-001-0009","AQS","7","37","0","55","9"
"08/13/2017","27","PM2.5","Laney College","06-001-0012","AQS","14","26","0","27","7"
"08/14/2017","50","PM2.5","Oakland West","06-001-0011","AQS","5","23","0","50","19"
"08/15/2017","53","PM2.5","Oakland West","06-001-0011","AQS","6","29","3","53","18"
"08/16/2017","53","PM2.5","Oakland West","06-001-0011","AQS","6","40","1","53","21"
"08/17/2017","51","PM2.5","Oakland West","06-001-0011","AQS","6","40","0","51","17"
"08/18/2017","54","PM2.5","Laney College","06-001-0012","AQS","6","46","0","54","24"
"08/19/2017","51","PM2.5","Livermore","06-001-0007","AQS","7","42","0","51","15"
"08/20/2017","57","PM2.5","Laney College","06-001-0012","AQS","6","43","0","57","10"
"08/21/2017","53","PM2.5","Laney College","06-001-0012","AQS","6","34",".","53","22"
"08/22/2017","63","PM2.5","Laney College","06-001-0012","AQS","7","46",".","63","28"
"08/23/2017","71","PM2.5","Laney College","06-001-0012","AQS","8","64","4","71","25"
"08/24/2017","42","PM2.5","Livermore","06-001-0007","AQS","6","21","1","42","16"
"08/25/2017","64","PM2.5","Laney College","06-001-0012","AQS","7","58","3","64","23"
"08/26/2017","129","Ozone","Livermore","06-001-0007","AQS","8","129","1","64","20"
"08/27/2017","71","PM2.5","Oakland West","06-001-0011","AQS","7","58","0","71","19"
"08/28/2017","143","Ozone","Livermore","06-001-0007","AQS","7","143","1","72","26"
"08/29/2017","58","PM2.5","Oakland West","06-001-0011","AQS","7","41","1","58","25"
"08/30/2017","51","PM2.5","Oakland West","06-001-0011","AQS","6","39","4","51","18"
"08/31/2017","105","Ozone","Livermore","06-001-0007","AQS","9","105","3","80","38"
"09/01/2017","205","Ozone","Hayward","06-001-2001","AQS",".","205","10","131","56"
"09/02/2017","190","Ozone","Hayward","06-001-2001","AQS","15","190","4","104","43"
"09/03/2017","151","PM2.5","Oakland West","06-001-0011","AQS","13","112","0","151","33"
"09/04/2017","149","PM2.5","Oakland West","06-001-0011","AQS","13","50","0","149","21"
"09/05/2017","75","PM2.5","Oakland West","06-001-0011","AQS","7","61","0","75","26"
"09/06/2017","60","PM2.5","Oakland West","06-001-0011","AQS","7","44","0","60","22"
"09/07/2017","62","PM2.5","Oakland West","06-001-0011","AQS","8","33","1","62","25"
"09/08/2017","55","PM2.5","Laney College","06-001-0012","AQS","8","39","3","55","24"
"09/09/2017","61","Ozone","Livermore","06-001-0007","AQS","8","61","0","55","16"
"09/10/2017","90","Ozone","Hayward","06-001-2001","AQS","8","90","3","65","23"
"09/11/2017","59","PM2.5","Oakland West","06-001-0011","AQS","8","58","10","59","35"
"09/12/2017","53","PM2.5","Oakland West","06-001-0011","AQS","9","50","0","53","30"
"09/13/2017","33","Ozone","Livermore","06-001-0007","AQS","7","33","0","30","22"
"09/14/2017","53","PM2.5","Laney College","06-001-0012","AQS","7","35","0","53","24"
"09/15/2017","51","PM2.5","Oakland West","06-001-0011","AQS","7","42","3","51","23"
"09/16/2017","64","PM2.5","Oakland West","06-001-0011","AQS","7","44","0","64","18"
"09/17/2017","58","PM2.5","Livermore","06-001-0007","AQS","7","42","0","58","11"
"09/18/2017","32","Ozone","Livermore","06-001-0007","AQS","7","32","0","30","24"
"09/19/2017","39","Ozone","Livermore","06-001-0007","AQS","6","39","1","35","26"
"09/20/2017","36","PM2.5","Laney College","06-001-0012","AQS","7","32","1","36","29"
"09/21/2017","33","Ozone","Livermore","06-001-0007","AQS","7","33",".","31","27"
"09/22/2017","40","PM2.5","Oakland West","06-001-0011","AQS","7","33","0","40","27"
"09/23/2017","45","PM2.5","Oakland West","06-001-0011","AQS","9","36","0","45","25"
"09/24/2017","55","PM2.5","Oakland West","06-001-0011","AQS","10","38","0","55","23"
"09/25/2017","57","PM2.5","Oakland West","06-001-0011","AQS","10","41","6","57","38"
"09/26/2017","53","PM2.5","Laney College","06-001-0012","AQS","11","44","1","53","47"
"09/27/2017","71","Ozone","Livermore","06-001-0007","AQS","13","71","23","56","41"
"09/28/2017","61","Ozone","Livermore","06-001-0007","AQS","9","61",".","48","35"
"09/29/2017","40","PM2.5","Laney College","06-001-0012","AQS","7","33",".","40","23"
"09/30/2017","54","PM2.5","Oakland West","06-001-0011","AQS","9","40",".","54","22"
"10/01/2017","59","PM2.5","Oakland West","06-001-0011","AQS","9","42",".","59","25"
"10/02/2017","46","PM2.5","Oakland West","06-001-0011","AQS","9","40",".","46","23"
"10/03/2017","55","PM2.5","Laney College","06-001-0012","AQS","6","34","0","55","25"
"10/04/2017","49","PM2.5","Laney College","06-001-0012","AQS","10","39","7","49","33"
"10/05/2017","52","PM2.5","Laney College","06-001-0012","AQS","8","44","3","52","36"
"10/06/2017","54","PM2.5","Laney College","06-001-0012","AQS","14","43","6","54","47"
"10/07/2017","61","PM2.5","Oakland West","06-001-0011","AQS","10","50","3","61","26"
"10/08/2017","56","PM2.5","Laney College","06-001-0012","AQS","7","42","1","56","31"
"10/09/2017","87","PM2.5","Oakland West","06-001-0011","AQS","8","49","3","87","36"
"10/10/2017","116","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","15","49","3","116","48"
"10/11/2017","123","PM2.5","Oakland","06-001-0009","AQS","10","43","1","123","38"
"10/12/2017","155","PM2.5","Laney College","06-001-0012","AQS","13","48","4","155","35"
"10/13/2017","159","PM2.5","Oakland","06-001-0009","AQS","16","49","3","159","41"
"10/14/2017","84","PM2.5","Oakland","06-001-0009","AQS","15","44","0","84","39"
"10/15/2017","74","Ozone","Livermore","06-001-0007","AQS","9","74","0","60","48"
"10/16/2017","91","PM2.5","Oakland West","06-001-0011","AQS","18","67","4","91","51"
"10/17/2017","95","PM2.5","Laney College","06-001-0012","AQS","17","58","3","95","66"
"10/18/2017","67","PM2.5","Livermore","06-001-0007","AQS","8","50","1","67","37"
"10/19/2017","33","PM2.5","Oakland West","06-001-0011","AQS","7","31","1","33","25"
"10/20/2017","44","PM2.5","Laney College","06-001-0012","AQS","8","34","0","44","28"
"10/21/2017","44","PM2.5","Oakland West","06-001-0011","AQS","8","34","0","44","25"
"10/22/2017","52","PM2.5","Oakland West","06-001-0011","AQS","10","35","0","52","26"
"10/23/2017","54","PM2.5","Oakland West","06-001-0011","AQS","17","36","1","54","42"
"10/24/2017","50","NO2","Laney College","06-001-0012","AQS","10","39","1","40","50"
"10/25/2017","97","Ozone","Livermore","06-001-0007","AQS","10","97","4","64","62"
"10/26/2017","77","Ozone","Hayward","06-001-2001","AQS","13","77","4","65","50"
"10/27/2017","61","Ozone","Hayward","06-001-2001","AQS","9","61","4","57","42"
"10/28/2017","54","PM2.5","Laney College","06-001-0012","AQS","7","50","0","54","26"
"10/29/2017","58","PM2.5","Laney College","06-001-0012","AQS","7","33","0","58","23"
"10/30/2017","44","PM2.5","Laney College","06-001-0012","AQS","6","35","0","44","25"
"10/31/2017","53","PM2.5","Laney College","06-001-0012","AQS","9","36","1","53","27"
"11/01/2017","61","PM2.5","Oakland West","06-001-0011","AQS","11","39","13","61","31"
"11/02/2017","58","PM2.5","Oakland West","06-001-0011","AQS","10","35","1","58","30"
"11/03/2017","51","PM2.5","Oakland West","06-001-0011","AQS","10","34","0","51","27"
"11/04/2017","47","PM2.5","Oakland West","06-001-0011","AQS","7","35","0","47","21"
"11/05/2017","40","PM2.5","Laney College","06-001-0012","AQS","8","37","0","40","28"
"11/06/2017","37","PM2.5","Laney College","06-001-0012","AQS","9","36","0","37","33"
"11/07/2017","45","PM2.5","Oakland West","06-001-0011","AQS","13","35","0","45","36"
"11/08/2017","44","NO2","Laney College","06-001-0012","AQS","13","31","1","43","44"
"11/09/2017","40","PM2.5","Laney College","06-001-0012","AQS","8","33","0","40","30"
"11/10/2017","53","PM2.5","Laney College","06-001-0012","AQS","9","32","0","53","28"
"11/11/2017","43","PM2.5","Laney College","06-001-0012","AQS","9","32","0","43","26"
"11/12/2017","53","PM2.5","Laney College","06-001-0012","AQS","13","35","0","53","28"
"11/13/2017","37","PM2.5","Laney College","06-001-0012","AQS","11","31","0","37","25"
"11/14/2017","41","NO2","Laney College","06-001-0012","AQS","9","31","1","37","41"
